t__s,ACT_AILERON_RIGHT.Position_CMD,ACT_AILERON_RIGHT.Position_FB,ACT_AILERON_RIGHT.Torque_FB,ACT_AILERON_RIGHT.Temperature_FB__dC,ACT_AILERON_RIGHT.Voltage_FB__V
-0.007997,8594,8580,291,13,6.05
0.092026,8594,8580,291,13,6.05
0.192002,8594,8580,291,13,6.08
0.292038,8594,8580,134,13,6.08
0.392001,8594,8580,134,13,6.08
0.492033,8594,8580,134,13,6.06
0.592,8594,8580,150,13,6.06
0.692025,8594,8580,150,13,6.07
0.792,8594,8580,150,13,6.07
0.892003,8594,8580,150,13,6.05
1.003968,7953,8580,168,13,6.05
1.103999,7960,8152,168,13,6.05
1.203973,7960,7976,168,13,5.87
1.303991,7960,7972,148,13,5.87
1.403967,7960,7968,148,13,5.87
1.503989,7960,7968,148,13,7.43
1.603969,7960,7968,119,13,7.43
1.703994,7960,7968,119,13,7.43
1.803968,7960,7968,119,13,7.43
1.903989,7960,7968,119,13,7.43
2.003977,7960,7968,129,13,7.43
2.104023,7960,7968,129,13,7.43
2.203967,7960,7968,129,13,7.43
2.304019,7960,7968,138,13,7.43
2.403966,7960,7968,138,13,7.43
2.504006,7960,7968,138,13,7.43
2.603967,7960,7968,146,13,7.43
2.70399,7960,7968,146,13,7.43
2.803966,7960,7968,146,13,7.43
2.903991,7960,7968,146,13,7.43
3.003977,7960,7968,156,13,7.43
3.103991,7960,7968,156,13,7.43
3.203968,7960,7968,156,13,7.43
3.30399,7960,7968,165,13,7.43
3.403967,7960,7968,165,13,7.43
3.503992,7960,7968,165,13,7.43
3.603967,7960,7968,174,13,7.43
3.703992,7960,7968,174,13,7.43
3.803968,7960,7968,174,13,7.43
3.903991,7960,7968,174,13,7.43
4.003967,7960,7964,286,13,7.43
4.103991,7960,7964,286,13,7.43
4.203967,7960,7964,286,13,7.43
4.303992,7960,7964,0,13,7.43
4.403968,7960,7968,0,13,7.43
4.503991,7960,7964,0,13,7.43
4.603968,7960,7964,286,13,7.43
4.703991,7960,7964,286,13,7.43
4.803968,7960,7968,286,13,7.43
4.904031,7960,7968,286,13,7.43
5.003967,7960,7964,286,13,7.43
5.103991,7960,7964,286,13,7.43
5.203968,7960,7964,286,13,7.44
5.30399,7960,7964,0,13,7.44
5.403969,7960,7964,0,13,7.44
5.503993,7960,7964,0,13,7.43
5.603967,7960,7968,73,13,7.43
5.703992,7960,7964,73,13,7.43
5.803968,7960,7968,73,13,7.43
5.903998,7960,7964,73,13,7.43
6.00397,7960,7964,0,13,7.43
6.104007,7960,7964,0,13,7.43
6.203986,7960,7968,0,13,7.43
6.304027,7960,7964,0,13,7.43
6.404019,7960,7968,0,13,7.43
6.504007,7958,7968,0,13,6.09
6.603985,7946,7964,150,13,6.09
6.703991,7951,7964,150,13,6.08
6.803975,7953,7964,150,13,6.08
6.903999,7922,7964,150,13,6.09
7.003967,7919,7944,255,13,6.09
7.103989,7961,7936,255,13,6.09
7.203968,8604,7956,255,13,6.08
7.303992,9263,8484,3054,13,6.08
7.403976,9263,9224,3054,13,6.08
7.50399,9263,9236,3054,13,6.06
7.603968,9263,9236,392,13,6.06
7.703989,9263,9236,392,13,6.07
7.803965,9263,9236,392,13,6.07
7.903991,9263,9236,392,13,6.07
8.003968,9263,9236,257,13,6.07
8.10399,9127,9236,257,13,6.07
8.203969,7939,9064,257,13,6
8.303999,7946,8000,290,13,6
8.403967,7946,7952,290,13,6
8.50399,7866,7940,290,13,6.08
8.603968,7579,7712,701,13,6.08
8.703993,7579,7604,701,13,6.07
8.80397,7579,7600,701,13,6.07
8.903992,7579,7600,701,13,6.07
9.003985,7579,7600,273,13,6.07
9.10399,7579,7600,273,13,6.07
9.203968,7579,7600,273,13,6.07
9.303996,7579,7600,295,13,6.07
9.403966,7881,7600,295,13,6.07
9.503992,7922,7860,295,13,6.03
9.603968,7922,7924,0,13,6.03
9.703992,7922,7924,0,13,6.09
9.803968,7923,7924,0,13,6.09
9.90399,7923,7924,0,13,6.09
10.003965,7923,7924,0,13,6.09
10.103992,7916,7924,0,13,6.09
10.203966,7916,7924,0,13,6.09
10.30399,7916,7924,76,13,6.09
10.403967,7916,7924,76,13,6.09
10.503991,7916,7924,76,13,6.09
10.603968,7916,7924,85,13,6.09
10.703991,7916,7924,85,13,6.08
10.803968,7916,7924,85,13,6.08
10.903994,7916,7924,85,13,6.09
11.003974,7916,7920,73,13,6.09
11.103991,7916,7920,73,13,6.09
11.203966,7929,7924,73,13,6.08
11.303993,7926,7924,0,13,6.08
11.403993,7926,7924,0,13,6.08
11.50399,7926,7924,0,13,6.09
