t__s,ACT_TILT_CENTER_REAR.Position_CMD,ACT_TILT_CENTER_REAR.Position_FB,ACT_TILT_CENTER_REAR.Torque_FB,ACT_TILT_CENTER_REAR.Temperature_FB__dC,ACT_TILT_CENTER_REAR.Voltage_FB__V
0.011992,7810,7804,189,28,6.08
0.112017,7810,7804,189,28,6.08
0.211992,7810,7804,238,28,6.08
0.31199,7810,7804,238,28,6.08
0.411993,7810,7804,238,28,6.07
0.512007,7810,7804,276,28,6.07
0.611991,7810,7804,276,28,6.07
0.711992,7810,7804,276,28,6.08
0.811991,7810,7804,312,28,6.08
0.911991,7810,7804,312,28,6.07
1.020008,6356,7804,312,28,6.07
1.120003,6356,6516,312,28,6.09
1.220011,6356,6364,127,28,6.09
1.32001,6356,6360,127,28,6.09
1.42001,6356,6360,127,28,7.41
1.520014,6356,6360,0,28,7.41
1.62001,6356,6360,0,28,7.41
1.720008,6356,6360,0,28,7.41
1.820001,6356,6360,0,28,7.41
1.920011,6356,6360,0,28,7.41
2.020006,6356,6360,0,28,7.41
2.120008,6356,6360,0,28,7.37
2.220003,6356,6360,0,28,7.37
2.32,6356,6360,0,28,7.37
2.420003,6356,6360,0,28,7.4
2.520002,6356,6360,0,28,7.4
2.62,6356,6360,0,28,7.4
2.72,6356,6360,0,28,7.41
2.820004,6356,6360,0,28,7.41
2.920002,6356,6360,0,28,7.37
3.020003,6356,6360,0,28,7.37
3.120002,6356,6360,0,28,7.39
3.220003,6356,6360,0,28,7.39
3.319996,6356,6360,0,28,7.39
3.420002,6356,6360,0,28,7.41
3.52001,6356,6360,0,28,7.41
3.620002,6356,6360,0,28,7.41
3.720003,6356,6360,0,28,7.39
3.820002,6356,6360,0,28,7.39
3.920008,6356,6360,0,28,7.41
4.020002,6356,6360,0,28,7.41
4.119997,6356,6360,0,28,7.29
4.22,6356,6360,0,28,7.29
4.320003,6356,6360,0,28,7.29
4.420002,6356,6360,0,28,7.41
4.520023,6356,6360,0,28,7.41
4.62,6356,6360,0,28,7.41
4.720037,6356,6360,0,28,7.4
4.820003,6356,6360,0,28,7.4
4.920028,6356,6360,0,28,7.4
