t__s,ACT_AILERON_LEFT.Position_CMD,ACT_AILERON_LEFT.Position_FB,ACT_AILERON_LEFT.Torque_FB,ACT_AILERON_LEFT.Temperature_FB__dC,ACT_AILERON_LEFT.Voltage_FB__V
0.031901,7646,7652,203,24,6
0.131899,7646,7652,203,24,6
0.231902,7646,7652,203,24,5.96
0.3319,7646,7652,211,24,5.96
0.4319,7646,7652,211,24,5.96
0.531901,7646,7652,211,24,6.01
0.6319,7646,7652,216,24,6.01
0.7319,7646,7652,216,24,6.01
0.831901,7646,7652,216,24,5.99
0.931898,7646,7652,223,24,5.99
1.035941,8320,7696,223,24,5.29
1.135954,8290,8284,223,24,5.29
1.235941,8290,8288,223,24,7.39
1.335955,8290,8288,0,24,7.39
1.435941,8290,8288,0,24,7.39
1.535939,8290,8288,0,24,7.38
1.63594,8290,8288,0,24,7.38
1.735956,8290,8288,0,24,7.38
1.835957,8290,8288,0,24,7.38
1.93594,8290,8288,0,24,7.38
2.035956,8290,8288,0,24,7.38
2.135954,8290,8288,0,24,7.38
2.235962,8290,8288,0,24,7.38
2.335963,8290,8288,0,24,7.38
2.435957,8290,8288,0,24,7.38
2.535941,8290,8288,0,24,7.39
2.635956,8290,8288,0,24,7.39
2.735955,8290,8288,0,24,7.39
2.835955,8290,8288,0,24,7.39
2.935955,8290,8288,0,24,7.39
3.035955,8290,8288,0,24,7.39
3.13594,8290,8288,0,24,7.39
3.235956,8290,8288,0,24,7.39
3.33594,8290,8288,0,24,7.39
3.435939,8290,8288,0,24,7.39
3.535939,8290,8288,0,24,7.39
3.635955,8290,8288,0,24,7.39
3.735955,8290,8288,0,24,7.39
3.83594,8290,8288,0,24,7.39
3.93594,8290,8288,0,24,7.39
4.035939,8290,8288,0,24,7.39
4.135941,8290,8288,0,24,7.39
4.235955,8290,8288,0,24,7.39
4.335941,8290,8288,0,24,7.39
4.43594,8290,8288,0,24,7.39
4.53594,8290,8288,0,24,7.38
4.635957,8290,8288,0,24,7.38
