t__s,ACT_RUDDER.Position_CMD,ACT_RUDDER.Position_FB,ACT_RUDDER.Torque_FB,ACT_RUDDER.Temperature_FB__dC,ACT_RUDDER.Voltage_FB__V
-0.027891,8248,8244,0,8,6.04
0.07195,8248,8244,0,8,6.04
0.17195,8248,8244,0,8,6.04
0.271987,8248,8244,0,8,6.04
0.37195,8248,8244,0,8,6.04
0.471965,8248,8244,0,8,6.03
0.571951,8248,8244,0,8,6.03
0.671989,8248,8244,0,8,6.03
0.77195,8248,8244,0,8,6.03
0.871949,8248,8244,0,8,6.03
0.972108,8248,8244,0,8,6.04
1.080032,8242,8232,276,8,6.04
1.180011,7657,7792,276,8,6.04
1.280039,7671,7668,276,8,7.39
1.380019,6692,7600,2330,8,7.39
1.480009,8759,6716,2330,8,7.36
1.580005,9728,8144,2330,8,7.36
1.680016,9728,9676,2330,8,7.36
1.779994,9728,9712,180,8,7.36
1.880018,9728,9712,180,8,7.36
1.97997,7453,9040,180,8,7.25
2.080006,7620,7596,121,8,7.25
2.179969,7770,7688,121,8,7.25
2.280009,7903,7840,121,8,7.37
2.379969,8032,7996,122,8,7.37
2.480008,8296,8172,122,8,7.34
2.579969,8343,8316,122,8,7.34
2.680015,8314,8336,122,8,7.36
2.77997,8201,8208,129,8,7.36
2.880017,6700,8020,129,8,7.36
2.979977,6692,6736,129,8,7.36
3.080007,6692,6700,221,8,7.36
3.179976,9238,6700,221,8,7.36
3.280007,9728,8140,221,8,7.29
3.379969,9728,9684,160,8,7.29
3.480008,9728,9720,160,8,7.39
3.579968,7874,9720,160,8,7.39
3.680008,7483,8648,160,8,7.29
3.77997,7695,7604,501,8,7.29
3.880007,7901,7804,501,8,7.29
3.979969,8010,7956,501,8,7.38
4.080008,8023,8080,371,8,7.38
4.179967,7996,7996,371,8,7.38
4.280006,8024,7984,371,8,7.28
4.379968,8090,8048,66,8,7.28
4.480007,7089,7604,66,8,7.37
4.579968,6745,6768,66,8,7.37
4.680008,6692,6724,66,8,7.37
4.779967,6692,6716,235,8,7.37
4.880025,6692,6716,235,8,7.37
4.979967,9693,7380,235,8,7.26
5.079992,9728,9348,1815,8,7.26
5.179969,9728,9720,1815,8,7.26
5.280008,9728,9720,1815,8,7.38
5.379969,7343,9656,2458,8,7.38
5.480016,7617,7880,2458,8,7.3
5.579967,7995,7784,2458,8,7.3
5.680007,8189,8096,2458,8,7.39
5.779969,7974,8148,0,8,7.39
5.880012,7944,7932,0,8,7.39
5.979967,7979,7952,0,8,7.28
6.080037,8037,7984,276,8,7.28
6.179977,8027,8012,276,8,7.28
6.280019,6692,7560,276,8,5.93
6.379969,6692,6748,266,8,5.93
6.479993,6692,6724,266,8,6.03
6.579969,8802,6720,266,8,6.03
6.679991,9728,7536,266,8,5.96
6.77997,9728,9160,3061,8,5.96
6.87999,9728,9712,3061,8,5.96
6.97997,9728,9716,3061,8,6.03
7.079992,7263,9588,2559,8,6.03
7.179968,7482,8132,2559,8,6.03
7.27999,7675,7560,2559,8,6.04
7.379976,7835,7740,383,8,6.04
7.479991,7954,7884,383,8,6.04
7.579969,8042,7988,383,8,6.04
7.679992,8107,8072,383,8,6.04
7.779967,8156,8128,242,8,6.04
7.879992,8192,8172,242,8,6.04
7.97997,8218,8196,242,8,6.05
8.079998,8238,8220,134,8,6.05
8.179976,8252,8236,134,8,6.05
8.279992,8263,8252,134,8,6.05
8.379976,8270,8260,98,8,6.05
8.479994,8276,8268,98,8,6.05
8.579968,8280,8272,98,8,6.05
8.679993,8283,8276,98,8,6.05
8.779969,8285,8276,81,8,6.05
8.879993,8287,8280,81,8,6.05
8.979969,8288,8280,81,8,6.06
9.079992,8176,8248,327,8,6.06
9.179971,8265,8204,327,8,6.06
9.279993,8307,8288,327,8,6.04
9.379978,8241,8288,259,8,6.04
9.479992,8233,8232,259,8,6.05
9.579991,8286,8244,259,8,6.05
9.680003,8308,8288,259,8,6.05
9.779999,8293,8304,49,8,6.05
9.879991,8276,8288,49,8,6.05
9.979968,8285,8284,49,8,6.05
10.079993,8304,8288,139,8,6.05
10.179968,8300,8304,139,8,6.05
10.279994,8281,8296,139,8,6.05
10.379969,8257,8280,225,8,6.05
10.479994,8283,8256,225,8,6.05
10.57997,8334,8312,225,8,6.05
10.679992,8267,8320,225,8,6.04
10.779969,8252,8252,83,8,6.04
10.879991,8310,8264,83,8,6.04
10.979977,8328,8320,83,8,6.04
11.079993,8234,8296,288,8,6.04
11.179969,8212,8236,288,8,6.04
11.280001,8312,8260,288,8,5.99
11.37998,8344,8316,97,8,5.99
11.480001,8315,8332,97,8,6
11.579967,8309,8304,97,8,6
11.680012,8327,8308,97,8,5.99
11.779969,8331,8324,59,8,5.99
11.880018,8317,8324,59,8,5.99
11.979969,8308,8320,59,8,6.01
12.079952,8325,8312,0,8,6.01
12.17993,8318,8316,0,8,6.01
12.279953,8304,8312,0,8,6.02
12.379928,8299,8304,127,8,6.02
12.479956,8299,8296,127,8,6.03
12.579927,8317,8300,127,8,6.03
12.679949,8297,8308,127,8,6.02
12.779926,8265,8284,151,8,6.02
12.879948,8298,8272,151,8,6.02
12.979926,8347,8316,151,8,6
13.079948,8314,8336,127,8,6
13.179926,8286,8300,127,8,6
13.279948,8305,8292,127,8,6.01
13.379927,8316,8308,85,8,6.01
13.479949,8311,8312,85,8,6.02
13.579926,8309,8312,85,8,6.02
13.679949,8311,8312,85,8,6.01
13.779927,8308,8308,0,8,6.01
13.879949,8304,8308,0,8,6.01
13.979927,8301,8308,0,8,6.02
14.07995,8298,8304,46,8,6.02
14.179928,8297,8304,46,8,6.02
14.279949,8296,8300,46,8,6.02
14.379932,8295,8300,46,8,6.02
14.479948,8294,8300,46,8,6.03
14.579934,8293,8300,46,8,6.03
14.679947,8293,8300,46,8,6.02
14.779929,8293,8296,0,8,6.02
14.879957,8292,8296,0,8,6.02
14.979958,8292,8296,0,8,6.03
15.079949,8292,8296,0,8,6.03
15.179974,8292,8296,0,8,6.03
15.279948,8292,8300,0,8,6.05
15.379943,8292,8296,0,8,6.05
15.479949,8292,8296,0,8,6.05
15.579928,8292,8296,0,8,6.05
15.679949,8292,8296,0,8,6.05
15.779926,8292,8296,0,8,6.05
15.879961,8292,8296,0,8,6.05
15.979934,8292,8296,0,8,6.05
16.079981,8292,8296,0,8,6.05
16.179925,8292,8296,0,8,6.05
16.279976,8292,8296,0,8,6.05
16.379935,8292,8296,0,8,6.05
16.479964,8292,8296,0,8,6.05
16.579927,8292,8296,0,8,6.05
16.679949,8292,8296,0,8,6.05
16.779927,8292,8296,0,8,6.05
16.879948,8292,8296,0,8,6.05
16.979926,8292,8296,0,8,6.05
17.079947,8292,8296,0,8,6.05
17.179925,8292,8296,0,8,6.05
17.279949,8292,8296,0,8,6.05
17.379926,8292,8296,0,8,6.05
17.47995,8292,8296,0,8,6.05
17.579926,8292,8296,0,8,6.05
17.67995,8292,8296,0,8,6.05
17.779926,8292,8296,0,8,6.05
17.87995,8292,8296,0,8,6.05
17.979943,8292,8296,0,8,6.04
18.079949,8292,8296,0,8,6.04
18.179925,8292,8296,0,8,6.04
18.279951,8292,8296,0,8,6.05
18.379929,8292,8296,0,8,6.05
18.47995,8292,8296,0,8,6.05
18.579925,8292,8296,0,8,6.05
18.67995,8292,8296,0,8,6.05
18.779926,8292,8296,0,8,6.05
18.87996,8292,8296,0,8,6.05
18.979925,8292,8296,0,8,6.05
19.079949,8292,8296,0,8,6.05
19.179926,8292,8296,0,8,6.05
19.27995,8292,8296,0,8,6.05
19.379927,8292,8296,0,8,6.05
19.479948,8292,8296,0,8,6.05
19.579927,8292,8296,0,8,6.05
19.679949,8236,8296,0,8,6.05
19.779926,8204,8216,92,8,6.05
19.87995,8212,8184,92,8,6.05
19.979926,8264,8260,92,8,6.05
20.079952,8183,8260,252,8,6.05
20.179927,8134,8172,252,8,6.05
20.279949,8154,8136,252,8,6.04
20.379928,8157,8152,46,8,6.04
20.479951,8151,8156,46,8,6.04
20.579927,8202,8144,46,8,6.04
20.67995,8294,8252,46,8,6.04
20.779926,8266,8276,63,8,6.04
20.879949,8330,8284,63,8,6.04
20.979928,8315,8324,63,8,6.05
21.079951,8362,8320,129,8,6.05
21.179928,8372,8352,129,8,6.05
21.279951,8312,8368,129,8,6.05
21.379927,8321,8296,0,8,6.05
21.479949,8306,8336,0,8,6.04
21.579933,8332,8312,0,8,6.04
21.679967,8344,8340,0,8,6.04
21.779927,8300,8312,121,8,6.04
21.879977,8289,8304,121,8,6.04
21.979926,8188,8240,121,8,6.03
22.079978,8235,8204,54,8,6.03
22.179926,8155,8200,54,8,6.03
22.279949,8253,8188,54,8,6.04
22.379927,8320,8288,93,8,6.04
22.47995,8271,8288,93,8,6.05
22.579925,8291,8280,93,8,6.05
22.67995,8248,8272,93,8,6
22.779928,8146,8240,216,8,6
22.879949,8182,8140,216,8,6
22.979926,8198,8168,216,8,6.01
23.07995,7946,8188,119,8,6.01
23.179927,7341,7660,119,8,6.01
23.279951,7502,7380,119,8,6.03
23.379925,7622,7552,354,8,6.03
23.47995,7364,7500,354,8,6
23.579927,7605,7464,354,8,6
23.67995,7784,7680,354,8,6.01
23.779927,7916,7840,344,8,6.01
23.87995,8014,7960,344,8,6.01
23.979934,8087,8044,344,8,6.02
24.079962,8140,8116,52,8,6.02
24.179927,8180,8164,52,8,6.02
24.279967,8210,8188,52,8,6.03
24.379927,9728,8216,78,8,6.03
24.479949,9728,9340,78,8,5.94
24.579931,9400,9628,78,8,5.94
24.679953,9113,9284,78,8,5.99
24.779929,8900,9024,609,8,5.99
24.879951,8742,8828,609,8,5.99
24.979928,8626,8684,609,8,6.01
25.079966,8630,8584,438,8,6.01
25.179927,8403,8424,438,8,6.01
25.279956,8121,8344,438,8,5.9
25.379928,8301,8148,32,8,5.9
25.479951,8629,8440,32,8,5.91
25.579926,8411,8580,32,8,5.91
25.679948,8094,8524,32,8,5.98
25.779926,8083,8072,353,8,5.98
25.879949,8298,8168,353,8,5.98
25.97991,8378,8328,353,8,6.03
26.079948,8372,8396,177,8,6.03
26.179925,8286,8368,177,8,6.03
26.279957,8261,8280,177,8,6.02
26.379925,8339,8284,194,8,6.02
26.479956,8337,8336,194,8,5.99
26.579925,8278,8320,194,8,5.99
26.679948,8283,8284,194,8,6.01
26.779925,8319,8296,168,8,6.01
26.879948,8312,8320,168,8,6.01
26.979925,8285,8300,168,8,6.03
27.079948,8304,8292,0,8,6.03
27.179925,8323,8308,0,8,6.03
27.279948,8295,8312,0,8,6.02
27.379925,8296,8296,0,8,6.02
27.479948,8311,8300,0,8,6
27.579933,8299,8304,0,8,6
27.67995,8297,8300,0,8,6.04
27.779926,8303,8300,92,8,6.04
27.879948,8299,8304,92,8,6.04
27.979949,8343,8288,92,8,5.92
28.079988,8330,8332,0,8,5.92
28.179981,8320,8328,0,8,5.92
28.279972,8313,8324,0,8,6.01
28.379948,8307,8316,73,8,6.01
28.479981,8303,8312,73,8,6.05
28.579949,8300,8308,73,8,6.05
28.680001,8298,8308,73,8,6.02
28.779948,8297,8304,75,8,6.02
28.879989,8295,8304,75,8,6.02
28.979947,8294,8304,75,8,5.98
29.079972,8294,8300,75,8,5.98
29.179949,8293,8300,75,8,5.98
29.27997,8293,8300,75,8,6.03
29.37995,8293,8300,90,8,6.03
29.479972,8292,8300,90,8,5.99
29.579947,8292,8300,90,8,5.99
29.67997,8292,8300,90,8,6
29.779948,8292,8296,0,8,6
29.879971,8292,8296,0,8,6
29.979956,8292,8296,0,8,5.98
30.079972,8292,8296,0,8,5.98
30.179949,8292,8296,0,8,5.98
30.279972,8292,8296,0,8,6
30.379949,8292,8300,0,8,6
30.47998,8292,8296,0,8,6.01
30.579948,8292,8296,0,8,6.01
30.679972,8292,8296,0,8,6.03
30.779947,8292,8296,0,8,6.03
30.879971,8292,8296,0,8,6.03
30.979948,8292,8296,0,8,6.03
31.079972,8292,8296,0,8,6.03
31.179949,8292,8300,0,8,6.03
31.279972,8292,8296,0,8,6.04
31.379947,8292,8296,0,8,6.04
31.479972,8292,8296,0,8,6.04
31.579947,8292,8296,0,8,6.04
31.679971,8292,8296,0,8,6.04
31.779966,8292,8296,0,8,6.04
