t__s,ACT_RUDDER.Position_CMD,ACT_RUDDER.Position_FB,ACT_RUDDER.Torque_FB,ACT_RUDDER.Temperature_FB__dC,ACT_RUDDER.Voltage_FB__V
-0.007999,8368,8372,0,14,6.04
0.091971,8368,8372,0,14,6.04
0.191983,8368,8372,0,14,6.04
0.291943,8368,8372,0,14,6.05
0.391978,8368,8372,0,14,6.05
0.491939,8368,8372,0,14,6.05
0.591992,8368,8372,0,14,6.05
0.691942,8368,8372,0,14,6.05
0.791996,8368,8372,0,14,6.04
0.891941,8368,8372,0,14,6.04
0.9959,8499,8372,0,14,6.04
1.095909,8403,8412,78,14,6.04
1.195902,8408,8408,78,14,6.04
1.295902,8409,8408,78,14,7.41
1.3959,8409,8408,0,14,7.41
1.495902,8410,8408,0,14,7.41
1.595901,8410,8408,0,14,7.41
1.695901,8410,8408,0,14,7.41
1.795902,8411,8408,0,14,7.41
1.8959,8396,8400,0,14,7.41
1.995902,8378,8376,0,14,7.41
2.095901,8353,8380,1,14,7.41
2.195902,6848,8364,1,14,7.41
2.295901,6848,6996,1,14,7.38
2.395947,7188,7020,455,14,7.38
2.495902,7505,7384,455,14,7.38
2.595932,7741,7656,455,14,7.39
2.695901,7915,7848,81,14,7.39
2.795901,8044,7996,81,14,7.39
2.895909,8140,8100,81,14,7.39
2.995901,8211,8184,81,14,7.4
3.095902,8263,8244,116,14,7.4
3.195901,8302,8288,116,14,7.4
3.2959,8331,8320,116,14,7.4
3.395901,8352,8344,0,14,7.4
3.495939,8368,8360,0,14,7.4
3.595902,8379,8372,0,14,7.4
3.6959,8387,8380,59,14,7.4
3.7959,8393,8388,59,14,7.4
3.8959,8398,8392,59,14,7.4
3.9959,8401,8396,59,14,7.41
4.095901,8404,8396,66,14,7.41
4.195944,8406,8400,66,14,7.41
4.295901,8407,8400,66,14,7.41
4.3959,9820,9484,1624,14,7.41
4.495902,9820,9816,1624,14,7.41
4.595901,9820,9816,1624,14,7.4
4.69594,9820,9816,0,14,7.4
4.795901,9775,9816,0,14,7.4
4.895902,9422,9544,0,14,7.4
4.995901,9160,9244,0,14,7.37
5.095901,8966,9020,116,14,7.37
5.195902,8822,8864,116,14,7.37
5.2959,8715,8744,116,14,7.4
5.395901,8637,8660,92,14,7.4
5.495901,8578,8596,92,14,7.4
5.595901,8535,8548,92,14,7.4
5.695909,8503,8516,87,14,7.4
5.795901,8479,8488,87,14,7.4
5.895902,8461,8468,87,14,7.4
5.9959,8414,8440,87,14,7.39
6.095901,8413,8420,59,14,7.39
6.195901,6848,7876,59,14,7.39
6.295901,7052,6920,59,14,6.03
6.3959,7358,7240,349,14,6.03
6.495901,7623,7512,349,14,6.03
6.595901,7841,7760,349,14,6.04
6.695901,7890,7848,286,14,6.04
6.7959,8068,8000,286,14,6.04
6.8959,8181,8144,286,14,6.04
6.995901,8244,8220,286,14,6.05
7.095901,8289,8272,1,14,6.05
7.195902,8322,8308,1,14,6.05
7.2959,8346,8336,1,14,6.06
7.395901,8363,8356,63,14,6.06
7.4959,8376,8364,63,14,6.06
7.595901,8385,8376,63,14,6.06
7.695901,8392,8384,81,14,6.06
7.7959,8397,8388,81,14,6.06
7.895901,8401,8392,81,14,6.06
7.9959,8403,8396,81,14,6.06
8.095903,8405,8400,46,14,6.06
8.195903,8407,8400,46,14,6.06
8.2959,8408,8404,46,14,6.06
8.395908,8409,8404,46,14,6.06
8.495902,8409,8404,46,14,6.06
8.595932,8406,8404,46,14,6.06
8.695902,8417,8416,0,14,6.06
8.795902,8416,8416,0,14,6.06
8.895932,8415,8416,0,14,6.06
8.995904,8433,8420,0,14,6.05
9.095942,8409,8416,64,14,6.05
9.195902,8400,8412,64,14,6.05
9.295958,8402,8404,64,14,6.06
9.395904,8404,8404,0,14,6.06
9.49596,8406,8404,0,14,6.06
9.595941,8407,8404,0,14,6.06
9.695951,8408,8404,0,14,6.06
9.795902,8409,8404,0,14,6.06
9.895903,8409,8404,0,14,6.06
9.995903,8410,8404,0,14,6.06
10.095901,8410,8404,59,14,6.06
10.195903,8410,8404,59,14,6.06
10.295902,8424,8416,59,14,6
10.395899,8399,8400,0,14,6
10.499968,8408,8404,0,14,6
10.599977,8411,8404,0,14,6.06
10.69997,8411,8404,66,14,6.06
10.79997,8420,8404,66,14,6.06
10.899973,9791,8948,66,14,6.06
10.999976,9791,9780,66,14,6.05
11.099981,9790,9788,0,14,6.05
11.19997,9790,9788,0,14,6.05
11.299982,9790,9788,0,14,6.06
11.399979,9790,9788,0,14,6.06
11.50002,9790,9788,0,14,6.06
11.599967,9790,9788,0,14,6.06
11.699985,9790,9788,267,14,6.06
11.799976,9790,9788,267,14,6.06
11.899973,9790,9788,267,15,6.06
11.999969,9790,9788,267,15,6.06
12.099998,9790,9788,0,15,6.06
12.199977,9790,9788,0,15,6.06
12.300004,9790,9788,0,15,6.06
12.399969,9790,9788,0,15,6.06
12.500021,9790,9788,0,15,6.06
12.599979,9790,9788,0,15,6.06
12.700034,9790,9788,0,15,6.06
12.799969,9790,9788,0,15,6.06
12.89997,8411,8948,0,15,6.06
13.000004,8411,8408,0,15,6.06
13.09997,8007,8408,0,15,6.06
13.199969,6969,7480,0,15,6.06
13.299971,6969,6972,0,15,6.06
13.399982,6969,6972,0,15,6.06
13.49997,6969,6976,0,15,6.06
13.599968,6969,6976,0,15,6.06
13.703915,6969,6976,197,15,6.06
13.803897,6969,6976,197,15,6.06
13.903896,6969,6976,197,15,6.06
14.003934,7303,6920,197,15,5.97
14.103951,7216,7248,148,15,5.97
14.203897,7099,7128,148,15,5.97
14.303939,7065,7088,148,15,6.05
14.403896,7040,7060,177,15,6.05
14.503899,8461,7284,177,15,6.05
14.603897,8448,8420,177,15,6.05
14.703898,8438,8444,54,15,6.05
14.803897,8431,8440,54,15,6.06
14.90394,8426,8432,54,15,6.06
15.003935,8422,8428,54,15,6.06
15.103909,8419,8424,46,15,6.06
15.203897,8417,8424,46,15,6.06
15.30395,8416,8420,46,15,6.06
15.403899,8414,8420,56,15,6.06
15.503906,8414,8420,56,15,6.06
15.603901,8413,8420,56,15,6.06
15.703933,8412,8416,0,15,6.06
15.8039,8412,8416,0,15,6.06
15.903897,8412,8416,0,15,6.06
16.0039,8412,8416,0,15,6.06
16.103936,8411,8416,46,15,6.06
16.203898,8411,8416,46,15,6.06
16.303905,8411,8416,46,15,6.06
16.403897,8411,8416,51,15,6.06
16.503896,8411,8416,51,15,6.06
16.603897,8411,8416,51,15,6.06
16.703897,8411,8416,56,15,6.06
16.803898,8411,8416,56,15,6.06
16.903897,8411,8416,56,15,6.06
17.003899,8411,8416,56,15,6.06
17.103897,8411,8416,63,15,6.06
17.203899,8411,8416,63,15,6.06
