t__s,ACT_ELEVATOR.Position_CMD,ACT_ELEVATOR.Position_FB,ACT_ELEVATOR.Torque_FB,ACT_ELEVATOR.Temperature_FB__dC,ACT_ELEVATOR.Voltage_FB__V
-0.007999,8836,8840,0,13,6.06
0.091971,8836,8840,0,13,6.06
0.191983,8836,8840,0,13,6.06
0.291943,8836,8840,0,13,6.08
0.391978,8836,8840,0,13,6.08
0.491939,8836,8840,0,13,6.08
0.591992,8836,8840,0,13,6.08
0.691942,8836,8840,0,13,6.08
0.791996,8836,8840,0,13,6.07
0.891941,8836,8840,0,13,6.07
0.9959,9112,8840,0,13,6.07
1.095909,9112,9104,104,13,6.07
1.195902,9103,9108,104,13,6.07
1.295902,9103,9108,104,13,7.43
1.3959,9103,9108,49,13,7.43
1.495902,9103,9108,49,13,7.43
1.595901,9103,9108,49,13,7.43
1.695901,9103,9108,54,13,7.43
1.795902,9103,9108,54,13,7.43
1.8959,9099,9104,54,13,7.43
1.995902,9096,9100,54,13,7.43
2.095901,9098,9100,0,13,7.43
2.195902,9111,9100,0,13,7.43
2.295901,9112,9104,0,13,7.42
2.395947,9112,9108,0,13,7.42
2.495902,9112,9108,0,13,7.42
2.595932,9112,9108,0,13,7.43
2.695901,9112,9108,0,13,7.43
2.795901,9112,9108,0,13,7.43
2.895909,9112,9108,0,13,7.43
2.995901,9112,9108,0,13,7.43
3.095902,9112,9108,0,13,7.43
3.195901,9112,9108,0,13,7.43
3.2959,9112,9108,0,13,7.43
3.395901,9112,9108,0,13,7.43
3.495939,9112,9108,0,13,7.43
3.595902,9112,9108,0,13,7.43
3.6959,9112,9108,0,13,7.43
3.7959,9112,9108,0,13,7.43
3.8959,9112,9108,0,13,7.43
3.9959,9112,9108,0,13,7.43
4.095901,9112,9108,0,13,7.43
4.195944,9112,9108,0,13,7.43
4.295901,9112,9108,0,13,7.43
4.3959,9104,9104,0,13,7.43
4.495902,9137,9108,0,13,7.43
4.595901,9152,9148,0,13,7.43
4.69594,9153,9148,46,13,7.43
4.795901,9153,9148,46,13,7.43
4.895902,9154,9148,46,13,7.43
4.995901,9154,9148,46,13,7.42
5.095901,9154,9148,63,13,7.42
5.195902,9154,9148,63,13,7.42
5.2959,9154,9148,63,13,7.42
5.395901,9154,9152,0,13,7.42
5.495901,9154,9152,0,13,7.42
5.595901,9154,9152,0,13,7.43
5.695909,9154,9152,0,13,7.43
5.795901,9154,9152,0,13,7.43
5.895902,9154,9152,0,13,7.43
5.9959,9154,9152,0,13,7.42
6.095901,9154,9152,0,13,7.42
6.195901,9111,9124,0,13,7.42
6.295901,9111,9116,0,13,6.07
6.3959,9109,9116,73,13,6.07
6.495901,9120,9116,73,13,6.07
6.595901,9164,9160,73,13,6.07
6.695901,9880,9776,296,13,6.07
6.7959,9880,9880,296,13,6.07
6.8959,9880,9880,296,13,6.07
6.995901,9880,9880,296,13,6.09
7.095901,9880,9880,0,13,6.09
7.195902,9880,9880,0,13,6.09
7.2959,9880,9880,0,13,6.09
7.395901,9880,9880,0,13,6.09
7.4959,9880,9880,0,13,6.09
7.595901,9880,9880,0,13,6.09
7.695901,9880,9880,0,13,6.09
7.7959,9880,9880,0,13,6.09
7.895901,9880,9880,0,13,6.09
7.9959,9880,9880,0,13,6.09
8.095903,9880,9880,0,13,6.09
8.195903,9880,9880,0,13,6.09
8.2959,9880,9880,0,13,6.09
8.395908,9880,9880,0,13,6.09
8.495902,9880,9880,0,13,6.09
8.595932,9880,9880,0,13,6.09
8.695902,9090,9216,539,13,6.09
8.795902,9086,9088,539,13,6.09
8.895932,9079,9088,539,13,6.09
8.995904,8394,8952,539,13,6.07
9.095942,8394,8408,1,13,6.07
9.195902,8394,8396,1,13,6.07
9.295958,8394,8396,1,13,6.09
9.395904,8394,8396,0,13,6.09
9.49596,8394,8396,0,13,6.09
9.595941,8394,8400,0,13,6.09
9.695951,8394,8396,0,13,6.09
9.795902,8394,8396,0,13,6.09
9.895903,8394,8396,0,13,6.09
9.995903,8394,8396,0,13,6.09
10.095901,8394,8396,0,13,6.09
10.195903,8394,8396,0,13,6.09
10.295902,8746,8444,0,13,6
10.395899,9100,9072,197,13,6
10.499968,9104,9100,197,13,6
10.599977,9105,9104,197,13,6.09
10.69997,9105,9104,0,13,6.09
10.79997,9105,9104,0,13,6.09
10.899973,9105,9104,0,13,6.09
10.999976,9105,9104,0,13,6.08
11.099981,9105,9104,0,13,6.08
11.19997,9105,9104,0,13,6.08
11.299982,9105,9104,0,13,6.09
11.399979,9105,9104,0,13,6.09
11.50002,9105,9104,0,13,6.09
11.599967,9105,9104,0,13,6.09
11.699985,9105,9104,0,13,6.09
11.799976,9105,9104,0,13,6.09
11.899973,9105,9104,0,13,6.09
11.999969,9105,9104,0,13,6.09
12.099998,9105,9104,0,13,6.09
12.199977,9105,9104,0,13,6.09
12.300004,9105,9104,0,13,6.09
12.399969,9105,9104,0,13,6.09
12.500021,9105,9104,0,13,6.09
12.599979,9105,9104,0,13,6.09
