t__s,ACT_RUDDER.Position_CMD,ACT_RUDDER.Position_FB,ACT_RUDDER.Torque_FB,ACT_RUDDER.Temperature_FB__dC,ACT_RUDDER.Voltage_FB__V
0.031957,8448,8452,0,13,6.07
0.13198,8448,8452,0,13,6.07
0.231956,8448,8452,0,13,6.07
0.33198,8448,8452,0,13,6.07
0.431956,8448,8452,0,13,6.07
0.531979,8448,8452,0,13,6.07
0.631958,8448,8452,0,13,6.07
0.731979,8448,8452,0,13,6.07
0.831958,8448,8452,0,13,6.07
0.93198,8448,8452,0,13,6.08
1.031956,8469,8580,421,13,6.08
1.131986,8484,8492,421,13,6.08
1.231956,8486,8488,421,13,7.43
1.33198,8487,8488,0,13,7.43
1.431957,8487,8488,0,13,7.43
1.531998,8488,8488,0,13,7.43
1.631956,8488,8488,0,13,7.43
1.732013,8489,8488,0,13,7.43
1.831955,8489,8488,0,13,7.43
1.932015,8489,8488,0,13,7.43
2.031958,8489,8488,0,13,7.43
2.131997,8489,8488,0,13,7.43
2.23196,8490,8488,0,13,7.43
2.331987,8490,8488,0,13,7.43
2.431958,8490,8488,0,13,7.43
2.53198,8490,8488,0,13,7.43
2.631957,8490,8488,0,13,7.43
2.73198,8490,8488,0,13,7.43
2.831957,8490,8488,0,13,7.43
2.931987,8490,8488,0,13,7.43
3.031957,8490,8488,0,13,7.43
3.131981,8490,8488,0,13,7.43
3.231955,8490,8488,0,13,7.43
3.331988,8490,8488,0,13,7.43
3.431964,8494,8488,0,13,7.43
3.531979,8496,8492,0,13,7.43
3.631956,8495,8492,0,13,7.43
3.73198,8493,8492,0,13,7.43
3.831956,8492,8492,0,13,7.43
3.932005,8492,8492,0,13,7.43
4.031955,8479,8488,83,13,7.43
4.132008,8478,8484,83,13,7.43
4.231955,8480,8484,83,13,7.43
4.332002,8482,8484,0,13,7.43
4.431958,8484,8484,0,13,7.43
4.53198,8487,8484,0,13,7.43
4.631957,8500,8496,0,13,7.42
4.731988,8504,8500,288,13,7.42
4.831959,8497,8496,288,13,7.42
4.93198,8495,8496,288,13,7.43
5.031957,8487,8492,46,13,7.43
5.131988,8481,8484,46,13,7.43
5.231957,8064,8188,46,13,7.35
5.331979,6828,7044,1073,13,7.35
5.43196,7110,6952,1073,13,7.37
5.531987,7469,7348,1073,13,7.37
5.631957,7735,7648,1073,13,7.4
5.731979,7932,7872,433,13,7.4
5.831964,8079,8036,433,13,7.4
5.931987,8187,8156,433,13,7.41
6.031956,8267,8248,295,13,7.41
6.131979,8326,8304,295,13,7.41
6.231956,8370,8352,295,13,6.1
6.33198,8403,8384,191,13,6.1
6.431955,8427,8412,191,13,6.08
6.531981,8445,8436,191,13,6.08
6.631956,8457,8448,191,13,6.08
6.73198,8465,8460,46,13,6.08
6.831958,8472,8460,46,13,6.08
6.931981,8476,8468,46,13,6.09
7.031955,8480,8472,81,13,6.09
7.13198,8482,8476,81,13,6.09
7.231956,8484,8476,81,13,6.08
7.331979,8486,8480,56,13,6.08
7.431955,8487,8480,56,13,6.09
7.53198,8488,8480,56,13,6.09
7.631988,8488,8484,56,13,6.09
7.731978,8489,8480,46,13,6.09
7.831974,9856,9028,46,13,6.09
7.931997,9855,9840,46,13,6.07
8.031956,9515,9664,578,13,6.07
8.131978,9251,9364,578,13,6.07
8.231957,9055,9140,578,13,6.06
8.33198,8912,8972,513,13,6.06
8.431956,8835,8860,513,13,6.07
8.53198,9673,8884,513,13,6.07
8.631958,9683,9444,513,13,6.07
8.731979,9856,9828,220,13,6.07
8.831957,9582,9736,220,13,6.07
8.931981,9299,9416,220,13,6.05
9.031957,9089,9172,399,13,6.05
9.131981,8934,8992,399,13,6.05
9.231957,8819,8864,399,13,6.08
9.33198,8734,8764,349,13,6.08
9.431956,8670,8688,349,13,6.08
9.531981,8624,8636,349,13,6.08
9.631957,8589,8604,349,13,6.08
9.731987,8563,8576,127,13,6.08
9.831957,8544,8556,127,13,6.08
9.931981,6915,8024,127,13,5.97
10.031957,6870,6888,64,13,5.97
10.131979,7288,7124,64,13,5.97
10.231958,7601,7480,64,13,6.06
10.331985,7831,7744,383,13,6.06
10.431964,8003,7944,383,13,6.07
10.53198,8131,8088,383,13,6.07
10.631956,8225,8192,383,13,6.07
10.731981,8293,8272,305,13,6.07
10.831964,8350,8336,305,13,6.07
10.931979,8410,8396,305,13,5.98
11.03196,8435,8420,139,13,5.98
11.13199,8424,8424,139,13,5.98
11.232003,8441,8428,139,13,6.08
11.33198,8453,8444,124,13,6.08
11.431975,8462,8452,124,13,6.08
11.53198,8469,8460,124,13,6.08
11.631959,8475,8468,124,13,6.08
11.731979,8479,8472,64,13,6.08
11.831956,8482,8472,64,13,6.08
11.93198,8484,8476,64,13,6.08
12.031956,9429,8916,728,13,6.08
12.131986,8204,9076,728,13,6.08
12.231955,8282,8268,728,13,6.08
12.331999,8337,8312,237,13,6.08
12.431965,8379,8360,237,13,6.08
12.53198,8411,8396,237,13,6.08
12.631956,8438,8428,237,13,6.08
12.731979,8453,8444,88,13,6.08
12.831957,8456,8452,88,13,6.08
12.931979,8450,8444,88,13,6.08
13.031964,8462,8452,93,13,6.08
13.131979,8469,8460,93,13,6.08
13.231956,8474,8464,93,13,6.08
13.331981,8478,8472,64,13,6.08
13.431957,8481,8476,64,13,6.09
13.531987,8483,8476,64,13,6.09
13.631957,8485,8476,64,13,6.08
13.731982,8486,8480,61,13,6.08
13.831957,8487,8480,61,13,6.08
13.931988,8491,8484,61,13,6.09
14.031956,8548,8520,255,13,6.09
14.131979,8520,8532,255,13,6.09
14.231957,8517,8520,255,13,6.08
14.331988,8511,8520,83,13,6.08
14.431956,8504,8512,83,13,6.08
14.531981,8500,8504,83,13,6.08
14.631956,8497,8504,83,13,6.08
