t__s,ACT_ELEVATOR.Position_CMD,ACT_ELEVATOR.Position_FB,ACT_ELEVATOR.Torque_FB,ACT_ELEVATOR.Temperature_FB__dC,ACT_ELEVATOR.Voltage_FB__V
0.072016,8376,8380,0,14,6.06
0.172039,8376,8380,0,14,6.06
0.272009,8376,8380,0,14,6.07
0.372039,8376,8380,0,14,6.07
0.472059,8376,8380,0,14,6.06
0.572038,8376,8380,0,14,6.06
0.672044,8376,8380,0,14,6.07
0.772045,8376,8380,0,14,6.07
0.872032,8376,8380,0,14,6.07
0.972036,8376,8380,0,14,6.06
1.072008,8644,8604,255,14,6.06
1.172037,8634,8632,255,14,6.06
1.272008,8634,8632,255,14,7.41
1.372039,8634,8632,0,14,7.41
1.472007,8634,8632,0,14,7.41
1.572029,8634,8632,0,14,7.41
1.67201,8634,8632,0,14,7.41
1.772046,8634,8632,0,14,7.41
1.872008,8634,8632,0,14,7.41
1.972038,8634,8632,0,14,7.41
2.072008,8634,8632,0,14,7.41
2.172039,8634,8632,0,14,7.41
2.272008,8634,8632,0,14,7.41
2.372037,8634,8632,0,14,7.41
2.472007,8634,8632,0,14,7.41
2.572039,8634,8632,0,14,7.41
2.672009,8634,8632,0,14,7.41
2.772041,8634,8632,0,14,7.41
2.872008,8634,8632,0,14,7.41
2.972046,8634,8632,0,14,7.41
3.072009,8634,8632,0,14,7.41
3.172047,8634,8632,0,14,7.41
3.272007,8634,8632,0,14,7.41
3.372037,8634,8632,0,14,7.41
3.472008,8634,8632,0,14,7.41
3.572048,8634,8632,0,14,7.41
3.672006,8634,8632,0,14,7.41
3.772039,8634,8632,0,14,7.41
3.872007,8634,8632,0,14,7.41
3.972037,8634,8632,0,14,7.41
4.072007,8634,8632,0,14,7.41
4.172039,8634,8632,0,14,7.41
4.272008,8634,8632,0,14,7.41
4.372048,8634,8632,0,14,7.41
4.472008,8634,8632,0,14,7.41
4.572037,8634,8632,0,14,7.41
4.672008,8634,8632,0,14,7.41
4.772039,8634,8632,0,14,7.41
4.872008,8635,8632,0,14,7.41
4.972038,8634,8632,0,14,7.41
5.072009,8633,8632,0,14,7.41
5.172039,8634,8632,0,14,7.41
5.27201,8653,8632,0,14,7.39
5.372037,8662,8652,97,14,7.39
5.472017,8663,8656,97,14,7.39
5.572038,8648,8656,97,14,7.39
5.672009,8641,8648,97,14,7.4
5.77204,8640,8644,0,14,7.4
5.872009,8640,8644,0,14,7.4
5.972047,8637,8644,0,14,7.41
6.072008,8636,8640,0,14,7.41
6.17204,8632,8636,0,14,7.41
6.272009,8631,8636,0,14,6.07
6.372047,8631,8636,47,14,6.07
6.472009,8631,8636,47,14,6.07
6.572038,8631,8636,47,14,6.07
6.672009,8631,8636,47,14,6.07
6.772046,8631,8636,54,14,6.07
6.872008,8631,8636,54,14,6.07
6.972015,8631,8636,54,14,6.07
7.072008,8631,8636,59,14,6.07
7.172076,8631,8636,59,14,6.07
7.272007,8630,8636,59,14,6.07
7.372051,8629,8632,0,14,6.07
7.472015,8628,8632,0,14,6.07
7.572039,8635,8632,0,14,6.07
7.672009,8639,8632,0,14,6.06
7.772036,8642,8636,58,14,6.06
7.872017,8644,8636,58,14,6.06
7.97204,8644,8640,58,14,6.06
8.072009,8644,8640,0,14,6.06
8.17204,8644,8640,0,14,6.06
8.272008,8644,8640,0,14,6.06
8.372046,8644,8640,0,14,6.06
8.472009,8644,8640,0,14,6.06
8.572039,8643,8640,0,14,6.06
8.672017,8642,8640,0,14,6.07
8.772039,8642,8640,0,14,6.07
8.872008,8641,8640,0,14,6.07
8.972038,8640,8640,0,14,6.01
9.072015,8639,8640,0,14,6.01
9.172038,8638,8640,0,14,6.01
9.272008,8636,8640,0,14,6.06
9.37204,8632,8640,75,14,6.06
9.47201,8632,8636,75,14,6.06
9.572038,8634,8636,75,14,6.06
9.672008,8634,8636,75,14,6.06
9.772039,8634,8636,0,14,6.06
9.872008,8634,8636,0,14,6.06
9.972039,8634,8636,0,14,6.06
10.072007,8633,8636,0,14,6.06
10.17204,8462,8516,0,14,6.06
10.272008,7961,8208,0,14,5.95
10.372046,7911,7920,163,14,5.95
10.472009,7911,7916,163,14,6.06
10.57204,7911,7916,163,14,6.06
10.672008,7911,7916,163,14,6.06
10.772038,7911,7916,46,14,6.06
10.872008,7911,7916,46,14,6.06
10.972038,7911,7916,46,14,6.06
11.071974,7911,7916,51,14,6.06
11.172046,7914,7916,51,14,6.06
11.272002,7933,7924,51,14,6.06
11.372038,7933,7928,47,14,6.06
11.471973,7936,7932,47,14,6.07
