t__s,ACT_AILERON_RIGHT.Position_CMD,ACT_AILERON_RIGHT.Position_FB,ACT_AILERON_RIGHT.Torque_FB,ACT_AILERON_RIGHT.Temperature_FB__dC,ACT_AILERON_RIGHT.Voltage_FB__V
0.011982,8766,8760,167,12,5.98
0.11198,8766,8760,167,12,5.98
0.211982,8766,8760,167,12,6
0.312,8766,8760,174,12,6
0.411981,8766,8760,174,12,6
0.511982,8766,8760,174,12,6.01
0.611994,8766,8760,179,12,6.01
0.711982,8766,8760,179,12,6
0.811981,8766,8760,179,12,6
0.911982,8766,8760,179,12,6
1.023933,8121,8756,153,12,6
1.123943,8129,8160,153,12,6
1.223933,8127,8132,153,12,7.4
1.323955,8126,8132,93,12,7.4
1.42393,8126,8132,93,12,7.4
1.52396,8125,8132,93,12,7.42
1.623932,8125,8132,73,12,7.42
1.723931,8125,8132,73,12,7.42
1.823931,8125,8132,73,12,7.42
1.92394,8125,8132,73,12,7.42
2.02393,8125,8132,83,12,7.42
2.123931,8125,8132,83,12,7.42
2.223933,8125,8132,83,12,7.42
2.323932,9407,8488,3064,12,7.42
2.423934,9407,9388,3064,12,7.42
2.523932,8123,9324,3064,12,7.22
2.623933,8123,8160,145,12,7.22
2.723933,8123,8128,145,12,7.42
2.823931,7815,8084,145,12,7.42
2.923933,7815,7836,145,12,7.41
3.023931,7815,7828,182,12,7.41
3.123931,8171,8068,182,12,7.41
3.223931,8123,8144,182,12,7.41
3.323932,8143,8132,95,12,7.41
3.423931,8128,8140,95,12,7.41
3.523931,8165,8136,95,12,7.42
3.623932,8174,8160,47,12,7.42
3.72394,8168,8168,47,12,7.4
3.823931,8143,8148,47,12,7.4
3.923933,8144,8148,47,12,7.42
4.023943,8144,8148,0,12,7.42
4.123983,8141,8148,0,12,7.42
4.223981,8173,8152,0,12,7.42
4.323981,8183,8176,40,12,7.42
4.42398,8184,8180,40,12,7.42
4.523982,8139,8172,40,12,7.41
4.623981,8139,8148,214,12,7.41
4.72398,8136,8144,214,12,7.41
4.823983,8136,8144,214,12,7.41
4.923982,8136,8144,214,12,7.42
5.023982,8136,8144,90,12,7.42
5.123981,8136,8144,90,12,7.42
5.223981,8136,8144,90,12,7.42
5.323982,8136,8144,98,12,7.42
5.423981,8136,8144,98,12,7.42
5.523983,8136,8144,98,12,7.42
5.623981,8136,8144,107,12,7.42
5.723981,8136,8144,107,12,7.42
5.823982,8136,8140,107,12,7.42
5.923981,8136,8140,107,12,7.42
6.023982,8136,8140,0,12,7.42
6.123988,8136,8140,0,12,7.42
6.223982,8136,8140,0,12,7.41
6.323981,8136,8140,0,12,7.41
6.423981,8136,8140,0,12,7.41
6.523982,8136,8140,0,12,6.08
6.623982,8136,8140,0,12,6.08
6.723981,8136,8140,0,12,6.08
6.823982,8136,8140,0,12,6.08
6.92398,8136,8140,0,12,6.08
7.02398,8136,8140,0,12,6.08
7.123981,8136,8140,0,12,6.08
7.22398,8136,8140,0,12,6.08
7.323989,8136,8144,204,12,6.08
7.423981,8136,8140,204,12,6.08
7.523982,8136,8144,204,12,6.06
7.623982,8136,8140,0,12,6.06
7.723981,8136,8140,0,12,6.07
7.82398,8136,8140,0,12,6.07
7.92398,8136,8140,0,12,6.08
8.02398,8136,8140,0,12,6.08
8.12398,8136,8140,0,12,6.08
8.223984,8136,8140,0,12,6.08
8.323988,8136,8140,0,12,6.08
8.423979,8136,8140,0,12,6.08
8.52398,8136,8140,0,12,6.08
8.623988,8136,8140,0,12,6.08
8.723989,8136,8140,0,12,6.08
8.82398,8136,8140,0,12,6.08
8.923981,8136,8140,0,12,6.08
9.023981,8136,8140,0,12,6.08
9.123931,8136,8144,0,12,6.08
9.223931,8136,8140,0,12,6.08
9.323953,8136,8140,0,12,6.08
9.423935,8136,8140,0,12,6.08
9.523968,8136,8140,0,12,6.08
9.623963,8136,8140,0,12,6.08
9.723947,8136,8140,0,12,6.08
9.82396,8136,8140,0,12,6.08
9.923932,8136,8140,0,12,6.08
10.023939,8136,8140,0,12,6.08
10.123951,8136,8140,0,12,6.08
10.223931,8136,8140,0,12,6.08
10.323939,8136,8140,0,12,6.08
10.423939,8136,8140,0,12,6.08
10.52393,8136,8140,0,12,6.08
10.623929,8136,8144,286,12,6.08
10.723932,8136,8140,286,12,6.06
10.823949,8136,8140,286,12,6.06
10.923939,8136,8140,286,12,6.08
11.023949,8136,8140,0,12,6.08
11.123932,8136,8140,0,12,6.08
11.223964,8136,8140,0,12,6.08
11.323939,8136,8140,0,12,6.08
11.423982,8136,8140,0,12,6.08
11.523931,8136,8140,0,12,6.08
11.623961,8136,8140,0,12,6.08
11.723933,8136,8140,0,12,6.08
11.823946,8136,8140,0,12,6.08
11.923932,8136,8140,0,12,6.08
12.023935,8136,8140,0,12,6.08
12.123931,8136,8140,0,12,6.08
12.223931,8136,8140,0,12,6.08
12.323932,8136,8140,0,12,6.08
12.423932,8136,8140,0,12,6.08
12.523933,8136,8140,0,12,6.08
12.623935,8136,8140,0,12,6.08
12.723932,8136,8140,0,12,6.08
12.823935,8136,8140,0,12,6.08
12.923931,8136,8140,0,12,6.08
13.023931,8136,8140,0,12,6.08
13.123982,8136,8140,0,12,6.08
13.223982,8119,8140,0,12,6.08
13.323982,8119,8132,122,12,6.08
13.423982,8120,8132,122,12,6.08
13.52398,8120,8128,122,12,6.07
13.623983,8120,8128,88,12,6.07
13.723989,8119,8128,88,12,6.08
13.823981,8121,8128,88,12,6.08
13.92398,8120,8128,88,12,6.08
14.02398,8118,8128,117,12,6.08
14.123933,8121,8128,117,12,6.08
14.223932,8121,8128,117,12,6.07
14.323932,8117,8128,126,12,6.07
14.423932,8120,8128,126,12,6.07
14.523931,8121,8128,126,12,6.08
14.623932,8117,8128,134,12,6.08
14.723931,8120,8128,134,12,6.07
14.823932,8121,8128,134,12,6.07
14.923932,8119,8128,134,12,6.07
15.023931,8120,8124,100,12,6.07
15.123932,8121,8128,100,12,6.07
15.22393,8122,8128,100,12,6.08
15.323932,8123,8128,46,12,6.08
15.423932,8123,8128,46,12,6.08
15.523931,8122,8128,46,12,5.93
15.623932,8123,8132,61,12,5.93
15.723933,8124,8128,61,12,5.94
15.82393,8124,8132,61,12,5.94
15.92393,8122,8128,61,12,5.93
16.023931,8123,8128,49,12,5.93
16.123938,8123,8128,49,12,5.93
16.223933,8122,8132,49,12,5.97
16.323917,8123,8128,54,12,5.97
16.423952,8123,8128,54,12,5.97
16.523919,8122,8128,54,12,6.04
16.623917,8127,8128,47,12,6.04
16.723911,8126,8132,47,12,6.01
16.823913,8125,8128,47,12,6.01
16.923912,8123,8128,47,12,5.95
17.023912,8123,8132,204,12,5.95
17.123912,8123,8128,204,12,5.95
17.223931,8123,8128,204,12,5.94
17.323912,8124,8128,0,12,5.94
17.423912,8124,8132,0,12,5.94
17.523912,8123,8128,0,12,5.95
17.623912,8123,8128,40,12,5.95
17.723911,8124,8128,40,12,5.94
17.823912,8123,8128,40,12,5.94
17.923913,8124,8132,40,12,5.93
18.023912,8124,8128,0,12,5.93
18.123912,8124,8128,0,12,5.93
18.223914,8124,8128,0,12,5.96
18.323913,8124,8128,0,12,5.96
18.423971,8124,8128,0,12,5.96
18.52391,8124,8132,0,12,5.94
18.623944,8124,8132,0,12,5.94
18.723934,8124,8128,0,12,5.96
