t__s,ACT_AILERON_LEFT.Position_CMD,ACT_AILERON_LEFT.Position_FB,ACT_AILERON_LEFT.Torque_FB,ACT_AILERON_LEFT.Temperature_FB__dC,ACT_AILERON_LEFT.Voltage_FB__V
0.071958,7418,7428,259,10,6.01
0.171982,7418,7428,259,10,6.01
0.27196,7418,7428,259,10,6.02
0.371961,7418,7428,98,10,6.02
0.47196,7418,7428,98,10,6
0.571984,7418,7428,98,10,6
0.67196,7418,7428,98,10,6.01
0.771984,7418,7428,112,10,6.01
0.871968,7418,7428,112,10,6.01
0.971985,7418,7428,112,10,6.01
1.083939,7872,7856,1136,10,6.01
1.183934,8066,7884,1136,10,6.01
1.28394,8072,8068,1136,10,7.47
1.383912,8074,8068,54,10,7.47
1.483945,8074,8068,54,10,7.47
1.583937,8074,8068,54,10,7.47
1.683937,8074,8068,54,10,7.48
1.783934,6744,7984,2600,10,7.48
1.883939,8330,6876,2600,10,7.48
1.983904,8405,8308,2600,10,7.45
2.083949,8080,8324,1409,10,7.45
2.183926,6744,8008,1409,10,7.45
2.283939,6744,6780,1409,10,7.46
2.383904,8405,7456,2888,10,7.46
2.48395,6806,8388,2888,10,7.47
2.583903,6744,7140,2888,10,7.47
2.68394,6744,6756,2888,10,7.46
2.783903,6744,6756,247,10,7.46
2.883956,8405,6844,247,10,7.46
2.983909,7682,8052,247,10,7.47
3.083976,6979,7688,310,10,7.47
3.183944,8091,7132,310,10,7.47
3.283968,8179,8104,310,10,7.48
3.383913,7049,8120,204,10,7.48
3.48397,7049,7092,204,10,7.46
3.583903,8027,6964,204,10,7.46
3.683968,8177,8068,204,10,7.46
3.783905,8405,8380,39,10,7.46
3.88394,6744,7784,39,10,7.46
3.983903,8311,6840,39,10,7.29
4.083946,8311,8268,189,10,7.29
4.183934,8311,8300,189,10,7.29
4.283948,6744,8044,189,10,7.3
4.383906,8089,7392,643,10,7.3
4.483942,8103,8080,643,10,7.47
4.583903,7742,8004,643,10,7.47
4.683947,8030,8004,643,10,7.47
4.783905,8030,8024,298,10,7.47
4.883941,7983,8024,298,10,7.47
4.983911,8056,8020,298,10,7.48
5.083939,8087,8076,93,10,7.48
5.183931,7968,8080,93,10,7.48
5.283938,8004,7976,93,10,7.48
5.383904,8004,8000,0,10,7.48
5.483947,8004,8000,0,10,7.48
5.583905,7977,8000,0,10,7.48
5.68394,8132,7940,0,10,7.27
5.783903,8132,8124,286,10,7.27
5.883948,8080,8092,286,10,7.27
5.983905,8011,8024,286,10,7.47
6.083946,7848,8000,64,10,7.47
6.183934,7954,7988,64,10,7.47
6.283939,7658,7960,64,10,6.12
6.383938,8093,8028,436,10,6.12
6.483947,8092,8088,436,10,6.13
6.583906,8092,8088,436,10,6.13
6.68394,8092,8088,436,10,6.12
6.783913,8092,8084,286,10,6.12
6.883949,8092,8088,286,10,6.12
