t__s,ACT_TILT_CENTER_REAR.Position_CMD,ACT_TILT_CENTER_REAR.Position_FB,ACT_TILT_CENTER_REAR.Torque_FB,ACT_TILT_CENTER_REAR.Temperature_FB__dC,ACT_TILT_CENTER_REAR.Voltage_FB__V
0.071958,7345,7340,520,17,6.09
0.171982,7345,7340,520,17,6.09
0.27196,7345,7340,520,17,6.09
0.371961,7345,7336,435,17,6.09
0.47196,7345,7336,435,17,6.09
0.571984,7345,7340,435,17,6.09
0.67196,7345,7336,435,17,6.08
0.771984,7345,7340,349,17,6.08
0.871968,7345,7340,349,17,6.08
0.971985,7345,7340,349,17,6.08
1.083939,5906,6768,4095,17,6.08
1.183934,5906,5936,4095,17,6.08
1.28394,5906,5904,4095,17,7.42
1.383912,5906,5904,0,17,7.42
1.483945,5906,5900,0,17,7.42
1.583937,5906,5900,0,17,7.42
1.683937,5906,5900,0,17,7.43
1.783934,5906,5900,136,17,7.43
1.883939,5906,5900,136,17,7.43
1.983904,5906,5900,136,17,7.35
2.083949,5906,5900,174,17,7.35
2.183926,5906,5900,174,17,7.35
2.283939,5906,5900,174,17,7.41
2.383904,5906,5900,211,17,7.41
2.48395,5906,5900,211,17,7.35
2.583903,5906,5900,211,17,7.35
2.68394,5906,5900,211,17,7.41
2.783903,5906,5900,95,17,7.41
2.883956,5906,5900,95,17,7.41
2.983909,5906,5900,95,17,7.38
3.083976,5906,5900,100,17,7.38
3.183944,5906,5900,100,17,7.38
3.283968,5906,5900,100,17,7.41
3.383913,5906,5900,98,17,7.41
3.48397,5906,5900,98,17,7.4
3.583903,5906,5900,98,17,7.4
3.683968,5906,5900,98,17,7.4
3.783905,5906,5900,95,17,7.4
3.88394,5906,5900,95,17,7.4
3.983903,5906,5900,95,17,7.33
4.083946,5906,5900,93,17,7.33
4.183934,5906,5900,93,17,7.33
4.283948,5906,5900,93,17,7.26
4.383906,5906,5900,327,17,7.26
4.483942,5906,5900,327,17,7.33
4.583903,5906,5900,327,17,7.33
4.683947,5906,5900,327,17,7.4
4.783905,5906,5900,102,17,7.4
4.883941,5906,5904,102,17,7.4
4.983911,5906,5900,102,17,7.38
5.083939,5906,5900,327,17,7.38
5.183931,5906,5900,327,17,7.38
5.283938,5906,5900,327,17,7.42
5.383904,5906,5900,95,17,7.42
5.483947,5906,5900,95,17,7.42
5.583905,5906,5904,95,17,7.42
5.68394,5906,5900,95,17,7.18
5.783903,5906,5900,93,17,7.18
5.883948,5906,5900,93,17,7.18
5.983905,5906,5900,93,17,7.33
