t__s,ACT_RUDDER.Position_CMD,ACT_RUDDER.Position_FB,ACT_RUDDER.Torque_FB,ACT_RUDDER.Temperature_FB__dC,ACT_RUDDER.Voltage_FB__V
0.012021,8336,8340,0,5,6.07
0.112022,8336,8340,0,5,6.07
0.212021,8336,8340,0,5,6.07
0.312023,8336,8340,0,5,6.08
0.412023,8336,8340,0,5,6.08
0.512024,8336,8340,0,5,6.08
0.612023,8336,8340,0,5,6.08
0.712028,8336,8340,0,5,6.08
0.812023,8336,8340,0,5,6.08
0.912025,8336,8340,0,5,6.08
1.016013,8344,8340,0,5,5.69
1.115991,8334,8332,0,5,5.69
1.215993,8345,8336,0,5,5.69
1.315991,8354,8344,0,5,7.42
1.415992,8360,8352,80,5,7.42
1.515991,8365,8356,80,5,7.42
1.615991,8368,8364,80,5,7.42
1.715992,8371,8364,80,5,7.43
1.815993,8373,8368,46,5,7.43
1.915993,8374,8368,46,5,7.43
2.015993,8375,8368,46,5,7.43
2.115996,8376,8372,0,5,7.43
2.216001,8376,8372,0,5,7.43
2.315994,8377,8372,0,5,7.43
2.415993,8377,8372,47,5,7.43
2.515992,8377,8372,47,5,7.43
2.615994,8378,8372,47,5,7.43
2.715993,8378,8372,47,5,7.43
2.816003,8378,8372,64,5,7.43
2.915992,8378,8372,64,5,7.43
3.015992,8378,8372,64,5,7.43
3.115993,8378,8376,0,5,7.43
3.215992,8378,8376,0,5,7.43
3.315994,8378,8376,0,5,7.43
3.41599,8378,8376,0,5,7.43
3.515992,8378,8376,0,5,7.43
3.615993,8378,8376,0,5,7.43
3.715991,8378,8376,0,5,7.43
3.815998,8378,8376,0,5,7.43
3.915993,8378,8376,0,5,7.43
4.015992,8378,8376,0,5,7.43
4.115992,8378,8376,0,5,7.43
4.216002,8378,8376,0,5,7.43
4.315991,8378,8376,0,5,7.43
4.416011,8378,8376,0,5,7.43
4.515993,8378,8376,0,5,7.43
4.616022,8378,8376,0,5,7.43
4.715995,8378,8376,0,5,7.43
4.815993,8378,8376,0,5,7.43
4.915993,8378,8376,0,5,7.43
5.016028,8378,8376,0,5,7.43
5.116,8378,8376,0,5,7.43
5.21602,8378,8376,0,5,7.43
5.315998,8378,8376,0,5,7.43
5.415992,8378,8376,0,5,7.43
5.515993,8378,8376,0,5,7.43
5.615992,8378,8376,0,5,7.43
