t__s,ACT_AILERON_RIGHT.Position_CMD,ACT_AILERON_RIGHT.Position_FB,ACT_AILERON_RIGHT.Torque_FB,ACT_AILERON_RIGHT.Temperature_FB__dC,ACT_AILERON_RIGHT.Voltage_FB__V
0.012021,8722,8716,174,5,6
0.112022,8722,8716,180,5,6
0.212021,8722,8716,180,5,6
0.312023,8722,8716,180,5,6.01
0.412023,8722,8716,187,5,6.01
0.512024,8722,8716,187,5,6
0.612023,8722,8716,187,5,6
0.712028,8722,8716,187,5,6
0.812023,8722,8716,194,5,6
0.912025,8722,8716,194,5,6
1.016013,8082,8676,194,5,5.4
1.115991,8098,8124,168,5,5.4
1.215993,8098,8112,168,5,5.4
1.315991,8098,8112,168,5,7.36
1.415992,8098,8112,75,5,7.36
1.515991,8098,8112,75,5,7.43
1.615991,8098,8112,75,5,7.43
1.715992,8098,8108,75,5,7.43
1.815993,8098,8108,54,5,7.43
1.915993,8098,8108,54,5,7.43
2.015993,8098,8108,54,5,7.43
2.115996,8098,8112,66,5,7.43
2.216001,8098,8108,66,5,7.43
2.315994,8098,8108,66,5,7.43
2.415993,8098,8108,76,5,7.43
2.515992,8098,8108,76,5,7.43
2.615994,8098,8108,76,5,7.43
2.715993,8098,8104,76,5,7.43
2.816003,8098,8108,52,5,7.43
2.915992,8098,8104,52,5,7.43
3.015992,8098,8104,52,5,7.43
3.115993,8098,8104,97,5,7.43
3.215992,8098,8104,97,5,7.43
3.315994,8098,8104,97,5,7.43
3.41599,8098,8104,68,5,7.43
3.515992,8098,8104,68,5,7.43
3.615993,8098,8104,68,5,7.43
3.715991,8098,8104,68,5,7.43
3.815998,8098,8104,75,5,7.43
3.915993,8098,8104,75,5,7.43
4.015992,8098,8104,75,5,7.43
4.115992,8098,8104,81,5,7.43
4.216002,8098,8104,81,5,7.43
4.315991,8098,8104,81,5,7.43
4.416011,8098,8100,0,5,7.43
4.515993,8098,8100,0,5,7.43
4.616022,8098,8100,0,5,7.43
4.715995,8098,8104,0,5,7.43
4.815993,8098,8100,0,5,7.43
4.915993,8098,8100,0,5,7.43
5.016028,8098,8100,0,5,7.43
5.116,8098,8104,267,5,7.43
5.21602,8098,8100,267,5,7.43
5.315998,8098,8100,267,5,7.43
5.415992,8098,8100,0,5,7.43
5.515993,8098,8100,0,5,7.43
5.615992,8098,8100,0,5,7.43
5.71599,8098,8100,0,5,7.43
5.815993,8098,8100,0,5,7.43
5.915992,8098,8100,0,5,7.43
6.015992,8098,8100,0,5,7.43
6.115993,8098,8100,0,5,7.43
6.215994,8098,8100,0,5,7.43
6.315991,8098,8100,0,5,6.09
6.415992,8098,8104,204,5,6.09
6.515992,8098,8100,204,5,6.09
6.615992,8098,8104,204,5,6.09
6.716,8098,8100,204,5,6.09
6.815991,8098,8100,0,5,6.09
6.915992,8098,8100,0,5,6.09
7.016,8098,8104,0,5,6.09
7.115992,8098,8100,0,5,6.09
7.215992,8098,8100,0,5,6.09
7.316005,8098,8100,0,5,6.09
7.415991,8098,8100,0,5,6.09
7.515996,8098,8100,0,5,6.09
7.615992,8098,8100,0,5,6.09
7.71601,8098,8100,0,5,6.09
7.815991,8098,8100,0,5,6.09
7.916005,8098,8100,0,5,6.09
8.015992,8098,8100,0,5,6.09
8.116038,8098,8100,0,5,6.09
8.215991,8098,8100,0,5,6.09
8.316021,8098,8100,0,5,6.09
8.416002,8095,8100,46,5,6.09
8.516009,9383,8256,46,5,6.05
8.615993,9383,9272,46,5,6.05
8.71599,8734,9128,46,5,5.98
8.816,7744,7972,1049,5,5.98
8.915991,7744,7768,1049,5,5.98
9.015992,9383,8564,1049,5,6
9.115991,8042,9356,346,5,6
9.215993,7744,8240,346,5,6
9.315992,9383,7824,346,5,6.09
9.41599,9383,8972,2402,5,6.09
9.51599,8288,9316,2402,5,6.01
9.615992,8084,8172,2402,5,6.01
9.715991,7999,8076,2402,5,6.08
9.815993,7983,8000,170,5,6.08
9.91599,8066,8008,170,5,6.08
10.015993,8146,8128,170,5,6.08
10.115992,8040,8088,228,5,6.08
10.215991,8011,8000,228,5,6.08
10.315993,8030,8040,228,5,6.08
10.415951,8312,8260,242,5,6.08
10.515942,8039,8080,242,5,6.08
10.615943,8040,8048,242,5,6.08
10.715939,8074,8060,242,5,6.07
10.815943,8061,8068,71,5,6.07
10.915942,8060,8068,71,5,6.07
11.015941,8060,8068,71,5,6.09
11.115941,8060,8068,88,5,6.09
11.215942,8060,8068,88,5,6.09
11.315948,8060,8068,88,5,6.09
11.415942,8060,8068,97,5,6.09
11.515942,8060,8068,97,5,6.09
11.615952,8060,8068,97,5,6.09
11.715942,8060,8068,97,5,6.08
11.815942,8060,8068,107,5,6.08
11.915942,8060,8068,107,5,6.08
12.015943,8060,8068,107,5,6.09
12.115942,8060,8064,81,5,6.09
12.215944,8060,8068,81,5,6.09
12.315957,8060,8068,81,5,6.09
12.415941,8063,8068,0,5,6.09
12.515946,8064,8068,0,5,6.09
12.615943,8064,8068,0,5,6.09
12.715941,8060,8072,0,5,6.09
12.815941,8063,8068,295,5,6.09
12.915947,8063,8068,295,5,6.09
13.015942,8067,8072,295,5,6.09
13.115976,8065,8072,78,5,6.09
13.215942,8064,8072,78,5,6.09
13.315969,8062,8072,78,5,6.09
13.415943,8063,8068,95,5,6.09
13.515941,8064,8072,95,5,6.09
13.615942,8066,8068,95,5,6.09
13.715941,8063,8072,95,5,6.09
13.815955,8063,8072,0,5,6.09
13.915991,8064,8072,0,5,6.09
14.015964,8063,8068,0,5,6.09
14.11594,8063,8068,0,5,6.09
14.215951,8067,8068,0,5,6.09
14.315973,8063,8068,0,5,6.09
14.415943,8064,8068,0,5,6.09
14.515943,8060,8068,0,5,5.95
14.615945,8061,8072,0,5,5.95
14.715949,8062,8068,0,5,5.94
14.815951,8063,8068,317,5,5.94
14.915942,8059,8068,317,5,5.94
15.015942,8061,8068,317,5,5.93
15.115942,8060,8068,85,5,5.93
15.215949,8062,8068,85,5,5.93
15.315941,8062,8068,85,5,5.96
15.41592,8060,8072,56,5,5.96
15.515923,8061,8068,56,5,6.01
15.615927,8059,8068,56,5,6.01
15.715923,8063,8068,56,5,5.99
15.815927,8063,8068,165,5,5.99
15.915922,8065,8068,165,5,5.99
16.015922,8059,8068,165,5,5.95
16.11592,8067,8068,0,5,5.95
16.215922,8062,8068,0,5,5.95
16.315921,8059,8068,0,5,5.97
16.415921,8059,8068,76,5,5.97
16.515924,8060,8068,76,5,5.96
16.615926,8061,8068,76,5,5.96
16.715957,8061,8068,76,5,5.96
16.815926,8060,8068,87,5,5.96
16.915922,8060,8068,87,5,5.96
17.015922,8059,8068,87,5,5.96
17.115942,8060,8068,95,5,5.96
17.215922,8060,8068,95,5,5.96
17.315922,8060,8068,95,5,5.98
17.415923,8060,8068,102,5,5.98
17.515952,8060,8068,102,5,5.96
17.615922,8060,8068,102,5,5.96
17.715924,8060,8068,102,5,5.97
17.815939,8060,8068,114,5,5.97
17.91592,8060,8068,114,5,5.97
18.015922,8060,8068,114,5,5.98
18.115934,8060,8068,122,5,5.98
18.21594,8060,8068,122,5,5.98
18.315936,8060,8068,122,5,6.08
18.415943,8060,8068,129,5,6.08
18.515959,8060,8068,129,5,6.06
18.615933,8060,8064,129,5,6.06
18.715933,8060,8064,129,5,6.08
18.815949,8060,8068,286,5,6.08
18.915934,8060,8064,286,5,6.08
19.015936,8060,8064,286,5,6.07
19.115933,8060,8068,73,5,6.07
19.215934,8060,8064,73,5,6.07
19.315933,8060,8064,73,5,6.07
19.415933,8060,8068,73,5,6.07
19.515932,8060,8064,73,5,6.08
19.615934,8060,8064,73,5,6.08
19.715934,8060,8064,73,5,6.07
19.815933,8060,8064,204,5,6.07
19.915933,8060,8064,204,5,6.07
20.015934,8060,8064,204,5,6.07
20.115934,8060,8064,0,5,6.07
20.215935,8060,8068,0,5,6.07
20.315932,8060,8064,0,5,6.08
