t__s,ACT_AILERON_LEFT.Position_CMD,ACT_AILERON_LEFT.Position_FB,ACT_AILERON_LEFT.Torque_FB,ACT_AILERON_LEFT.Temperature_FB__dC,ACT_AILERON_LEFT.Voltage_FB__V
0.012067,7324,7332,73,28,6.04
0.112064,7324,7332,73,28,6.04
0.212066,7324,7332,73,28,6.04
0.312065,7324,7332,286,28,6.04
0.412064,7324,7328,286,28,6.04
0.512064,7324,7328,286,28,6.03
0.612066,7324,7332,163,28,6.03
0.712064,7324,7332,163,28,6.03
0.812127,7324,7328,163,28,6.03
0.912062,7324,7332,73,28,6.03
1.028063,8029,7328,73,28,6.03
1.128064,8002,7928,73,28,6.03
1.228048,8002,8004,73,28,6.09
1.328071,8002,8004,0,28,6.09
1.42806,8002,8004,0,28,6.09
1.528064,8002,8004,0,28,7.44
1.628046,8002,8004,0,28,7.44
1.728064,8002,8004,0,28,7.44
1.828083,8002,8004,0,28,7.41
1.928064,8002,8004,0,28,7.41
2.028049,8002,8004,0,28,7.44
2.128064,8002,8004,0,28,7.44
2.228056,8002,8004,0,28,7.44
2.328066,8002,8004,0,28,7.44
2.428046,8002,8004,0,28,7.44
2.528065,8002,8004,0,28,7.41
2.628069,8002,8004,0,28,7.41
2.728088,8002,8004,0,28,7.41
2.828048,8002,8004,0,28,7.44
2.928073,8002,8004,0,28,7.44
3.028055,8002,8004,0,28,7.41
3.128074,8002,8004,0,28,7.41
3.228047,8002,8004,0,28,7.44
3.328064,8002,8004,0,28,7.44
3.428082,8002,8004,0,28,7.44
3.528064,8002,8004,0,28,7.44
3.628047,8002,8004,0,28,7.44
3.728062,8002,8004,0,28,7.44
3.82807,8002,8004,0,28,7.41
3.928064,8002,8004,0,28,7.41
4.028049,8002,8004,0,28,7.44
4.128064,8002,8004,0,28,7.44
4.228069,8002,8004,0,28,7.44
4.328065,8002,8004,0,28,7.44
4.428048,8002,8004,0,28,7.44
4.528064,8002,8004,0,28,7.44
4.628072,8002,8004,0,28,7.44
4.728064,8002,8004,0,28,7.44
4.828048,8002,8004,0,28,7.41
4.928073,8002,8004,0,28,7.41
5.028056,8002,8004,0,28,7.44
5.128064,8002,8000,0,28,7.44
5.228047,8002,8004,0,28,7.44
5.328063,8002,8004,0,28,7.44
5.428059,8002,8004,0,28,7.44
5.528065,8002,8004,0,28,7.44
5.628049,8002,8004,0,28,7.44
