t__s,ACT_ELEVATOR.Position_CMD,ACT_ELEVATOR.Position_FB,ACT_ELEVATOR.Torque_FB,ACT_ELEVATOR.Temperature_FB__dC,ACT_ELEVATOR.Voltage_FB__V
0.072089,8212,8216,0,14,6.1
0.17209,8212,8216,0,14,6.1
0.272101,8212,8216,0,14,6.09
0.372082,8212,8216,0,14,6.09
0.472105,8212,8216,0,14,6.09
0.572083,8212,8216,0,14,6.09
0.672082,8212,8216,0,14,6.09
0.772105,8212,8216,0,14,6.09
0.87208,8212,8216,0,14,6.1
0.972123,8212,8216,0,14,6.1
1.07596,8474,8448,0,14,5.98
1.175958,8474,8476,0,14,5.98
1.275957,8474,8476,0,14,7.45
1.375966,8474,8476,0,14,7.45
1.475957,8474,8476,0,14,7.45
1.57596,8474,8476,0,14,7.45
1.675969,8474,8476,0,14,7.45
1.775992,8474,8476,0,14,7.45
1.875961,8474,8476,0,14,7.45
1.975961,8474,8476,0,14,7.45
2.075962,8474,8476,0,14,7.45
2.17596,8474,8476,0,14,7.45
2.275969,8474,8476,0,14,7.45
2.375959,8474,8476,0,14,7.45
2.475961,8474,8476,0,14,7.45
2.57596,8474,8476,0,14,7.45
2.675962,8474,8476,0,14,7.45
2.775961,8474,8476,0,14,7.45
2.875961,8474,8476,0,14,7.45
2.975963,8474,8476,0,14,7.45
3.075962,8474,8476,0,14,7.46
3.176003,8474,8476,0,14,7.46
3.275968,8474,8476,0,14,7.45
3.376001,8474,8476,0,14,7.45
3.475973,8474,8476,0,14,7.45
3.575992,8474,8476,0,14,7.45
3.675961,8474,8476,0,14,7.45
3.776021,8474,8476,0,14,7.45
3.875963,8474,8476,0,14,7.45
3.975977,8474,8476,0,14,7.45
4.075963,8474,8476,0,14,7.45
4.175962,8474,8476,0,14,7.45
4.275962,8474,8476,0,14,7.45
4.37596,8474,8476,0,14,7.45
4.475999,8474,8476,0,14,7.45
4.575962,8474,8476,0,14,7.45
4.675962,8474,8476,0,14,7.45
4.77596,8474,8476,0,14,7.45
4.875994,8474,8476,0,14,7.45
4.975962,8437,8436,0,14,7.45
5.075959,8483,8456,0,14,7.31
5.17596,8494,8484,0,14,7.31
5.27596,8498,8492,0,14,7.44
5.376002,8498,8492,59,14,7.44
5.475961,8498,8492,59,14,7.44
5.575962,8498,8492,59,14,7.45
5.67596,8509,8508,0,14,7.45
5.775961,8470,8492,0,14,7.45
5.875961,8469,8476,0,14,7.44
5.975961,8469,8476,71,14,7.44
6.075959,8459,8468,71,14,7.44
6.175963,8459,8464,71,14,7.44
6.275959,8458,8464,71,14,6.1
6.375962,8458,8464,71,14,6.1
6.475961,8458,8464,71,14,6.1
6.575961,8458,8464,71,14,6.09
6.675971,8463,8464,0,14,6.09
6.775959,8463,8464,0,14,6.09
6.875962,8460,8464,0,14,6.09
6.975958,8471,8464,64,14,6.09
7.075961,8610,8468,64,14,6.1
7.175962,9188,9160,64,14,6.1
7.275968,9188,9188,64,14,6.1
7.375961,9188,9188,0,14,6.1
7.475962,9188,9192,0,14,6.1
7.575999,8462,9140,0,14,5.96
7.675961,8472,8472,0,14,5.96
7.775961,8463,8472,0,14,5.96
7.87596,8432,8440,0,14,6.11
7.976007,7753,7808,153,14,6.11
8.07596,7753,7756,153,14,6.11
8.175973,7753,7756,153,14,6.11
8.275959,7753,7756,153,14,6.11
8.376002,7753,7756,0,14,6.11
8.475961,8460,8248,0,14,6.11
8.575973,8463,8468,0,14,6.11
8.675961,8464,8468,0,14,6.11
8.775961,8464,8468,0,14,6.11
8.875961,8464,8468,0,14,6.11
8.975961,8464,8468,0,14,6.11
9.075978,8464,8468,0,14,6.11
9.17596,8464,8468,0,14,6.11
9.276004,8464,8468,0,14,6.11
9.375965,8464,8468,0,14,6.11
9.475993,8464,8468,0,14,6.11
9.575962,8464,8468,0,14,6.11
9.67596,8464,8468,0,14,6.11
9.775962,8464,8468,0,14,6.11
9.875961,8464,8468,0,14,6.11
9.975961,8464,8468,0,14,6.11
10.07596,8464,8468,0,14,6.11
10.175961,8464,8468,0,14,6.11
10.275961,8464,8468,0,14,6.11
10.375961,8464,8468,0,14,6.11
10.475961,8464,8468,0,14,6.11
10.575999,8464,8468,0,14,6.11
10.675962,8464,8468,0,14,6.11
10.775962,8464,8468,0,14,6.11
10.875961,8464,8468,0,14,6.11
10.975961,8464,8468,0,14,6.11
11.075962,8464,8468,0,14,6.11
11.17596,8464,8468,0,14,6.11
11.275961,8464,8468,0,14,6.11
11.376001,8464,8468,0,14,6.11
11.475962,8464,8468,0,14,6.11
11.575962,8464,8468,0,14,6.11
11.675959,8464,8468,0,14,6.11
11.77597,8464,8468,0,14,6.11
11.875961,8464,8468,0,14,6.11
11.975962,8464,8468,0,14,6.11
12.075971,8470,8468,0,14,6.11
12.175961,8470,8468,0,14,6.11
12.275962,8470,8468,0,14,6.11
12.375961,8464,8468,0,14,6.11
12.475971,8470,8468,0,14,6.11
12.575961,8470,8468,0,14,6.11
12.675962,8470,8468,0,14,6.11
12.77597,8470,8468,0,14,6.11
12.875961,8470,8468,0,14,6.1
12.976003,8470,8468,0,14,6.1
13.075959,8464,8468,0,14,6.1
13.175961,8464,8468,0,14,6.1
13.275962,8470,8468,0,14,6.11
13.375959,8470,8468,0,14,6.11
13.475962,8470,8468,0,14,6.11
13.576055,8470,8468,0,14,6.11
13.675961,8470,8468,0,14,6.11
13.776056,8470,8468,0,14,6.11
13.87596,8470,8468,0,14,6.11
13.976056,8470,8468,0,14,6.11
14.075962,8470,8468,0,14,6.11
14.176056,8470,8468,0,14,6.11
14.275961,8470,8468,0,14,6.11
14.376058,8470,8468,0,14,6.11
14.475963,8470,8468,0,14,6.11
14.576056,8470,8468,0,14,6.11
14.675961,8470,8468,0,14,6.11
14.776056,8470,8468,0,14,6.11
14.875963,8470,8468,0,14,6.11
14.976057,8470,8468,0,14,6.11
15.07596,8470,8468,0,14,6.11
15.176057,8470,8468,0,14,6.11
15.275963,8470,8468,0,14,6.1
15.376056,8470,8468,0,14,6.1
15.475961,8470,8468,0,14,6.1
15.576056,8470,8468,0,14,6.07
15.675962,8470,8468,0,14,6.07
15.776057,8470,8468,0,14,6.07
15.87596,8470,8468,0,14,6.07
15.976064,8470,8468,0,14,6.07
16.075999,8470,8468,0,14,6.07
16.179967,8470,8468,0,14,6.07
16.279952,8470,8468,0,14,6.09
16.384056,8470,8468,0,14,6.09
16.484034,8470,8468,0,14,6.09
16.583999,8470,8468,0,14,6.11
16.684034,8470,8468,0,14,6.11
16.783999,8470,8468,0,14,6.11
16.884093,8470,8468,0,14,6.08
16.98402,8470,8472,0,14,6.08
17.084036,8470,8472,0,14,6.08
17.184,8470,8472,0,14,6.08
17.284042,8470,8472,0,14,6.08
17.384054,8470,8472,0,14,6.08
17.484042,8470,8472,0,14,6.08
17.58795,8470,8472,0,14,6.08
17.68795,8470,8472,0,14,6.08
