t__s,ACT_AILERON_RIGHT.Position_CMD,ACT_AILERON_RIGHT.Position_FB,ACT_AILERON_RIGHT.Torque_FB,ACT_AILERON_RIGHT.Temperature_FB__dC,ACT_AILERON_RIGHT.Voltage_FB__V
0,8177,8176,0,30,6.07
0.099832,8177,8176,0,30,6.07
0.199807,8177,8176,0,30,6.07
0.299829,8177,8176,0,30,6.07
0.399809,8177,8180,0,30,6.07
0.499831,8177,8176,0,30,6.07
0.599808,8177,8176,0,30,6.07
0.699831,8177,8176,0,30,6.07
0.799945,8177,8176,0,30,6.07
0.899831,8177,8176,0,30,6.07
0.999945,8177,8176,0,30,6.07
1.099856,8177,8176,0,30,6.07
1.199843,8177,8168,0,30,6.07
1.299863,8177,8176,0,30,6.07
1.399844,8177,8176,0,30,7.41
1.499854,8177,8176,0,30,7.41
1.599856,8177,8176,0,30,7.41
1.699856,8177,8176,0,30,7.41
1.799843,8177,8176,0,30,7.41
1.899855,8177,8176,0,30,7.41
1.999835,8177,8176,0,30,7.41
2.099865,8177,8176,0,30,7.41
2.199835,8177,8176,0,30,7.41
2.299862,8177,8176,0,30,7.41
2.399841,8177,8176,0,30,7.41
2.499863,8177,8176,0,30,7.41
2.599979,8177,8176,0,30,7.41
2.699855,8177,8176,0,30,7.41
2.799839,8177,8176,0,30,7.41
2.899856,8177,8176,0,30,7.41
2.999842,8177,8176,0,30,7.41
3.099856,8177,8176,0,30,7.41
3.199842,8177,8176,0,30,7.41
3.299854,8177,8176,0,30,7.41
3.399834,8177,8176,0,30,7.41
3.499854,8177,8176,0,30,7.41
3.599856,8177,8176,0,30,7.41
3.699855,8177,8176,0,30,7.42
3.799833,8177,8176,0,30,7.42
3.899855,8177,8176,0,30,7.42
3.999841,8177,8176,0,30,7.41
4.099864,8177,8176,0,30,7.41
4.199841,8177,8176,0,30,7.41
4.299856,8177,8176,0,30,7.41
4.399834,8177,8176,0,30,7.41
4.499856,8177,8176,0,30,7.41
4.599864,8177,8176,0,30,7.41
4.699856,8177,8176,0,30,7.41
4.799834,8177,8176,0,30,7.41
4.899855,8177,8176,0,30,7.41
4.999835,8177,8176,0,30,7.41
5.099855,8177,8176,0,30,7.41
5.199845,8177,8176,0,30,7.42
5.299856,8177,8176,0,30,7.42
5.399842,8177,8176,0,30,7.42
5.499855,8177,8176,0,30,7.42
5.599863,8177,8176,0,30,7.42
5.699864,8177,8176,0,30,7.41
5.799885,8177,8176,0,30,7.41
5.899855,8177,8176,0,30,7.41
5.999855,8177,8176,0,30,7.41
6.099864,8177,8176,0,30,7.41
6.199852,8177,8176,0,30,7.42
6.299863,8177,8176,0,30,7.42
6.399867,8177,8176,0,30,6.08
6.499856,8177,8176,0,30,6.08
6.600012,8177,8176,0,30,6.08
6.699855,8177,8176,0,30,6.07
6.800022,8177,8176,0,30,6.07
6.899858,8177,8176,0,30,6.07
7.000028,8177,8176,0,30,6.07
7.099864,8177,8176,0,30,6.07
7.200007,8177,8176,0,30,6.07
7.299863,8177,8176,0,30,6.07
7.399996,8177,8176,0,30,6.07
7.499861,8177,8176,0,30,6.07
7.599865,8177,8176,0,30,6.07
7.699872,8177,8176,0,30,6.08
7.799843,8177,8176,0,30,6.08
7.899862,8177,8176,0,30,6.08
7.999976,8177,8176,0,30,6.07
8.099876,8177,8176,0,30,6.07
8.199979,8177,8176,0,30,6.08
8.299878,8177,8176,0,30,6.08
8.399971,8177,8176,0,30,6.07
8.499882,8177,8176,0,30,6.07
8.599875,8177,8176,0,30,6.07
8.699888,8177,8176,0,30,6.07
8.79997,8177,8176,0,30,6.07
8.899879,8177,8176,0,30,6.07
8.999977,8177,8176,0,30,6.07
9.09987,8177,8176,0,30,6.07
9.19997,8177,8176,0,30,6.07
9.299884,8145,8176,0,30,6.07
9.399835,8142,8164,0,30,6.06
9.499907,8140,8152,69,30,6.06
9.599853,8137,8152,69,30,6.06
9.699908,8135,8148,69,30,6.07
9.79997,8134,8144,100,30,6.07
9.899895,8133,8144,100,30,6.07
9.99997,8135,8144,100,30,6.06
10.099856,8137,8140,93,30,6.06
10.19997,8139,8140,93,30,6.07
10.299867,8144,8144,93,30,6.07
10.399977,8142,8144,93,30,6.07
10.499855,8141,8144,0,30,6.07
10.599833,8142,8144,0,30,6.07
10.699866,8145,8144,0,30,6.07
10.799978,8146,8144,0,30,6.07
10.899865,8144,8144,0,30,6.07
10.999969,8142,8144,0,30,6.07
11.099857,8145,8144,0,30,6.07
11.199971,8147,8144,0,30,6.07
11.299864,8148,8144,0,30,6.07
11.399979,8148,8144,0,30,6.07
11.499863,8148,8144,0,30,6.07
11.599841,8146,8144,0,30,6.07
11.699857,8146,8144,0,30,5.92
11.799978,8150,8144,0,30,5.92
11.899863,8150,8144,0,30,5.92
11.99998,8152,8144,0,30,5.92
12.099863,8155,8148,0,30,5.92
12.199969,8155,8148,0,30,5.94
12.299855,8155,8152,0,30,5.94
12.399952,8158,8152,0,30,5.96
12.499812,8157,8152,56,30,5.96
12.599789,8157,8156,56,30,5.96
