t__s,ACT_AILERON_LEFT.Position_CMD,ACT_AILERON_LEFT.Position_FB,ACT_AILERON_LEFT.Torque_FB,ACT_AILERON_LEFT.Temperature_FB__dC,ACT_AILERON_LEFT.Voltage_FB__V
0.032013,7486,7500,133,16,6.04
0.132043,7486,7500,151,16,6.04
0.232008,7486,7500,151,16,6.04
0.332008,7486,7500,151,16,6.05
0.432018,7486,7500,165,16,6.05
0.532009,7486,7500,165,16,6.05
0.632007,7486,7500,165,16,6.03
0.732008,7486,7500,180,16,6.03
0.832022,7486,7500,180,16,6.06
0.932009,7486,7500,180,16,6.06
1.040034,8145,7500,180,16,6.07
1.140008,8153,8132,29,16,6.07
1.240007,8153,8144,29,16,6.07
1.340013,8153,8144,29,16,7.45
1.440008,8153,8144,95,16,7.45
1.540007,8153,8144,95,16,7.45
1.640008,8153,8144,95,16,7.45
1.740006,8153,8144,105,16,7.45
1.840008,8153,8144,105,16,7.45
1.940058,8153,8144,105,16,7.45
2.04006,8154,8144,105,16,7.46
2.140056,8153,8148,80,16,7.46
2.240059,8153,8148,80,16,7.46
2.340008,8153,8148,80,16,7.46
2.440006,8153,8148,85,16,7.46
2.540007,8155,8148,85,16,7.46
2.640007,8463,8264,85,16,7.33
2.740009,8463,8452,174,16,7.33
2.840008,8463,8452,174,16,7.45
2.940008,8463,8452,174,16,7.45
3.040014,8463,8452,174,16,7.45
3.140007,8463,8452,189,16,7.45
3.240014,8463,8452,189,16,7.45
3.340008,8198,8396,189,16,7.33
3.440015,8138,8168,167,16,7.33
3.540007,6820,7892,167,16,7.33
3.640006,6820,6860,167,16,7.45
3.740011,6820,6840,257,16,7.45
3.840008,6820,6840,257,16,7.45
3.940028,6820,6840,257,16,7.45
4.040008,6820,6840,257,16,7.45
4.140015,7380,6840,81,16,7.45
4.240007,8153,7720,81,16,7.45
4.340007,8152,8144,81,16,7.46
4.440008,8145,8144,0,16,7.46
4.540009,8128,8144,0,16,7.46
4.640014,8124,8132,0,16,7.46
