t__s,ACT_TILT_CENTER_REAR.Position_CMD,ACT_TILT_CENTER_REAR.Position_FB,ACT_TILT_CENTER_REAR.Torque_FB,ACT_TILT_CENTER_REAR.Temperature_FB__dC,ACT_TILT_CENTER_REAR.Voltage_FB__V
-0.007999,7501,7480,648,20,6.02
0.091971,7501,7480,820,20,6.02
0.191983,7501,7480,820,20,6.02
0.291943,7501,7480,820,20,6.05
0.391978,7501,7480,436,20,6.05
0.491939,7501,7480,436,20,6.05
0.591992,7501,7480,436,20,6.04
0.691942,7501,7480,566,20,6.04
0.791996,7501,7480,566,20,6.04
0.891941,7501,7480,566,20,6.04
0.9959,6062,7480,566,20,6.03
1.095909,6062,6332,1056,20,6.03
1.195902,6062,6076,1056,20,6.03
1.295902,6062,6064,1056,20,7.39
1.3959,6062,6064,0,20,7.39
1.495902,6062,6060,0,20,7.39
1.595901,6062,6060,0,20,7.39
1.695901,6062,6060,0,20,7.39
1.795902,6062,6060,0,20,7.39
1.8959,6062,6060,0,21,7.39
1.995902,6062,6060,0,21,7.39
2.095901,6062,6060,0,21,7.39
2.195902,6062,6060,0,21,7.39
2.295901,6062,6060,0,21,7.37
2.395947,6062,6060,0,21,7.37
2.495902,6062,6060,0,21,7.37
2.595932,6062,6060,0,21,7.36
2.695901,6062,6060,0,21,7.36
2.795901,6062,6060,0,21,7.37
2.895909,6062,6060,0,21,7.37
2.995901,6062,6060,0,21,7.38
3.095902,6062,6060,0,21,7.38
3.195901,6062,6060,0,21,7.38
3.2959,6062,6060,0,21,7.39
3.395901,6062,6060,0,21,7.39
3.495939,6062,6060,0,21,7.39
3.595902,6062,6060,0,21,7.39
3.6959,6062,6060,0,21,7.39
3.7959,6062,6060,0,21,7.39
3.8959,6062,6060,0,21,7.39
3.9959,6062,6060,0,21,7.39
4.095901,6062,6060,0,21,7.39
4.195944,6062,6060,0,21,7.39
4.295901,6062,6060,0,21,7.39
4.3959,6062,6060,0,21,7.39
4.495902,6062,6060,0,21,7.39
4.595901,6062,6060,0,21,7.38
4.69594,6062,6060,0,21,7.38
4.795901,6062,6060,0,21,7.39
4.895902,6062,6060,0,21,7.39
4.995901,6062,6060,0,21,7.38
5.095901,6062,6060,0,21,7.38
5.195902,6062,6060,0,21,7.38
5.2959,6062,6060,0,21,7.37
5.395901,6062,6060,0,21,7.37
5.495901,6062,6060,0,21,7.37
5.595901,6062,6060,0,21,7.39
5.695909,6062,6060,0,21,7.39
5.795901,6062,6060,0,21,7.39
5.895902,6062,6060,0,21,7.39
5.9959,6062,6060,0,21,7.37
6.095901,6062,6060,0,21,7.37
6.195901,6062,6060,0,21,7.37
6.295901,6062,6060,0,21,6.04
6.3959,6062,6060,0,21,6.04
6.495901,6062,6060,0,21,6.04
6.595901,6062,6060,0,21,6.04
6.695901,6062,6060,0,21,6.04
6.7959,6062,6060,0,21,6.04
6.8959,6062,6060,0,21,6.04
6.995901,6062,6060,0,21,6.06
7.095901,6062,6060,0,21,6.06
7.195902,6062,6060,0,21,6.06
7.2959,6062,6060,0,21,6.06
7.395901,6062,6060,0,21,6.06
7.4959,6062,6060,0,21,6.06
7.595901,6062,6060,0,21,6.06
7.695901,6062,6060,0,21,6.06
7.7959,6062,6060,0,21,6.06
7.895901,6062,6060,0,21,6.06
7.9959,6062,6060,0,21,6.06
8.095903,6062,6060,0,21,6.06
8.195903,6062,6060,0,21,6.06
8.2959,6062,6060,0,21,6.06
8.395908,6062,6060,0,21,6.06
8.495902,6062,6060,0,21,6.06
8.595932,6062,6060,0,21,6.06
8.695902,6062,6060,0,21,6.06
8.795902,6062,6060,0,21,6.06
8.895932,6062,6060,0,21,6.06
8.995904,6062,6060,0,21,6.04
9.095942,6062,6060,0,21,6.04
9.195902,6062,6060,0,21,6.04
9.295958,6062,6060,0,21,6.06
9.395904,6062,6060,0,21,6.06
9.49596,6062,6060,0,21,6.06
9.595941,6062,6060,0,21,6.06
9.695951,6062,6060,0,21,6.06
9.795902,6062,6060,0,21,6.06
9.895903,6062,6060,0,21,6.06
9.995903,6062,6060,0,21,6.06
10.095901,6062,6060,0,21,6.06
10.195903,6062,6060,0,21,6.06
10.295902,6062,6060,0,21,6.02
10.395899,6062,6060,0,21,6.02
10.499968,6062,6060,0,21,6.02
10.599977,6062,6060,0,21,6.06
10.69997,6062,6060,0,21,6.06
10.79997,6062,6060,0,21,6.06
10.899973,6062,6060,0,21,6.06
10.999976,6062,6060,0,21,6.06
11.099981,6062,6060,0,21,6.06
11.19997,6062,6060,0,21,6.06
11.299982,6062,6060,0,21,6.06
11.399979,6062,6060,0,21,6.06
11.50002,6062,6060,0,21,6.06
11.599967,6062,6060,0,21,6.06
11.699985,6062,6060,0,21,6.06
11.799976,6062,6060,0,21,6.06
11.899973,6062,6060,0,21,6.06
11.999969,6062,6060,0,21,6.06
12.099998,6062,6060,0,21,6.06
12.199977,6062,6060,0,21,6.06
12.300004,6062,6060,0,21,6.06
12.399969,6062,6060,0,21,6.06
12.500021,6062,6060,0,21,6.06
12.599979,6062,6060,0,21,6.06
12.700034,6062,6060,0,21,6.06
12.799969,6062,6060,0,21,6.06
12.89997,6062,6060,0,21,6.06
13.000004,6062,6060,0,21,6.06
13.09997,6062,6060,0,21,6.06
13.199969,6062,6060,0,21,6.06
13.299971,6062,6060,0,21,6.06
13.399982,6062,6060,0,21,6.06
13.49997,6062,6060,0,21,6.06
13.599968,6062,6060,0,21,6.06
13.703915,6062,6060,0,21,6.06
13.803897,6062,6060,0,21,6.06
13.903896,6062,6060,0,21,6.06
14.003934,6062,6060,0,21,5.99
14.103951,6062,6060,0,21,5.99
14.203897,6062,6060,0,21,5.99
14.303939,6062,6060,0,21,6.06
14.403896,6062,6060,0,21,6.06
14.503899,6062,6060,0,21,6.06
14.603897,6062,6060,0,21,6.06
14.703898,6062,6060,0,21,6.06
14.803897,6062,6060,0,21,6.06
14.90394,6062,6060,0,20,6.06
15.003935,6062,6060,0,20,6.06
15.103909,6062,6060,0,20,6.06
15.203897,6062,6060,0,20,6.06
15.30395,6062,6060,0,20,6.06
15.403899,6062,6060,0,20,6.06
15.503906,6062,6060,0,20,6.06
15.603901,6062,6060,0,20,6.06
15.703933,6062,6060,0,20,6.06
15.8039,6062,6060,0,20,6.06
15.903897,6062,6060,0,20,6.06
16.0039,6062,6060,0,20,6.06
16.103936,6062,6060,0,20,6.06
16.203898,6062,6060,0,20,6.06
16.303905,6062,6060,0,20,6.06
16.403897,6062,6060,0,20,6.06
16.503896,6062,6060,0,20,6.06
16.603897,6062,6060,0,20,6.06
16.703897,6062,6060,0,20,6.06
16.803898,6062,6060,0,20,6.06
16.903897,6062,6060,0,20,6.06
17.003899,6062,6060,0,20,6.06
17.103897,6062,6060,0,20,6.06
17.203899,6062,6060,0,20,6.06
17.303897,6062,6060,0,20,6.06
17.403898,6062,6060,0,20,6.06
17.503898,6062,6060,0,20,6.06
17.603897,6062,6060,0,20,6.06
17.703898,6062,6060,0,20,6.06
17.803905,6062,6060,0,20,6.06
17.903898,6062,6060,0,20,6.06
18.003899,6062,6060,0,20,6.06
18.103898,6062,6060,0,20,6.06
18.203898,6062,6060,0,20,6.06
18.303898,6062,6060,0,20,6.06
18.403898,6062,6060,0,20,6.06
18.503897,6062,6060,0,20,6.06
18.603897,6062,6060,0,20,6.06
18.70391,6062,6060,0,20,6.06
18.803896,6062,6060,0,20,6.06
18.903897,6062,6060,0,20,6.06
19.003899,6062,6060,0,20,6.06
19.103931,6062,6060,0,20,6.06
19.203896,6062,6060,0,20,6.06
19.303898,6062,6060,0,20,6.06
19.403897,6062,6060,0,20,6.06
19.503897,6062,6060,0,20,6.06
19.603897,6062,6060,0,20,6.06
19.703896,6062,6060,0,20,6.06
19.803897,6062,6060,0,20,6.06
19.903896,6062,6060,0,20,6.06
20.003901,6062,6060,0,20,6.06
20.103898,6062,6060,0,20,6.06
20.203898,6062,6060,0,20,6.06
20.303901,6062,6060,0,20,6.06
20.403897,6062,6060,0,20,6.06
20.503897,6062,6060,0,20,6.06
20.603898,6062,6060,0,20,6.06
20.703897,6062,6060,0,20,6.06
20.803902,6062,6060,0,20,6.06
20.903935,6062,6060,0,20,6.06
21.003905,6062,6060,0,20,6.06
21.103896,6062,6060,0,20,6.06
21.203901,6062,6060,0,20,6.06
21.303898,6062,6060,0,20,6.06
21.403908,6062,6060,0,20,6.06
21.503897,6062,6060,0,20,6.06
21.603909,6062,6060,0,20,6.06
21.703898,6062,6060,0,20,6.06
21.80394,6062,6060,0,20,6.06
21.903897,6062,6060,0,20,6.06
22.003939,6062,6060,0,20,6.06
22.103898,6062,6060,0,20,6.06
22.20398,6062,6060,0,20,6.06
22.303899,6062,6060,0,20,6.06
22.403934,6062,6060,0,20,6.06
22.503897,6062,6060,0,20,6.06
22.603905,6062,6060,0,20,6.06
22.703897,6062,6060,0,20,6.06
22.803931,6062,6060,0,20,6.06
22.903915,6062,6060,0,20,6.06
23.003937,6062,6060,0,20,6.06
23.103898,6062,6060,0,20,6.06
23.203916,6062,6060,0,20,6.06
23.303897,6062,6060,0,20,6.06
23.403897,6062,6060,0,20,6.06
23.503897,6062,6060,0,20,6.06
23.603899,6062,6060,0,20,6.06
23.703898,6062,6060,0,20,6.06
23.8039,6062,6060,0,20,6.06
23.903905,6062,6060,0,20,6.06
24.003899,6062,6060,0,20,6.06
24.103898,6062,6060,0,20,6.06
24.2039,6062,6060,0,20,6.06
24.303905,6062,6060,0,20,6.06
24.403902,6062,6060,0,20,6.06
24.503898,6062,6060,0,20,6.06
24.6039,6062,6060,0,20,6.06
24.703905,6062,6060,0,20,6.06
24.8039,6062,6060,0,20,6.06
24.903898,6062,6060,0,20,6.06
25.003901,6062,6060,0,20,6.06
25.103896,6062,6060,0,20,6.06
25.203897,6062,6060,0,20,6.06
25.303896,6062,6060,0,20,6.06
25.403901,6062,6060,0,20,6.06
25.503896,6062,6060,0,20,6.06
25.603899,6062,6060,0,20,6.06
25.703897,6062,6060,0,20,6.06
25.8039,6062,6060,0,20,6.06
25.903897,6062,6060,0,20,6.06
26.003896,6062,6060,0,20,6.06
26.103898,6062,6060,0,20,6.06
26.2039,6062,6060,0,20,6.06
26.303899,6062,6060,0,20,6.06
26.4039,6062,6060,0,20,6.06
26.503898,6062,6060,0,20,6.06
26.603901,6062,6060,0,20,6.06
26.703899,6062,6060,0,20,6.06
26.803899,6062,6060,0,20,6.06
26.903897,6062,6060,0,20,6.06
27.0039,6062,6060,0,20,6.06
27.103899,6062,6060,0,20,6.06
27.203899,6062,6060,0,20,6.06
27.303898,6062,6060,0,20,6.06
27.403901,6062,6060,0,20,6.06
27.503896,6062,6060,0,20,6.06
27.603901,6062,6060,0,20,6.06
27.703898,6062,6060,0,20,6.06
27.803901,6062,6060,0,20,6.06
27.903897,6062,6060,0,20,6.06
28.003902,6062,6060,0,20,6.06
28.103897,6062,6060,0,20,6.06
28.203903,6062,6060,0,20,6.06
28.303935,6062,6060,0,20,6.06
28.403907,6062,6060,0,20,6.06
28.503897,6062,6060,0,20,6.06
28.603908,6062,6060,0,20,6.06
28.703896,6062,6060,0,20,6.06
28.803907,6062,6060,0,20,6.06
28.903898,6062,6060,0,20,6.06
29.003908,6062,6060,0,20,6.06
29.103905,6062,6060,0,20,6.06
29.203902,6062,6060,0,20,6.06
29.303897,6062,6060,0,20,6.06
29.403904,6062,6060,0,20,6.06
29.503898,6062,6060,0,20,6.06
29.603903,6062,6060,0,20,6.06
29.703899,6062,6060,0,20,6.06
29.803917,6062,6060,0,20,6.06
29.903904,6062,6060,0,20,6.06
30.003914,6062,6060,0,20,6.06
30.103898,6062,6060,0,20,6.06
30.20394,6062,6060,0,20,6.06
30.303898,6062,6060,0,20,6.06
30.403901,6062,6060,0,20,6.06
30.503916,6062,6060,0,20,6.06
30.603901,6062,6060,0,20,6.06
30.703945,6062,6060,0,20,6.06
30.8039,6062,6060,0,20,6.06
30.903898,6062,6060,0,20,6.06
31.003898,6062,6060,0,20,6.06
31.103898,6062,6060,0,20,6.06
31.203901,6062,6060,0,20,6.06
31.303896,6062,6060,0,20,6.06
31.4039,6062,6060,0,20,6.06
31.503901,6062,6060,0,20,6.06
31.603899,6062,6060,0,20,6.06
31.703898,6062,6060,0,20,6.06
31.803899,6062,6060,0,20,6.06
31.903915,6062,6060,0,20,6.06
32.003907,6062,6060,0,20,6.06
32.103963,6062,6060,0,20,6.06
32.203901,6062,6060,0,20,6.06
32.303914,6062,6060,0,20,6.06
32.4039,6062,6060,0,20,6.06
32.503904,6062,6060,0,20,6.06
32.603899,6062,6060,0,20,6.06
32.703897,6062,6060,0,20,6.06
32.8039,6062,6060,0,20,6.06
32.903908,6062,6060,0,20,6.06
33.003901,6062,6060,0,20,6.06
33.103898,6062,6060,0,20,6.06
33.203899,6062,6060,0,20,6.06
33.303913,6062,6060,0,20,6.06
33.4039,6062,6060,0,20,6.06
33.503898,6062,6060,0,20,6.06
33.6039,6062,6060,0,20,6.06
33.703908,6062,6060,0,20,6.06
33.8039,6062,6060,0,20,6.06
33.903896,6062,6060,0,20,6.06
34.003901,6062,6060,0,20,6.06
34.103904,6062,6056,0,20,6.06
34.203901,6062,6060,0,20,6.06
34.303898,6062,6060,0,20,6.06
34.403939,6062,6060,0,20,6.06
34.503913,6062,6060,0,20,6.06
34.603901,6062,6060,0,20,6.06
34.703906,6062,6060,0,20,6.06
34.8039,6062,6060,0,20,6.06
34.903905,6062,6060,0,20,6.06
35.003901,6062,6060,0,20,6.06
35.1039,6062,6060,0,20,6.06
35.203901,6062,6060,0,20,6.06
35.303914,6062,6060,0,20,6.06
35.403902,6062,6060,0,20,6.06
35.503896,6062,6060,0,20,6.06
35.603901,6062,6060,0,20,6.06
35.703908,6062,6060,0,20,6.06
35.803902,6062,6060,0,20,6.06
35.903898,6062,6060,0,20,6.06
36.003901,6062,6060,0,20,6.06
36.103914,6062,6056,0,20,6.06
36.203932,6062,6060,0,20,6.06
36.303897,6062,6060,0,20,6.06
36.4039,6062,6060,0,20,6.06
36.503905,6062,6060,0,20,6.06
36.603902,6062,6060,0,20,6.06
36.703896,6062,6060,0,20,6.06
36.803901,6062,6060,0,20,6.06
36.903907,6062,6060,0,20,6.06
37.003901,6062,6060,0,20,6.06
37.103898,6062,6060,0,20,6.06
37.203903,6062,6060,0,20,6.06
37.303904,6062,6060,0,20,6.06
37.403902,6062,6056,93,20,6.06
37.503897,6062,6060,93,20,6.06
37.603907,6062,6060,93,20,6.06
37.703906,6062,6060,0,20,6.06
37.803902,6062,6060,0,20,6.06
37.903898,6062,6060,0,20,6.06
38.003934,6062,6060,0,20,6.06
38.103905,6062,6060,0,20,6.06
38.203939,6062,6060,0,20,6.06
38.303899,6062,6060,0,20,6.06
38.403934,6062,6060,0,20,6.06
38.503906,6062,6060,0,20,6.06
38.603932,6062,6060,0,20,6.06
38.703899,6062,6060,0,20,6.06
38.803933,6062,6060,0,20,6.06
38.903905,6062,6060,0,20,6.06
39.003902,6062,6060,0,20,6.06
39.103897,6062,6060,0,20,6.06
39.203901,6062,6060,0,20,6.06
39.303907,6062,6060,0,20,6.06
39.403902,6062,6060,0,20,6.06
39.503898,6062,6060,0,20,6.06
39.6039,6062,6060,0,20,6.06
39.703906,6062,6060,0,20,6.06
39.803901,6062,6060,0,20,6.06
39.903897,6062,6060,0,20,6.06
40.003936,6062,6060,0,20,6.06
40.103905,6062,6060,0,20,6.06
40.203908,6062,6060,0,20,6.06
40.303902,6062,6060,0,20,6.06
40.403934,6062,6060,0,20,6.06
40.503957,6062,6060,0,20,6.06
40.603934,6062,6060,0,20,6.06
40.7039,6062,6060,0,20,6.06
40.803903,6062,6060,0,20,6.06
40.903909,6062,6060,0,21,6.06
41.003903,6062,6060,0,21,6.06
41.103901,6062,6060,0,21,6.06
41.203904,6062,6060,0,21,6.06
41.303907,6062,6060,0,21,6.06
41.403902,6062,6060,0,21,6.06
41.5039,6062,6060,0,21,6.06
41.603902,6062,6060,0,21,6.06
41.703912,6062,6060,0,21,6.06
41.803904,6062,6060,0,21,6.06
41.903903,6062,6060,0,21,6.06
42.003904,6062,6060,0,21,6.06
42.103907,6062,6060,0,21,6.06
42.203911,6062,6060,0,21,6.06
42.303901,6062,6056,0,21,6.06
42.403902,6062,6060,0,21,6.06
42.503906,6062,6056,0,21,6.06
42.603903,6062,6056,0,21,6.06
42.703902,6062,6056,122,21,6.06
42.803902,6062,6056,122,21,6.06
42.903911,6062,6056,122,21,6.06
43.003904,6062,6056,122,21,6.06
43.103899,6062,6056,172,21,6.06
43.203904,6062,6056,172,21,6.06
43.303934,6062,6056,172,21,6.06
43.403903,6062,6056,208,21,6.06
43.503903,6062,6056,208,21,6.06
43.60391,6062,6056,208,21,6.06
43.703964,6062,6056,129,21,6.06
43.803903,6062,6056,129,21,6.06
43.903902,6062,6056,129,21,6.06
44.003907,6062,6056,129,21,6.06
44.103914,6062,6056,179,21,6.06
44.203904,6062,6056,179,21,6.06
44.303973,6062,6056,179,21,6.06
44.403904,6062,6056,216,21,6.06
44.503955,6062,6056,216,21,6.06
44.603909,6062,6056,216,21,6.06
44.703898,6062,6056,252,21,6.06
44.8039,6062,6056,252,21,6.06
44.903905,6062,6056,252,21,6.06
45.003902,6062,6056,252,21,6.06
45.103898,6062,6056,302,21,6.06
45.203899,6062,6056,302,21,6.06
45.303905,6062,6056,302,21,6.05
45.4039,6062,6056,339,21,6.05
45.5039,6062,6056,339,21,6.05
45.603901,6062,6056,339,21,6.05
45.703909,6062,6056,104,21,6.05
45.803903,6062,6056,104,21,6.06
45.903899,6062,6056,104,21,6.06
46.003905,6062,6056,104,21,6.06
46.103936,6062,6056,153,21,6.06
46.203902,6062,6056,153,21,6.06
46.303899,6062,6056,153,21,6.06
46.403902,6062,6056,100,21,6.06
46.503939,6062,6056,100,21,6.06
46.603943,6062,6056,100,21,6.06
46.703968,6062,6056,136,21,6.06
46.803901,6062,6056,136,21,6.06
46.903907,6062,6056,136,21,6.06
47.003903,6062,6056,136,21,6.06
47.103939,6062,6056,185,21,6.06
47.203903,6062,6056,185,21,6.06
