t__s,ACT_AILERON_LEFT.Position_CMD,ACT_AILERON_LEFT.Position_FB,ACT_AILERON_LEFT.Torque_FB,ACT_AILERON_LEFT.Temperature_FB__dC,ACT_AILERON_LEFT.Voltage_FB__V
-0.007999,7580,7588,237,14,6.01
0.091971,7580,7588,76,14,6.01
0.191983,7580,7588,76,14,6.01
0.291943,7580,7588,76,14,6
0.391978,7580,7588,85,14,6
0.491939,7580,7588,85,14,6
0.591992,7580,7588,85,14,6.01
0.691942,7580,7588,93,14,6.01
0.791996,7580,7588,93,14,6
0.891941,7580,7588,93,14,6
0.9959,8193,7588,93,14,6.02
1.095909,8248,8212,373,14,6.02
1.195902,8245,8240,373,14,6.02
1.295902,8245,8244,373,14,7.44
1.3959,8245,8244,0,14,7.44
1.495902,8245,8244,0,14,7.44
1.595901,8245,8244,0,14,7.44
1.695901,8245,8244,0,14,7.44
1.795902,8245,8244,0,14,7.45
1.8959,8250,8244,0,14,7.45
1.995902,8254,8248,0,14,7.44
2.095901,8259,8248,61,14,7.44
2.195902,8572,8252,61,14,7.44
2.295901,8572,8552,61,14,7.43
2.395947,8572,8556,194,14,7.43
2.495902,8572,8556,194,14,7.43
2.595932,8572,8556,194,14,7.44
2.695901,8572,8556,211,14,7.44
2.795901,8572,8556,211,14,7.43
2.895909,8572,8556,211,14,7.43
2.995901,8572,8560,211,14,7.44
3.095902,8572,8560,194,14,7.44
3.195901,8572,8560,194,14,7.44
3.2959,8572,8560,194,14,7.43
3.395901,8572,8560,206,14,7.43
3.495939,8572,8560,206,14,7.43
3.595902,8572,8560,206,14,7.44
3.6959,8572,8560,218,14,7.44
3.7959,8572,8560,218,14,7.44
3.8959,8572,8560,218,14,7.44
3.9959,8572,8560,218,14,7.43
4.095901,8572,8560,235,14,7.43
4.195944,8572,8560,235,14,7.43
4.295901,8572,8564,235,14,7.44
4.3959,8238,8268,93,14,7.44
4.495902,6912,8040,93,14,7.44
4.595901,6912,6976,93,14,7.43
4.69594,6912,6936,266,14,7.43
4.795901,6912,6936,266,14,7.43
4.895902,6912,6936,266,14,7.43
4.995901,6912,6932,266,14,7.44
5.095901,6912,6932,259,14,7.44
5.195902,6912,6932,259,14,7.44
5.2959,6912,6932,259,14,7.43
5.395901,6912,6928,242,14,7.43
5.495901,6912,6928,242,14,7.43
5.595901,6912,6928,242,14,7.43
5.695909,6912,6928,257,14,7.43
5.795901,6912,6928,257,14,7.43
5.895902,6912,6928,257,14,7.43
5.9959,6934,6928,257,14,7.45
6.095901,6934,6944,47,14,7.45
6.195901,8229,7472,47,14,7.45
