t__s,ACT_AILERON_LEFT.Position_CMD,ACT_AILERON_LEFT.Position_FB,ACT_AILERON_LEFT.Torque_FB,ACT_AILERON_LEFT.Temperature_FB__dC,ACT_AILERON_LEFT.Voltage_FB__V
0.05208,7790,7800,242,24,5.95
0.15208,7790,7800,242,24,5.95
0.252083,7790,7800,242,24,5.96
0.352082,7790,7800,252,24,5.96
0.452081,7790,7800,252,24,5.96
0.552083,7790,7800,252,24,5.95
0.65208,7790,7800,92,24,5.95
0.752079,7790,7800,92,24,5.98
0.852082,7790,7800,92,24,5.98
0.952081,7790,7800,92,24,5.97
1.05208,8436,7832,2021,24,5.97
1.152081,8420,8412,2021,24,5.97
1.252083,8420,8416,2021,24,7.43
1.35208,8420,8416,0,24,7.43
1.452081,8420,8416,0,24,7.43
1.552081,8420,8416,0,24,7.43
1.652082,8420,8416,0,24,7.43
1.752081,8420,8416,0,24,7.43
1.852082,8420,8416,0,24,7.43
1.952081,8420,8416,0,24,7.43
2.052083,8420,8412,204,24,7.43
2.152083,8420,8416,204,24,7.43
2.252091,8420,8416,204,24,7.43
2.352081,8420,8416,0,24,7.43
2.452088,8420,8416,0,24,7.43
2.552084,8420,8416,0,24,7.43
2.65208,8420,8416,0,24,7.43
2.75208,8420,8416,0,24,7.43
2.852091,8420,8416,0,24,7.43
2.952084,8420,8416,0,24,7.43
3.052081,8420,8416,0,24,7.43
3.152089,8420,8416,0,24,7.43
3.252084,8420,8416,0,24,7.43
3.352085,8420,8416,0,24,7.43
3.45208,8420,8416,0,24,7.43
3.552081,8420,8416,0,24,7.44
3.65208,8420,8416,0,24,7.44
3.752084,8420,8416,0,24,7.43
3.85208,8420,8416,0,24,7.43
3.952091,8420,8416,0,24,7.43
4.055983,8420,8416,0,24,7.43
4.156027,8420,8416,0,24,7.43
4.255982,8420,8416,0,24,7.43
4.355999,8420,8416,0,24,7.43
4.455984,8420,8416,0,24,7.43
4.555999,8476,8456,0,24,7.43
4.655992,8633,8544,626,24,7.43
4.755999,8735,8712,626,24,7.42
4.855982,8735,8720,626,24,7.42
4.955998,8735,8720,626,24,7.42
5.055983,8735,8720,192,24,7.42
5.156,8735,8720,192,24,7.42
5.255982,8735,8720,192,24,7.42
5.355997,8735,8720,208,24,7.42
5.455983,8735,8720,208,24,7.42
5.555999,8735,8720,208,24,7.42
5.655983,8735,8720,223,24,7.42
5.75598,8735,8720,223,24,7.42
5.855983,8735,8720,223,24,7.42
5.955981,8735,8720,223,24,7.42
6.055983,8735,8720,243,24,7.42
6.155983,8735,8720,243,24,7.42
6.255983,8735,8720,243,24,6.07
6.355983,8729,8720,203,24,6.07
6.455983,8500,8644,203,24,6.07
6.555982,8421,8452,203,24,6.09
6.65599,8421,8436,54,24,6.09
6.755982,8420,8432,54,24,6.09
6.855983,8420,8432,54,24,6.09
6.955985,8420,8432,54,24,6.09
7.055999,8420,8432,44,24,6.09
7.155984,8420,8432,44,24,6.09
7.255987,8420,8432,44,24,6.09
7.355983,8420,8432,56,24,6.09
7.455992,8420,8432,56,24,6.09
7.555983,8448,8444,56,24,6.09
7.655983,8735,8604,546,24,6.09
7.756008,8735,8716,546,24,6.08
7.855983,8735,8716,546,24,6.08
7.955983,8735,8716,546,24,6.07
8.055983,8735,8716,230,24,6.07
8.155984,8735,8716,230,24,6.07
8.256009,8735,8716,230,24,6.07
8.35601,8735,8716,250,24,6.07
8.455984,8735,8716,250,24,6.07
8.556001,8735,8716,250,24,6.07
8.655984,8735,8716,269,24,6.07
8.755982,8735,8716,269,24,6.07
8.855984,8735,8716,269,24,6.07
8.955984,8585,8716,269,24,6.07
9.055983,8381,8428,87,24,6.07
9.15601,8381,8396,87,24,6.07
9.255994,8420,8404,87,24,6.07
9.355983,8420,8416,0,24,6.07
9.455982,8420,8416,0,24,6.07
9.556008,8420,8416,0,24,6.09
9.655983,8416,8416,0,24,6.09
9.755983,8420,8416,0,24,6.09
9.855984,8415,8416,0,24,6.09
9.955984,8406,8416,0,24,6.09
10.055983,7259,8200,2387,24,6.09
10.155983,7160,7200,2387,24,6.09
10.255984,7160,7180,2387,24,6.07
10.355991,7160,7180,332,24,6.07
10.455984,7160,7176,332,24,6.07
10.556,7160,7176,332,24,6.07
10.655983,7160,7176,312,24,6.07
10.756003,7160,7176,312,24,6.07
10.855983,7160,7176,312,24,6.07
10.956018,7160,7176,312,24,6.08
11.055982,7576,7520,112,24,6.08
11.156002,7865,7864,112,24,6.08
11.255984,8426,7936,112,24,6.08
11.355984,8426,8416,141,24,6.08
11.455983,8420,8420,141,24,6.08
11.555992,8420,8420,141,24,6.09
11.655983,8420,8420,0,24,6.09
11.755984,8420,8420,0,24,6.09
11.855983,8420,8420,0,24,6.09
11.955983,8420,8420,0,24,6.09
12.055991,8420,8420,0,24,6.09
12.155983,8397,8412,0,24,6.09
12.255982,8343,8388,0,24,6.09
12.355982,8345,8348,0,24,6.09
12.455985,8336,8344,0,24,6.09
12.555984,8266,8320,0,24,6.07
12.655982,8266,8272,63,24,6.07
12.755983,8264,8272,63,24,6.09
12.855984,8264,8272,63,24,6.09
12.955985,8264,8272,63,24,6.08
13.055986,8264,8272,92,24,6.08
13.155984,8264,8272,92,24,6.08
13.255985,8264,8272,92,24,6.09
13.355983,8264,8268,0,24,6.09
13.455983,8264,8268,0,24,6.09
13.555983,8264,8268,0,24,6.09
13.655985,8264,8268,0,24,6.09
13.755982,8232,8256,0,24,6.08
13.855983,8204,8216,0,24,6.08
13.955983,8190,8188,0,24,6.09
14.055984,8287,8268,184,24,6.09
14.155983,8409,8392,184,24,6.09
14.255982,8420,8408,184,24,6.08
14.356005,8420,8412,92,24,6.08
14.455982,8420,8412,92,24,6.08
14.555982,8421,8412,92,24,6.09
14.655983,8422,8412,119,24,6.09
14.755984,8423,8412,119,24,6.08
14.855983,8420,8412,119,24,6.08
14.955984,8427,8412,119,24,6.08
15.055992,8428,8416,151,24,6.08
15.15599,8429,8416,151,24,6.08
15.255984,8429,8416,151,24,6.08
15.355998,8429,8416,174,24,6.08
15.455984,8429,8416,174,24,6.08
15.555984,8429,8416,174,24,6.08
15.655984,8429,8416,187,24,6.08
15.755983,8429,8416,187,24,6.08
15.855982,8429,8416,187,24,6.08
15.95601,8429,8416,187,24,6.08
16.055985,8429,8416,204,24,6.08
16.15601,8429,8424,204,24,6.08
16.255991,8428,8424,204,24,6.09
16.355984,8423,8424,0,24,6.09
16.455985,8422,8424,0,24,6.09
16.556008,8420,8424,0,24,6.09
16.656025,8420,8424,0,24,6.09
16.756009,8420,8420,0,24,6.09
16.856001,8420,8420,0,24,6.09
16.956007,8420,8424,0,24,6.09
17.055982,8420,8424,0,24,6.09
17.156019,8420,8424,0,24,6.09
17.255983,8420,8424,0,24,6.09
