t__s,ACT_RUDDER.Position_CMD,ACT_RUDDER.Position_FB,ACT_RUDDER.Torque_FB,ACT_RUDDER.Temperature_FB__dC,ACT_RUDDER.Voltage_FB__V
0.05208,8492,8496,0,24,6.07
0.15208,8492,8496,0,24,6.07
0.252083,8492,8496,0,24,6.09
0.352082,8492,8496,0,24,6.09
0.452081,8492,8496,0,24,6.09
0.552083,8492,8496,0,24,6.08
0.65208,8492,8496,0,24,6.08
0.752079,8492,8496,0,24,6.08
0.852082,8492,8496,0,24,6.08
0.952081,8492,8496,0,24,6.08
1.05208,8427,8480,243,24,6.08
1.152081,8543,8536,243,24,6.08
1.252083,8540,8540,243,24,7.45
1.35208,8539,8540,0,24,7.45
1.452081,8537,8540,0,24,7.45
1.552081,8536,8540,0,24,7.45
1.652082,8536,8540,0,24,7.45
1.752081,8535,8540,0,24,7.45
1.852082,8535,8540,0,24,7.45
1.952081,8535,8540,0,24,7.45
2.052083,8534,8536,0,24,7.45
2.152083,8534,8536,0,24,7.45
2.252091,8534,8536,0,24,7.45
2.352081,8534,8536,0,24,7.45
2.452088,8534,8536,0,24,7.45
2.552084,8534,8536,0,24,7.45
2.65208,8534,8536,0,24,7.45
2.75208,8534,8536,0,24,7.45
2.852091,8534,8536,0,24,7.45
2.952084,8534,8536,0,24,7.45
3.052081,8534,8536,0,24,7.45
3.152089,8534,8536,0,24,7.45
3.252084,8534,8536,0,24,7.46
3.352085,8534,8536,0,24,7.46
3.45208,8534,8536,0,24,7.46
3.552081,8534,8536,0,24,7.45
3.65208,8534,8536,0,24,7.45
3.752084,8534,8536,0,24,7.45
3.85208,8534,8536,0,24,7.45
3.952091,8534,8536,0,24,7.45
4.055983,8534,8536,0,24,7.45
4.156027,8534,8536,0,24,7.45
4.255982,8534,8536,0,24,7.45
4.355999,8534,8536,0,24,7.45
4.455984,8529,8536,0,24,7.45
4.555999,8197,8248,0,24,7.42
4.655992,7305,7964,2446,24,7.42
4.755999,7034,7064,2446,24,7.43
4.855982,7423,7280,2446,24,7.43
4.955998,7712,7608,2446,24,7.41
5.055983,7925,7852,255,24,7.41
5.156,8083,8032,255,24,7.41
5.255982,8200,8160,255,24,7.44
5.355997,8287,8256,295,24,7.44
5.455983,8352,8332,295,24,7.44
5.555999,8399,8384,295,24,7.45
5.655983,8434,8420,73,24,7.45
5.75598,8461,8448,73,24,7.45
5.855983,8480,8472,73,24,7.45
5.955981,8494,8488,73,24,7.45
6.055983,8504,8496,66,24,7.45
6.155983,8512,8504,66,24,7.45
6.255983,8518,8512,66,24,6.1
6.355983,8564,8516,46,24,6.1
6.455983,9900,9016,46,24,6.1
6.555982,9900,9856,46,24,6.08
6.65599,9668,9808,266,24,6.08
6.755982,9380,9488,266,24,6.06
6.855983,9161,9240,266,24,6.06
6.955985,8998,9052,266,24,6.08
7.055999,8878,8912,1,24,6.08
7.155984,8789,8812,1,24,6.08
7.255987,8723,8736,1,24,6.09
7.355983,8674,8692,95,24,6.09
7.455992,8637,8652,95,24,6.09
7.555983,8448,8480,95,24,6.09
7.655983,7032,7932,3018,24,6.09
7.756008,7161,7056,3018,24,6.07
7.855983,7517,7380,3018,24,6.07
7.955983,7781,7688,3018,24,6.07
8.055983,7976,7908,392,24,6.07
8.155984,8121,8076,392,24,6.07
8.256009,8229,8196,392,24,6.09
8.35601,8308,8288,165,24,6.09
8.455984,8367,8344,165,24,6.09
8.556001,8411,8392,165,24,6.09
8.655984,8443,8428,151,24,6.09
8.755982,8467,8456,151,24,6.09
8.855984,8485,8476,151,24,6.09
8.955984,9490,8520,151,24,6.09
9.055983,9900,9652,1143,24,6.09
9.15601,9803,9892,1143,24,6.09
9.255994,9413,9584,1143,24,6.02
9.355983,9185,9264,331,24,6.02
9.455982,9016,9072,331,24,6.02
9.556008,8891,8928,331,24,6.08
9.655983,8803,8828,35,24,6.08
9.755983,8728,8744,35,24,6.09
9.855984,8686,8696,35,24,6.09
9.955984,8661,8664,35,24,6.09
10.055983,9900,8928,2158,24,6.09
10.155983,9900,9876,2158,24,6.09
10.255984,9652,9792,2158,24,6.04
10.355991,9362,9468,162,24,6.04
10.455984,9147,9220,162,24,6.04
10.556,8988,9036,162,24,6.08
10.655983,8871,8904,252,24,6.08
10.756003,8783,8804,252,24,6.09
10.855983,8719,8732,252,24,6.09
10.956018,8671,8688,252,24,6.09
11.055982,8039,8188,648,24,6.09
11.156002,7775,7704,648,24,6.09
11.255984,7032,7784,648,24,6.09
11.355984,7390,7264,296,24,6.09
11.455983,7726,7604,296,24,6.09
11.555992,7936,7860,296,24,6.08
11.655983,8091,8044,170,24,6.08
11.755984,8206,8172,170,24,6.09
11.855983,8291,8268,170,24,6.09
11.955983,8355,8336,170,24,6.09
12.055991,8401,8384,3,24,6.09
12.155983,8472,8440,3,24,6.09
12.255982,8576,8496,3,24,6.08
12.355982,8563,8568,46,24,6.08
12.455985,8569,8564,46,24,6.08
12.555984,8671,8592,46,24,6.06
12.655982,8636,8648,110,24,6.06
12.755983,8612,8624,110,24,6.1
12.855984,8592,8604,110,24,6.1
12.955985,8577,8584,110,24,6.09
13.055986,8566,8576,93,24,6.09
13.155984,8557,8564,93,24,6.09
13.255985,8551,8560,93,24,6.09
13.355983,8547,8552,0,24,6.09
13.455983,8543,8548,0,24,6.09
13.555983,8541,8548,0,24,6.09
13.655985,8539,8544,46,24,6.09
13.755982,8586,8568,46,24,6.04
13.855983,8610,8616,46,24,6.04
13.955983,8608,8632,46,24,6.05
14.055984,8449,8472,100,24,6.05
14.155983,8295,8288,100,24,6.05
14.255982,8340,8324,100,24,6.1
14.356005,8391,8372,133,24,6.1
14.455982,8428,8412,133,24,6.1
14.555982,8449,8444,133,24,6.1
14.655983,8460,8448,64,24,6.1
14.755984,8479,8468,64,24,6.09
14.855983,8506,8496,64,24,6.09
14.955984,8475,8496,64,24,6.08
15.055992,8480,8476,0,24,6.08
15.15599,8493,8484,0,24,6.08
15.255984,8503,8496,0,24,6.09
15.355998,8511,8504,64,24,6.09
15.455984,8517,8508,64,24,6.09
15.555984,8521,8516,64,24,6.09
15.655984,8524,8516,75,24,6.09
15.755983,8527,8520,75,24,6.09
15.855982,8529,8524,75,24,6.09
15.95601,8530,8524,75,24,6.1
16.055985,8531,8524,68,24,6.1
16.15601,8532,8528,68,24,6.1
16.255991,8535,8528,68,24,6.1
16.355984,8563,8564,0,24,6.1
16.455985,8558,8564,0,24,6.1
16.556008,8571,8560,0,24,6.1
16.656025,8562,8564,0,24,6.1
16.756009,8554,8560,0,24,6.1
16.856001,8549,8556,0,24,6.1
16.956007,8545,8548,0,24,6.1
17.055982,8542,8548,54,24,6.1
17.156019,8540,8544,54,24,6.1
17.255983,8504,8516,54,24,6.09
17.356008,7152,7984,2231,24,6.09
17.455987,7151,7160,2231,24,6.09
17.556009,7150,7152,2231,24,6.1
17.65605,7150,7152,0,24,6.1
17.756009,7150,7152,0,24,6.1
17.855982,7149,7152,0,24,6.1
17.956015,7149,7152,0,24,6.09
18.055982,7149,7152,0,24,6.09
18.155982,7149,7156,0,24,6.09
18.255982,7149,7152,0,24,6.1
18.355983,7149,7152,0,24,6.1
18.455993,7149,7152,0,24,6.1
18.556008,7246,7216,0,24,6.09
18.655993,7489,7484,81,24,6.09
18.755982,7563,7556,81,24,6.09
18.855984,8513,8236,81,24,6.09
18.956006,8534,8536,81,24,6.1
19.056015,8534,8536,0,24,6.1
19.156008,8534,8536,0,24,6.1
19.255982,8534,8536,0,24,6.1
19.356008,8567,8560,18,24,6.1
19.455993,9812,9088,18,24,6.1
19.55601,9818,9812,18,24,6.09
19.655983,9825,9816,83,24,6.09
19.75603,9849,9828,83,24,6.08
19.855984,9861,9848,83,24,6.08
19.956009,9861,9852,83,24,6.09
20.056005,9861,9852,100,24,6.09
20.155981,9861,9852,100,24,6.09
20.255982,9861,9852,100,24,6.09
20.356007,9861,9852,110,24,6.09
20.456006,9861,9852,110,24,6.09
20.556008,9861,9852,110,24,6.08
20.655984,9816,9832,114,24,6.08
20.75601,9287,9600,114,24,5.96
20.855983,9285,9288,114,24,5.96
20.955984,8534,9232,114,24,5.95
21.056005,8534,8540,133,24,5.95
21.156011,8534,8532,133,24,5.95
21.255984,8534,8536,133,24,6.1
21.355983,8534,8536,0,24,6.1
21.455983,8534,8536,0,24,6.1
21.555982,8534,8536,0,24,6.1
21.655983,8534,8536,0,24,6.1
21.756009,8534,8536,0,24,6.1
21.855984,8534,8536,0,24,6.1
21.955984,8534,8536,0,24,6.1
22.056006,8534,8536,0,24,6.1
22.156008,8534,8536,0,24,6.1
22.255983,8534,8536,0,24,6.1
22.355982,8534,8536,0,24,6.1
22.455982,8534,8536,0,24,6.1
22.55599,8534,8536,0,24,6.1
22.655982,8534,8536,0,24,6.1
22.755982,8534,8536,0,24,6.1
22.855983,8534,8536,0,24,6.1
22.956015,8534,8536,0,24,6.1
23.055984,8534,8536,0,24,6.1
23.155984,8534,8536,0,24,6.1
23.255991,8534,8536,0,24,6.1
23.355982,8534,8536,0,24,6.1
23.455984,8534,8536,0,24,6.1
23.555986,8534,8536,0,24,6.1
23.655983,8534,8536,0,24,6.1
23.755984,8534,8536,0,24,6.1
23.855982,8534,8536,0,24,6.1
23.955984,8534,8536,0,24,6.1
24.055984,8534,8536,0,24,6.1
24.155985,8534,8536,0,24,6.1
24.255992,8534,8536,0,24,6.1
24.355986,8269,8484,1431,24,6.1
24.455985,8327,8304,1431,24,6.1
24.555983,8416,8372,1431,24,6.08
24.655984,8513,8480,122,24,6.08
24.755993,8526,8528,122,24,6.1
24.855984,8471,8500,122,24,6.1
24.956012,8430,8452,122,24,6.09
25.055983,8418,8416,75,24,6.09
25.156,8484,8448,75,24,6.09
25.255992,8536,8520,75,24,6.09
25.355983,8508,8524,92,24,6.09
25.455984,8463,8480,92,24,6.09
25.555982,8487,8472,92,24,6.1
25.655983,8554,8524,145,24,6.1
25.755983,8566,8572,145,24,6.1
25.855993,8503,8532,145,24,6.1
25.956011,8420,8448,145,24,6.09
26.055984,8414,8392,0,24,6.09
26.156,8527,8480,0,24,6.09
26.255983,8588,8576,0,24,6.09
26.355983,8610,8596,105,24,6.09
26.455983,8599,8604,105,24,6.09
26.556006,8585,8592,105,24,6.04
26.655983,8582,8580,0,24,6.04
26.755985,8590,8580,0,24,6.02
26.855983,8613,8596,0,24,6.02
26.955982,8628,8624,0,24,6.03
27.055984,8595,8616,194,24,6.03
27.155982,8574,8580,194,24,6.03
27.255986,8549,8560,194,24,6.06
27.355982,8536,8540,0,24,6.06
27.456032,8585,8572,0,24,6.06
27.555998,8606,8592,0,24,6.07
27.656014,8592,8604,109,24,6.07
27.755997,8571,8580,109,24,6.08
27.856015,8564,8572,109,24,6.08
27.955999,8544,8556,109,24,6.05
28.059959,8520,8532,114,24,6.05
28.159959,8506,8512,114,24,6.05
28.259959,8515,8512,114,24,6.06
28.359957,8546,8532,58,24,6.06
28.459966,8563,8548,58,24,6.06
28.559958,8576,8564,58,24,6.07
28.659959,8581,8572,46,24,6.07
28.759958,8577,8576,46,24,6.06
28.859957,8573,8576,46,24,6.06
28.959957,8571,8572,46,24,6.08
29.059958,8569,8572,0,24,6.08
29.159958,8560,8568,0,24,6.08
29.25996,8553,8560,0,24,6.07
29.359959,8548,8552,0,24,6.07
29.45996,8544,8552,0,24,6.07
29.559957,8542,8540,0,24,6.08
29.659966,8539,8544,0,24,6.08
29.759958,8538,8540,0,24,6.08
29.859974,8537,8540,0,24,6.08
29.959958,8536,8540,0,24,6.09
30.060013,8535,8536,0,24,6.09
30.159972,8535,8536,0,24,6.09
30.260009,8535,8536,0,24,6.07
30.35997,8534,8536,0,24,6.07
30.459971,8534,8536,0,24,6.07
30.559971,8534,8536,0,24,6.09
30.659971,8534,8536,0,24,6.09
30.75997,8534,8536,0,24,6.1
30.85997,8534,8536,0,24,6.1
30.959971,8534,8536,0,24,6.09
31.059972,8534,8536,0,24,6.09
31.159971,8534,8536,0,24,6.09
31.259971,8534,8536,0,24,6.09
31.359973,8534,8536,0,24,6.09
31.459972,8534,8532,0,24,6.09
31.55997,8534,8536,0,24,6.09
31.659979,8534,8536,0,24,6.09
31.759973,8534,8536,0,24,6.1
31.859971,8534,8536,0,24,6.1
31.959971,8534,8536,0,24,6.09
32.059979,8534,8532,0,24,6.09
32.159971,8534,8536,0,24,6.09
32.259971,8534,8536,0,24,6.1
32.359972,8534,8532,0,24,6.1
32.459972,8534,8536,0,24,6.1
32.559971,8534,8536,0,24,6.09
32.659971,8534,8536,0,24,6.09
