t__s,ACT_TILT_CENTER_REAR.Position_CMD,ACT_TILT_CENTER_REAR.Position_FB,ACT_TILT_CENTER_REAR.Torque_FB,ACT_TILT_CENTER_REAR.Temperature_FB__dC,ACT_TILT_CENTER_REAR.Voltage_FB__V
-0.027891,7351,7328,858,12,6.05
0.07195,7351,7328,486,12,6.05
0.17195,7351,7328,486,12,6.05
0.271987,7351,7328,486,12,6.05
0.37195,7351,7328,627,12,6.05
0.471965,7351,7328,627,12,6.05
0.571951,7351,7328,627,12,6.05
0.671989,7351,7328,627,12,6.04
0.77195,7351,7328,815,12,6.04
0.871949,7351,7328,815,12,6.04
0.972108,7351,7328,815,12,6.06
1.080032,5912,6728,4095,12,6.06
1.180011,5912,5932,4095,12,6.06
1.280039,5912,5904,4095,12,7.4
1.380019,5912,5904,138,12,7.4
1.480009,5912,5904,138,12,7.37
1.580005,5912,5904,138,12,7.37
1.680016,5912,5904,138,12,7.37
1.779994,5912,5904,204,12,7.37
1.880018,5912,5904,204,12,7.37
1.97997,5912,5904,204,12,7.26
2.080006,5912,5904,252,12,7.26
2.179969,5912,5904,252,12,7.26
2.280009,5912,5904,252,12,7.37
2.379969,5912,5904,302,12,7.37
2.480008,5912,5904,302,12,7.32
2.579969,5912,5904,302,13,7.32
2.680015,5912,5904,302,13,7.36
2.77997,5912,5904,368,13,7.36
2.880017,5912,5908,368,13,7.36
2.979977,5912,5908,368,13,7.37
3.080007,5912,5908,0,13,7.37
3.179976,5912,5908,0,13,7.37
3.280007,5912,5908,0,13,7.3
3.379969,5912,5908,0,13,7.3
3.480008,5912,5908,0,13,7.4
3.579968,5912,5908,0,13,7.4
3.680008,5912,5908,0,13,7.31
3.77997,5912,5908,0,13,7.31
3.880007,5912,5908,0,13,7.31
3.979969,5912,5908,0,13,7.39
4.080008,5912,5908,0,13,7.39
4.179967,5912,5908,0,13,7.39
4.280006,5912,5908,0,13,7.31
4.379968,5912,5908,0,13,7.31
4.480007,5912,5908,0,13,7.37
4.579968,5912,5908,0,13,7.37
4.680008,5912,5908,0,13,7.38
4.779967,5912,5908,0,13,7.38
4.880025,5912,5908,0,13,7.38
