t__s,ACT_TILT_CENTER_REAR.Position_CMD,ACT_TILT_CENTER_REAR.Position_FB,ACT_TILT_CENTER_REAR.Torque_FB,ACT_TILT_CENTER_REAR.Temperature_FB__dC,ACT_TILT_CENTER_REAR.Voltage_FB__V
0.031957,7891,7884,494,17,6.06
0.13198,7891,7884,494,17,6.06
0.231956,7891,7880,494,17,6.06
0.33198,7891,7880,615,17,6.06
0.431956,7891,7880,615,17,6.06
0.531979,7891,7880,615,16,6.06
0.631958,7891,7880,615,16,6.06
0.731979,7891,7880,192,16,6.06
0.831958,7891,7880,192,16,6.06
0.93198,7891,7884,192,16,6.08
1.031956,6452,7616,4095,16,6.08
1.131986,6452,6488,4095,16,6.08
1.231956,6452,6452,4095,16,7.41
1.33198,6452,6452,0,16,7.41
1.431957,6452,6452,0,16,7.41
1.531998,6452,6448,0,17,7.41
1.631956,6452,6448,0,17,7.41
1.732013,6452,6448,0,17,7.41
1.831955,6452,6448,0,17,7.41
1.932015,6452,6448,0,17,7.41
2.031958,6452,6448,0,17,7.41
2.131997,6452,6448,0,17,7.41
2.23196,6452,6448,0,17,7.41
2.331987,6452,6448,0,17,7.41
2.431958,6452,6448,0,17,7.41
2.53198,6452,6448,0,17,7.41
2.631957,6452,6448,0,17,7.41
2.73198,6452,6448,0,17,7.41
2.831957,6452,6448,0,17,7.41
2.931987,6452,6448,0,17,7.41
3.031957,6452,6448,0,17,7.41
3.131981,6452,6448,0,17,7.41
3.231955,6452,6448,0,17,7.41
3.331988,6452,6448,0,17,7.41
3.431964,6452,6444,0,17,7.42
3.531979,6452,6448,0,17,7.42
3.631956,6452,6448,0,17,7.42
3.73198,6452,6448,163,17,7.42
3.831956,6452,6448,163,17,7.42
3.932005,6452,6448,163,17,7.41
4.031955,6452,6448,0,17,7.41
4.132008,6452,6448,0,17,7.41
4.231955,6452,6448,0,17,7.41
4.332002,6452,6448,0,17,7.41
4.431958,6452,6448,0,17,7.42
4.53198,6452,6448,0,17,7.42
4.631957,6452,6448,0,17,7.41
4.731988,6452,6448,0,17,7.41
4.831959,6452,6448,0,17,7.41
4.93198,6452,6444,0,17,7.41
5.031957,6452,6448,0,17,7.41
5.131988,6452,6448,0,17,7.41
5.231957,6452,6448,0,17,7.34
5.331979,6452,6448,163,17,7.34
5.43196,6452,6448,163,17,7.36
5.531987,6452,6448,163,17,7.36
5.631957,6452,6448,163,17,7.39
5.731979,6452,6448,0,17,7.39
5.831964,6452,6448,0,17,7.39
5.931987,6452,6444,0,17,7.4
6.031956,6452,6448,0,17,7.4
6.131979,6452,6448,0,17,7.4
6.231956,6452,6444,0,17,6.19
6.33198,6452,6448,0,17,6.19
6.431955,6452,6448,0,17,6.09
6.531981,6452,6448,0,17,6.09
6.631956,6452,6448,0,17,6.08
6.73198,6452,6448,0,17,6.08
6.831958,6452,6448,0,17,6.08
6.931981,6452,6444,0,17,6.09
7.031955,6452,6448,327,17,6.09
7.13198,6452,6448,327,17,6.09
7.231956,6452,6448,327,17,6.09
7.331979,6452,6444,327,17,6.09
7.431955,6452,6444,327,17,6.09
7.53198,6452,6448,327,17,6.09
7.631988,6452,6444,327,17,6.09
7.731978,6452,6444,0,17,6.09
7.831974,6452,6448,0,17,6.09
7.931997,6452,6444,0,17,6.07
8.031956,6452,6444,163,17,6.07
8.131978,6452,6448,163,17,6.07
8.231957,6452,6444,163,17,6.07
8.33198,6452,6448,0,17,6.07
8.431956,6452,6448,0,17,6.08
8.53198,6452,6448,0,17,6.08
8.631958,6452,6444,0,17,6.08
8.731979,6452,6448,126,17,6.08
8.831957,6452,6448,126,17,6.08
8.931981,6452,6448,126,17,6.06
9.031957,6452,6448,204,17,6.06
9.131981,6452,6444,204,17,6.06
9.231957,6452,6444,204,17,6.08
9.33198,6452,6448,0,17,6.08
9.431956,6452,6448,0,17,6.09
9.531981,6452,6444,0,17,6.09
9.631957,6452,6444,0,17,6.08
9.731987,6452,6444,204,17,6.08
9.831957,6452,6444,204,17,6.08
9.931981,6452,6448,204,17,5.99
10.031957,6452,6444,163,17,5.99
10.131979,6452,6444,163,17,5.99
10.231958,6452,6444,163,17,6.07
10.331985,6452,6444,126,17,6.07
10.431964,6452,6444,126,17,6.07
10.53198,6452,6444,126,17,6.07
10.631956,6452,6444,126,17,6.07
10.731981,6452,6448,0,17,6.07
10.831964,6452,6448,0,17,6.07
10.931979,6452,6444,0,17,6.01
11.03196,6452,6444,126,17,6.01
11.13199,6452,6444,126,17,6.01
11.232003,6452,6444,126,17,6.08
11.33198,6452,6444,163,17,6.08
11.431975,6452,6444,163,17,6.09
11.53198,6452,6444,163,17,6.09
11.631959,6452,6444,163,17,6.09
11.731979,6452,6444,133,17,6.09
11.831956,6452,6444,133,17,6.09
11.93198,6452,6444,133,17,6.09
12.031956,6452,6444,126,17,6.09
12.131986,6452,6448,126,17,6.09
12.231955,6452,6444,126,17,6.09
12.331999,6452,6444,126,17,6.09
12.431965,6452,6444,126,17,6.08
12.53198,6452,6444,126,17,6.08
12.631956,6452,6444,126,17,6.09
12.731979,6452,6444,126,17,6.09
12.831957,6452,6444,126,17,6.09
12.931979,6452,6444,126,17,6.09
13.031964,6452,6444,126,17,6.09
13.131979,6452,6444,126,17,6.09
13.231956,6452,6444,126,17,6.09
13.331981,6452,6444,131,17,6.09
13.431957,6452,6444,131,17,6.09
13.531987,6452,6444,131,17,6.09
13.631957,6452,6444,131,17,6.09
13.731982,6452,6444,127,17,6.09
13.831957,6452,6444,127,17,6.09
13.931988,6452,6444,127,17,6.09
14.031956,6452,6444,134,17,6.09
14.131979,6452,6444,134,17,6.09
14.231957,6452,6444,134,17,6.09
14.331988,6452,6444,126,17,6.09
14.431956,6452,6444,126,17,6.08
14.531981,6452,6444,126,17,6.08
14.631956,6452,6444,126,17,6.09
14.731989,6452,6444,134,17,6.09
14.831958,6452,6444,134,17,6.09
14.931979,6452,6444,134,17,6.08
15.031957,6452,6444,134,17,6.08
15.131987,6452,6444,134,17,6.08
15.231957,6452,6444,134,17,6.08
15.331979,6452,6444,204,17,6.08
15.431957,6452,6444,204,17,6.08
15.531987,6452,6444,204,17,6.08
15.631963,6452,6444,204,17,6.08
15.731979,6452,6444,134,17,6.08
15.831957,6452,6444,134,17,6.08
15.932033,6452,6448,134,17,6.01
16.031957,6452,6444,126,17,6.01
16.13198,6452,6444,126,17,6.01
16.231958,6452,6444,126,17,6.09
16.33198,6452,6444,133,17,6.09
16.431957,6452,6444,133,17,6.09
16.531988,6452,6444,133,17,6.09
16.631956,6452,6444,133,17,6.09
16.731978,6452,6444,133,17,6.09
16.831957,6452,6444,133,17,6.09
16.93198,6452,6444,133,17,6.09
17.031957,6452,6444,127,17,6.09
17.131978,6452,6444,127,17,6.09
17.231956,6452,6444,127,17,6.09
17.331979,6452,6444,129,17,6.09
17.431956,6452,6444,129,17,6.09
17.531985,6452,6444,129,17,6.09
17.631965,6452,6448,129,17,6.08
17.73198,6452,6444,131,17,6.08
17.831955,6452,6444,131,17,6.08
17.931979,6452,6444,131,17,6.09
18.031954,6452,6444,180,17,6.09
18.131979,6452,6444,180,17,6.09
18.231957,6452,6444,180,17,6.08
18.33198,6452,6444,230,17,6.08
18.431956,6452,6444,230,17,6.08
18.53198,6452,6444,230,17,6.08
18.631956,6452,6444,230,17,6.08
18.73198,6452,6444,295,17,6.08
18.831956,6452,6444,295,17,6.08
18.931979,6452,6444,295,17,6.08
19.031956,6452,6444,131,17,6.08
19.131987,6452,6448,131,17,6.08
19.231956,6452,6444,131,17,6.09
19.331981,6452,6444,153,17,6.09
19.43196,6452,6444,153,17,6.09
19.531978,6452,6444,153,17,6.09
19.631979,6452,6444,153,17,6.09
19.731981,6452,6444,218,17,6.09
19.831985,6452,6444,218,17,6.09
19.931991,6452,6444,218,17,6.09
20.031968,6452,6444,148,17,6.09
20.132024,6452,6444,148,17,6.09
20.231974,6452,6444,148,17,6.09
20.331997,6452,6444,197,17,6.09
20.431964,6452,6444,197,17,6.08
20.531981,6452,6444,197,17,6.08
20.631956,6452,6444,197,17,6.09
20.73198,6452,6444,153,17,6.09
20.831958,6452,6444,153,17,6.09
20.931987,6452,6444,153,17,6.08
21.031957,6452,6444,203,17,6.08
21.13198,6452,6444,203,17,6.08
21.231964,6452,6444,203,17,6.08
21.331979,6452,6444,250,17,6.08
21.431956,6452,6444,250,17,6.08
21.531981,6452,6444,250,17,6.08
21.631956,6452,6444,250,17,6.09
21.731979,6452,6444,148,17,6.09
21.831956,6452,6444,148,17,6.09
21.931987,6452,6444,148,17,6.09
22.031957,6452,6444,197,17,6.09
22.131979,6452,6444,197,17,6.09
22.231956,6452,6444,197,17,6.09
22.331982,6452,6444,245,17,6.09
22.431956,6452,6444,245,17,6.08
22.53198,6452,6444,245,17,6.08
22.631957,6452,6444,245,17,6.08
22.731987,6452,6444,312,17,6.08
22.831969,6452,6444,312,17,6.08
22.93198,6452,6444,312,17,6.08
23.031955,6452,6444,360,17,6.08
23.131987,6452,6444,360,17,6.08
23.231958,6452,6444,360,17,6.08
23.331979,6452,6444,409,17,6.08
23.431957,6452,6444,409,17,6.08
23.53198,6452,6444,409,17,6.08
23.631957,6452,6444,409,17,6.08
23.73198,6452,6444,474,17,6.08
23.831964,6452,6444,474,17,6.08
23.931978,6452,6444,474,17,6.07
24.031985,6452,6448,523,17,6.07
24.131979,6452,6444,523,17,6.07
24.231956,6452,6444,523,17,6.09
