t__s,ACT_TILT_CENTER_REAR.Position_CMD,ACT_TILT_CENTER_REAR.Position_FB,ACT_TILT_CENTER_REAR.Torque_FB,ACT_TILT_CENTER_REAR.Temperature_FB__dC,ACT_TILT_CENTER_REAR.Voltage_FB__V
0.071904,7677,7656,677,17,6.04
0.171897,7677,7656,677,17,6.04
0.271897,7677,7656,677,17,6.04
0.371897,7677,7656,337,17,6.04
0.471904,7677,7656,337,17,6.04
0.571897,7677,7656,337,17,6.06
0.671897,7677,7656,465,17,6.06
0.771897,7677,7656,465,17,6.06
0.871906,7677,7656,465,17,6.05
0.971897,7677,7656,595,17,6.05
1.083905,6238,7392,595,17,5.76
1.183885,6238,6284,595,17,5.76
1.283903,6238,6240,595,17,7.31
1.383887,6238,6232,87,17,7.31
1.483886,6238,6232,87,17,7.31
1.583888,6238,6232,87,17,7.4
1.683885,6238,6232,124,17,7.4
1.783887,6238,6232,124,17,7.4
1.88389,6238,6232,124,17,7.4
1.98389,6238,6232,162,17,7.4
2.083887,6238,6232,162,17,7.4
2.183887,6238,6232,162,18,7.4
2.283886,6238,6232,162,18,7.4
2.383887,6238,6232,211,18,7.4
2.483887,6238,6232,211,18,7.4
2.583887,6238,6232,211,18,7.4
2.683886,6238,6232,247,18,7.4
2.783888,6238,6232,247,18,7.4
2.883887,6238,6232,247,18,7.4
2.983887,6238,6232,284,18,7.4
3.083896,6238,6232,284,18,7.39
3.183886,6238,6232,284,18,7.39
3.283894,6238,6232,284,18,7.39
3.383887,6238,6232,334,18,7.39
3.483889,6238,6232,334,18,7.39
3.583886,6238,6232,334,18,7.39
3.683886,6238,6232,370,18,7.39
3.783888,6238,6232,370,18,7.39
3.883886,6238,6232,370,18,7.39
3.983885,6238,6232,407,18,7.39
4.083887,6238,6232,407,18,7.39
4.183887,6238,6232,407,18,7.39
4.283893,6238,6232,407,18,7.3
4.383888,6238,6232,457,18,7.3
4.483887,6238,6236,457,18,7.3
4.583886,6238,6236,457,18,7.37
4.68392,6238,6236,0,18,7.37
4.783887,6238,6236,0,18,7.37
4.883923,6238,6236,0,18,7.39
4.983885,6238,6236,0,18,7.39
5.083899,6238,6236,0,18,7.4
5.183889,6238,6236,0,18,7.4
5.283886,6238,6236,0,18,7.38
5.383886,6238,6236,0,18,7.38
5.483887,6238,6236,0,18,7.38
5.583887,6238,6236,0,18,7.4
5.683895,6238,6236,0,18,7.4
5.783888,6238,6236,0,18,7.4
5.883888,6238,6236,0,18,7.38
5.983894,6238,6236,0,18,7.38
6.08389,6238,6236,0,18,7.39
6.183894,6238,6236,0,18,7.39
6.283885,6238,6236,0,18,6.07
6.383888,6238,6236,0,18,6.07
6.48391,6238,6236,0,18,6.07
6.583889,6238,6236,0,18,6.08
6.683889,6238,6236,0,18,6.08
6.783887,6238,6236,0,18,6.08
6.883886,6238,6236,0,18,6.08
6.983887,6238,6236,0,18,6.08
7.083887,6238,6236,0,18,6.07
7.183887,6238,6236,0,18,6.07
7.283885,6238,6236,0,18,6.08
7.383887,6238,6236,0,18,6.08
7.483887,6238,6236,0,18,6.08
7.583887,6238,6236,0,18,6.08
7.683886,6238,6236,0,18,6.08
7.783889,6238,6236,0,18,6.08
7.883886,6238,6236,0,18,6.07
7.98393,6238,6236,0,18,6.07
8.083887,6238,6236,0,18,6.07
8.183922,6238,6236,0,18,6.07
8.283889,6238,6236,0,18,6.07
8.383904,6238,6236,0,18,6.07
8.483887,6238,6236,0,18,6.07
8.583887,6238,6236,0,18,6.07
8.683891,6238,6236,0,18,6.07
8.783887,6238,6236,0,18,6.07
8.883886,6238,6236,0,18,6.07
8.983887,6238,6236,0,18,6.07
9.083888,6238,6236,0,18,6.08
9.183888,6238,6236,0,18,6.08
9.283887,6238,6236,0,18,6.04
9.383889,6238,6236,0,18,6.04
9.483886,6238,6236,0,18,6.04
9.583921,6238,6236,0,18,6.08
9.683889,6238,6236,0,18,6.08
9.783914,6238,6236,0,18,6.08
9.883891,6238,6236,0,18,6.08
9.983886,6238,6236,0,18,6.08
10.083886,6238,6236,0,18,6.08
10.183887,6238,6236,0,18,6.08
10.283885,6238,6236,0,18,6.08
10.383886,6238,6236,0,18,6.08
10.483885,6238,6236,0,18,6.08
10.583887,6238,6236,0,18,6.08
10.683886,6238,6236,0,18,6.08
10.783886,6238,6236,0,18,6.08
10.883886,6238,6236,0,18,6.08
10.983887,6238,6236,0,18,6.08
11.083887,6238,6236,0,18,6.08
11.183888,6238,6236,0,18,6.08
11.283887,6238,6236,0,18,6.08
11.383887,6238,6236,0,18,6.08
11.483889,6238,6236,0,18,6.08
11.583887,6238,6236,0,18,6.08
11.683889,6238,6236,0,18,6.08
11.783888,6238,6236,0,18,6.08
11.883896,6238,6236,0,18,6.06
11.983887,6238,6236,0,18,6.06
12.083886,6238,6236,0,18,6.07
12.183887,6238,6236,0,17,6.07
12.283888,6238,6236,0,17,6.06
12.383886,6238,6236,0,17,6.06
12.483886,6238,6236,0,17,6.06
12.58391,6238,6236,0,17,6.01
12.683884,6238,6236,0,17,6.01
12.783888,6238,6236,0,17,6.01
12.883886,6238,6236,0,17,6.08
12.983888,6238,6236,0,17,6.08
13.083886,6238,6236,0,17,6.08
13.183888,6238,6236,0,17,6.08
13.283886,6238,6236,0,17,6.08
13.383887,6238,6236,0,17,6.08
13.483885,6238,6236,0,17,6.08
13.583886,6238,6236,0,17,6.08
13.683886,6238,6236,0,17,6.08
13.783887,6238,6236,0,17,6.08
13.883886,6238,6236,0,17,6.08
13.983887,6238,6236,0,17,6.08
14.083888,6238,6236,0,17,6.08
14.183887,6238,6236,0,17,6.08
14.283885,6238,6236,0,17,6.08
14.383907,6238,6236,0,17,6.08
14.483886,6238,6236,0,17,6.08
14.583887,6238,6236,0,17,6.07
14.683887,6238,6236,0,17,6.07
14.783887,6238,6236,0,17,6.07
14.883886,6238,6236,0,17,6.08
14.983886,6238,6236,0,17,6.08
15.083889,6238,6236,0,17,6.08
15.183887,6238,6236,0,18,6.08
15.283886,6238,6236,0,18,6.08
15.383891,6238,6236,0,18,6.08
15.483887,6238,6236,0,18,6.08
15.583887,6238,6236,0,18,6.08
15.683886,6238,6236,0,18,6.08
15.783896,6238,6236,0,18,6.08
15.883894,6238,6236,0,18,6.08
15.983887,6238,6236,0,18,6.08
16.083888,6238,6236,0,18,6.08
16.183895,6238,6236,0,18,6.08
16.283886,6238,6236,0,18,6.08
16.383886,6238,6236,0,18,6.08
16.483888,6238,6236,0,18,6.08
16.583887,6238,6236,0,18,6.08
16.683894,6238,6236,0,18,6.08
16.783887,6238,6236,0,18,6.08
16.883893,6238,6236,0,18,6.08
16.983886,6238,6236,0,18,6.08
17.083885,6238,6236,0,18,6.08
17.183888,6238,6236,0,17,6.08
17.283909,6238,6236,0,17,6.08
17.38389,6238,6236,0,17,6.08
17.483888,6238,6236,0,17,6.08
17.583895,6238,6236,0,17,6.08
