t__s,ACT_AILERON_RIGHT.Position_CMD,ACT_AILERON_RIGHT.Position_FB,ACT_AILERON_RIGHT.Torque_FB,ACT_AILERON_RIGHT.Temperature_FB__dC,ACT_AILERON_RIGHT.Voltage_FB__V
0.011959,8906,8900,172,35,6.05
0.111983,8906,8900,172,35,6.09
0.211956,8906,8896,93,35,6.09
0.311981,8906,8900,93,35,6.04
0.411959,8906,8896,93,35,6.04
0.511982,8906,8896,93,35,6.04
0.611957,8906,8900,98,35,6.04
0.711981,8906,8896,98,35,6.04
0.811957,8906,8896,98,35,6.04
0.91198,8906,8896,69,35,6.04
1.027989,8226,8900,69,35,6.04
1.12801,8244,8268,69,35,6.14
1.22799,8244,8248,0,35,6.14
1.32799,8244,8248,0,35,7.49
1.427989,8244,8248,0,35,7.49
1.528013,8244,8248,0,35,7.5
1.627989,8244,8252,81,35,7.5
1.727998,8244,8248,81,35,7.5
1.827991,8244,8248,81,35,7.5
1.928016,8244,8248,0,35,7.5
2.027992,8244,8248,0,35,7.5
2.127988,8244,8248,0,35,7.5
2.227989,8244,8248,0,35,7.5
2.328016,8244,8248,0,35,7.5
2.427989,8244,8248,0,35,7.5
2.528023,8244,8248,0,35,7.5
2.627998,8244,8248,0,35,7.5
2.728021,8244,8248,0,35,7.5
2.827988,8244,8248,0,35,7.5
2.928007,8244,8248,286,35,7.5
3.027989,8244,8248,286,35,7.5
3.128007,8244,8248,286,35,7.5
3.227989,8244,8248,0,35,7.5
3.32799,8244,8248,0,35,7.49
3.427991,8248,8248,0,35,7.49
3.528012,8258,8248,0,35,7.5
3.627989,8257,8256,0,35,7.5
3.727991,8257,8256,0,35,7.5
3.827988,8257,8256,0,35,7.5
3.927998,8258,8256,0,35,7.5
4.027991,8258,8256,0,35,7.5
4.127989,8260,8256,0,35,7.5
4.227988,8263,8256,54,35,7.5
4.327998,8262,8260,54,35,7.5
4.427987,8285,8260,54,35,7.5
4.527989,9579,8992,54,35,7.39
4.627991,9579,9568,226,35,7.39
4.727997,9579,9568,226,35,7.39
4.827988,9579,9568,226,35,7.48
4.927988,9579,9568,238,35,7.48
5.027989,9579,9568,238,35,7.48
5.127999,9579,9568,238,35,7.47
5.22799,9579,9568,249,35,7.47
5.32799,9579,9568,249,35,7.48
5.427998,9579,9568,249,35,7.48
5.527997,9579,9568,249,35,7.48
5.627989,9579,9568,264,35,7.48
5.727988,9579,9568,264,35,7.48
5.827989,9579,9568,264,35,7.49
5.928011,9579,9568,105,35,7.49
6.027998,9579,9568,105,35,7.49
6.12799,9579,9568,105,35,7.49
6.22801,9579,9568,116,35,7.49
6.328003,9579,9568,116,35,6.14
6.427988,9579,9568,116,35,6.14
6.528001,9579,9568,116,35,6.13
6.627991,9579,9568,131,35,6.13
6.728016,9579,9568,131,35,6.13
6.827991,9579,9568,131,35,6.13
6.92799,9579,9568,143,35,6.13
7.028006,9579,9568,143,35,6.13
7.128015,9579,9568,143,35,6.13
7.228025,9579,9568,153,35,6.13
7.32799,9579,9568,153,35,6.13
7.428035,9579,9568,153,35,6.13
7.528013,9579,9568,153,35,6.13
7.628017,9579,9568,168,35,6.13
7.727997,9579,9568,168,35,6.13
7.827939,9579,9568,168,35,6.13
7.92795,9579,9568,180,35,6.13
8.027941,9579,9568,180,35,6.13
8.127949,9579,9568,180,35,6.13
8.227943,9579,9568,191,35,6.13
8.327962,9579,9568,191,35,6.13
8.427955,9579,9568,191,35,6.13
8.527944,8469,9524,191,35,6.04
8.627969,8251,8320,243,35,6.04
8.727955,8250,8260,243,35,6.04
8.827977,8250,8256,243,35,6.13
8.927951,8250,8256,98,35,6.13
9.027957,8249,8256,98,35,6.13
9.127966,8247,8256,98,35,6.13
9.227939,8247,8252,97,35,6.13
9.327948,8247,8252,97,35,6.13
9.427938,8247,8252,97,35,6.13
9.527962,8247,8252,97,35,6.14
9.627939,8247,8252,104,35,6.14
9.72794,8247,8252,104,35,6.14
9.82794,8247,8252,104,35,6.13
9.92796,8256,8252,0,35,6.13
10.02794,9579,8448,0,35,6.13
10.127939,9579,9476,0,35,6.11
10.227939,9579,9564,281,35,6.11
10.327977,9579,9568,281,35,6.12
10.427939,9579,9568,281,35,6.12
10.527939,9579,9568,281,35,6.12
10.627939,9579,9568,259,35,6.12
10.727966,9579,9568,259,35,6.12
10.827937,9579,9568,259,35,6.12
10.927939,9579,9568,100,35,6.12
11.027941,9579,9568,100,35,6.12
11.127963,9579,9568,100,35,6.13
11.22794,9579,9568,110,35,6.13
11.327956,9579,9568,110,35,6.13
11.427941,9579,9568,110,35,6.13
11.527962,9579,9568,110,35,6.13
11.627939,9579,9568,126,35,6.13
11.727961,9579,9568,126,35,6.13
11.827938,9579,9568,126,35,6.13
11.927964,9579,9568,138,35,6.13
12.027938,9579,9568,138,35,6.13
12.12794,9579,9568,138,35,6.13
12.22794,9579,9568,150,35,6.13
12.327962,9579,9568,150,35,6.13
12.42794,8289,9568,150,35,6.13
12.527941,8250,8728,150,35,6.06
12.627939,8232,8252,0,35,6.06
12.727955,8224,8240,0,35,6.06
12.827942,7943,8056,0,35,6.07
12.92794,7943,7960,199,35,6.07
13.027939,7943,7960,199,35,6.07
13.127957,7943,7960,199,35,6.12
13.227988,7943,7960,218,35,6.12
13.327989,7943,7960,218,35,6.12
13.427989,7943,7960,218,35,6.12
13.528022,7943,7960,218,35,6.13
13.62799,7943,7960,240,35,6.13
13.727989,7943,7960,240,35,6.13
13.827988,7943,7960,240,35,6.12
13.928011,7943,7960,257,35,6.12
14.027988,7943,7956,257,35,6.12
14.12799,8242,7996,257,35,6.08
14.22799,8229,8220,3,35,6.08
14.328014,8234,8220,3,35,6.13
14.42799,8256,8244,3,35,6.13
14.52799,8344,8248,3,35,6.13
14.627989,8342,8336,27,35,6.13
14.728023,8341,8336,27,35,6.13
14.827999,8341,8336,27,35,6.14
14.927988,8341,8336,1,35,6.14
15.027989,8340,8336,1,35,6.14
15.128012,8340,8336,1,35,6.13
15.227987,8340,8336,0,35,6.13
15.32799,8340,8336,0,35,6.14
15.42799,8340,8336,0,35,6.14
15.528013,8315,8336,0,35,6.14
15.627996,8236,8264,266,35,6.14
15.727992,8232,8240,266,35,6.14
15.828005,8232,8240,266,35,6.13
15.928012,8235,8244,269,35,6.13
16.028025,8305,8240,269,35,6.13
16.12799,8381,8360,269,35,6.13
16.228037,8385,8380,46,35,6.13
16.327995,8385,8384,46,35,6.14
16.428005,8385,8384,46,35,6.14
16.528007,8385,8384,46,35,6.13
16.627989,8385,8384,0,35,6.13
16.72801,8385,8384,0,35,6.13
16.827989,8385,8384,0,35,6.13
16.927992,8385,8384,0,35,6.13
17.027996,8385,8384,0,35,6.13
17.127996,8273,8316,0,35,6.13
17.227989,8247,8260,134,35,6.13
17.327989,8248,8252,134,35,6.13
17.427989,8248,8252,134,35,6.13
17.528014,8248,8252,134,35,6.13
17.627987,8248,8252,0,35,6.13
17.727998,8248,8252,0,35,6.13
17.827989,8248,8252,0,35,6.13
17.928003,8248,8252,0,35,6.13
18.027989,8248,8252,0,35,6.13
18.127989,8248,8252,0,35,6.13
18.227987,8248,8252,0,35,6.13
18.328015,8248,8252,0,35,6.13
18.42799,8248,8252,0,35,6.13
18.52799,8248,8252,0,35,6.14
18.627988,8248,8252,0,35,6.14
18.728022,8248,8252,0,35,6.14
18.827987,8248,8252,0,35,6.14
18.92799,8248,8252,0,35,6.14
19.02799,8248,8252,0,35,6.14
19.128016,8248,8252,0,35,6.14
19.227989,8248,8252,0,35,6.14
19.327989,8248,8252,0,35,6.14
19.427989,8248,8252,0,35,6.14
19.528009,8248,8252,0,35,6.14
19.627988,8248,8252,0,35,6.14
19.727991,8248,8252,0,35,6.14
19.827988,8248,8252,0,35,6.13
19.92801,8248,8252,0,35,6.13
