t__s,ACT_AILERON_LEFT.Position_CMD,ACT_AILERON_LEFT.Position_FB,ACT_AILERON_LEFT.Torque_FB,ACT_AILERON_LEFT.Temperature_FB__dC,ACT_AILERON_LEFT.Voltage_FB__V
-0.008088,7244,7248,0,32,6.13
0.09191,7244,7248,0,32,6.13
0.19191,7244,7248,0,32,6.13
0.291939,7244,7248,0,32,6.14
0.39191,7244,7248,0,32,6.14
0.491912,7244,7248,0,32,6.14
0.59191,7244,7248,0,32,6.13
0.69191,7244,7248,0,32,6.13
0.79191,7244,7248,0,32,6.13
0.89191,7244,7248,0,32,6.13
0.995947,7849,7248,0,32,6.13
1.095949,7889,7868,47,32,6.13
1.195947,7889,7888,47,32,6.13
1.295949,7889,7888,47,32,7.51
1.395949,7889,7888,0,32,7.51
1.495948,7889,7888,0,32,7.51
1.595947,7889,7888,0,32,7.51
1.695886,7889,7888,0,32,7.51
1.795886,7889,7888,0,32,7.51
1.895887,7889,7888,0,32,7.51
1.995886,7889,7888,0,32,7.51
2.095886,7889,7888,0,32,7.51
2.195887,7889,7888,0,32,7.51
2.295886,7889,7888,0,32,7.51
2.395887,7889,7884,259,32,7.51
2.495886,7889,7888,259,32,7.51
2.595886,7889,7888,259,32,7.51
2.695887,7889,7888,0,32,7.51
2.795887,7889,7888,0,32,7.51
2.895886,7889,7884,0,32,7.51
2.995886,7889,7888,0,32,7.51
3.095887,7889,7888,0,32,7.51
3.195886,7889,7888,0,32,7.51
3.295886,7889,7888,0,32,7.51
3.395886,7889,7888,0,32,7.51
3.495894,7889,7888,0,32,7.51
3.595886,7889,7888,0,32,7.51
3.695886,7889,7888,0,32,7.51
3.795886,7889,7888,0,32,7.51
3.895886,7889,7888,0,32,7.51
3.995886,7889,7888,0,32,7.51
4.095887,7889,7888,0,32,7.51
4.195885,7889,7888,0,32,7.51
4.295886,7889,7888,0,32,7.51
4.395885,7889,7888,0,32,7.51
4.495885,7889,7888,0,32,7.51
4.595887,7889,7888,0,32,7.51
4.695886,7889,7888,0,32,7.51
4.795894,7889,7888,0,32,7.51
4.895886,7889,7888,0,32,7.51
4.995886,7889,7888,0,32,7.51
5.095886,7889,7888,0,32,7.51
5.195933,7889,7888,0,32,7.51
5.295892,7889,7888,0,32,7.51
5.395935,7889,7888,0,32,7.51
5.495887,7889,7888,0,32,7.51
5.595886,7889,7888,0,32,7.51
5.695888,7889,7888,0,32,7.51
5.795886,7889,7888,0,32,7.51
5.895886,7889,7888,0,32,7.51
5.995886,7889,7888,0,32,7.51
6.095886,7889,7888,0,32,7.51
6.195886,7889,7888,0,32,7.51
6.295889,7889,7888,0,32,6.15
6.395886,7889,7888,0,32,6.15
6.49589,7889,7888,0,32,6.15
6.595885,7889,7888,0,32,6.15
