t__s,ACT_RUDDER.Position_CMD,ACT_RUDDER.Position_FB,ACT_RUDDER.Torque_FB,ACT_RUDDER.Temperature_FB__dC,ACT_RUDDER.Voltage_FB__V
0.071904,8300,8308,146,11,6.06
0.171897,8300,8308,146,11,6.06
0.271897,8300,8304,146,11,6.06
0.371897,8300,8304,286,11,6.06
0.471904,8300,8304,286,11,6.06
0.571897,8300,8304,286,11,6.07
0.671897,8300,8304,0,11,6.07
0.771897,8300,8304,0,11,6.07
0.871906,8300,8304,0,11,6.06
0.971897,8300,8304,0,11,6.06
1.083905,8319,8460,0,11,5.77
1.183885,8331,8336,0,11,5.77
1.283903,8334,8336,0,11,6.32
1.383887,8337,8340,0,11,6.32
1.483886,8338,8340,0,11,6.32
1.583888,8339,8340,0,11,7.42
1.683885,8340,8340,0,11,7.42
1.783887,8341,8340,0,11,7.42
1.88389,8342,8340,0,11,7.41
1.98389,8342,8340,0,11,7.41
2.083887,8342,8340,0,11,7.42
2.183887,8342,8340,0,11,7.42
2.283886,8343,8340,0,11,7.42
2.383887,8343,8340,0,11,7.42
2.483887,8343,8340,0,11,7.42
2.583887,8343,8340,0,11,7.42
2.683886,8343,8340,0,11,7.42
2.783888,8343,8340,0,11,7.42
2.883887,8343,8340,0,11,7.41
2.983887,8343,8340,0,11,7.41
3.083896,8343,8340,0,11,7.41
3.183886,8343,8340,0,11,7.41
3.283894,8343,8340,0,11,7.42
3.383887,8343,8340,0,11,7.42
3.483889,8343,8340,0,11,7.42
3.583886,8343,8340,0,11,7.42
3.683886,8343,8340,0,11,7.42
3.783888,8343,8340,0,11,7.42
3.883886,8343,8340,0,11,7.41
3.983885,8343,8344,0,11,7.41
4.083887,8343,8340,0,11,7.41
4.183887,9259,8344,0,11,7.41
4.283893,9748,9416,0,11,7.31
4.383888,9610,9744,0,11,7.31
4.483887,9281,9456,0,11,7.31
4.583886,9038,9160,0,11,7.39
4.68392,8858,8948,325,11,7.39
4.783887,8724,8784,325,11,7.39
4.883923,8626,8668,325,11,7.41
4.983885,8552,8584,139,11,7.41
5.083899,8498,8528,139,11,7.42
5.183889,6800,8404,139,11,7.42
5.283886,6800,6876,139,11,7.4
5.383886,6800,6808,73,11,7.4
5.483887,6800,6808,73,11,7.4
5.583887,6837,6808,73,11,7.41
5.683895,7228,7028,184,11,7.41
5.783888,9037,7420,184,11,7.41
5.883888,9249,9172,184,11,7.39
5.983894,9014,9140,167,11,7.39
6.08389,8840,8932,167,11,7.41
6.183894,8711,8784,167,11,7.41
6.283885,8616,8668,167,11,6.07
6.383888,8545,8584,71,11,6.07
6.48391,8493,8520,71,11,6.07
6.583889,8454,8472,71,11,6.08
6.683889,8425,8440,0,11,6.08
6.783887,8404,8420,0,11,6.08
6.883886,8388,8400,0,11,6.08
6.983887,8376,8388,64,11,6.08
7.083887,8368,8376,64,11,6.07
7.183887,8361,8372,64,11,6.07
7.283885,8357,8368,64,11,6.08
7.383887,8353,8360,54,11,6.08
7.483887,8351,8356,54,11,6.08
7.583887,8371,8356,54,11,6.08
7.683886,8394,8372,138,11,6.08
7.783889,8367,8380,138,11,6.08
7.883886,8337,8344,138,11,6.08
7.98393,8324,8332,0,11,6.08
8.083887,8325,8328,0,11,6.07
8.183922,8328,8328,0,11,6.07
8.283889,8332,8328,0,11,6.08
8.383904,8335,8328,56,11,6.08
8.483887,8323,8328,56,11,6.08
8.583887,8302,8304,56,11,6.07
8.683891,8321,8324,0,11,6.07
8.783887,8397,8328,0,11,6.07
8.883886,8437,8412,0,11,6.08
8.983887,8414,8424,0,11,6.08
9.083888,8396,8412,0,11,6.07
9.183888,8374,8396,0,11,6.07
9.283887,8296,8352,0,11,6.03
9.383889,8307,8308,0,11,6.03
9.483886,8316,8308,0,11,6.03
9.583921,8323,8312,0,11,6.08
9.683889,8328,8320,58,11,6.08
9.783914,8331,8324,58,11,6.08
9.883891,8334,8328,58,11,6.08
9.983886,8336,8328,66,11,6.08
10.083886,8338,8332,66,11,6.08
10.183887,8339,8332,66,11,6.08
