t__s,ACT_TILT_CENTER_REAR.Position_CMD,ACT_TILT_CENTER_REAR.Position_FB,ACT_TILT_CENTER_REAR.Torque_FB,ACT_TILT_CENTER_REAR.Temperature_FB__dC,ACT_TILT_CENTER_REAR.Voltage_FB__V
0.012039,7851,7836,465,31,6.09
0.112063,7851,7836,465,31,6.09
0.212062,7851,7836,465,31,6.09
0.312003,7851,7840,484,31,6.09
0.412041,7851,7840,484,31,6.09
0.512005,7851,7840,484,31,6.08
0.612094,7851,7836,622,31,6.08
0.712035,7851,7840,622,31,6.08
0.812042,7851,7840,622,31,6.08
0.912012,7851,7840,622,31,6.08
1.02809,6412,7840,487,31,6.08
1.12806,6412,6560,487,31,6.08
1.228059,6412,6412,487,31,7.44
1.328065,6412,6412,0,31,7.44
1.428059,6412,6408,0,31,7.44
1.528066,6412,6408,0,31,7.44
1.62806,6412,6412,0,31,7.44
1.728064,6412,6408,0,31,7.44
1.82806,6412,6408,0,31,7.44
1.928075,6412,6408,0,31,7.44
2.028059,6412,6408,0,31,7.44
2.128061,6412,6408,0,31,7.44
2.228058,6412,6408,0,31,7.44
2.32806,6412,6408,0,31,7.44
2.428059,6412,6412,0,31,7.44
2.528062,6412,6408,0,31,7.44
2.62806,6412,6408,0,31,7.44
2.728077,6412,6408,0,31,7.44
2.82806,6412,6408,0,32,7.44
2.92809,6412,6408,0,32,7.45
3.02806,6412,6408,0,32,7.45
3.128062,6412,6408,0,32,7.45
3.22806,6412,6408,0,32,7.4
3.328062,6412,6408,0,32,7.4
3.428064,6412,6408,0,32,7.4
3.528065,6412,6408,0,32,7.43
3.628061,6412,6412,0,32,7.43
3.728072,6412,6408,0,32,7.44
3.828065,6412,6408,0,32,7.44
3.928065,6412,6408,0,32,7.44
4.02806,6412,6408,0,32,7.44
4.128067,6412,6408,0,32,7.44
4.228063,6412,6412,0,32,7.44
4.32807,6412,6408,0,32,7.44
4.428062,6412,6408,0,32,7.44
4.52806,6412,6408,0,32,7.44
4.628062,6412,6408,0,32,7.44
4.728064,6412,6408,0,32,7.42
4.828062,6412,6408,0,32,7.42
4.928076,6412,6408,0,32,7.44
5.028066,6412,6412,0,32,7.44
5.12809,6412,6408,0,32,7.44
5.228015,6412,6408,0,32,7.42
5.328014,6412,6408,0,32,7.42
5.428011,6412,6408,0,32,7.42
5.528032,6412,6408,0,32,7.41
5.628013,6412,6408,0,32,7.41
5.728011,6412,6408,0,32,7.43
5.828015,6412,6408,0,32,7.43
5.928014,6412,6408,0,32,7.44
6.028014,6412,6408,0,32,7.44
6.12801,6412,6408,0,32,7.44
6.228014,6412,6412,0,32,6.11
6.328012,6412,6408,0,32,6.11
6.428011,6412,6408,0,32,6.11
6.528011,6412,6408,0,32,6.12
6.62801,6412,6412,0,32,6.12
6.72801,6412,6408,0,32,6.11
6.82801,6412,6412,0,32,6.11
6.928012,6412,6408,0,32,6.07
7.02801,6412,6408,0,32,6.07
7.128011,6412,6408,0,32,6.07
7.22801,6412,6408,0,32,6.09
7.32801,6412,6408,0,32,6.09
7.42801,6412,6408,0,32,6.09
7.528015,6412,6408,0,32,6.11
7.628012,6412,6408,0,32,6.11
7.72801,6412,6408,0,32,6.1
7.828011,6412,6408,0,32,6.1
7.928015,6412,6408,0,32,6.1
8.02801,6412,6408,0,32,6.1
8.12801,6412,6408,0,32,6.1
8.228011,6412,6408,0,32,6.11
8.328013,6412,6408,0,32,6.11
8.42801,6412,6408,0,32,6.11
8.528009,6412,6408,0,32,6.11
8.628017,6412,6408,0,32,6.11
8.72801,6412,6408,0,32,6.11
8.828011,6412,6408,0,32,6.11
8.92801,6412,6408,0,32,6.11
9.02802,6412,6412,0,32,6.11
9.128017,6412,6408,0,32,6.11
9.228018,6412,6408,0,32,6.11
9.328021,6412,6408,0,32,6.11
9.428018,6412,6408,0,32,6.11
9.528023,6412,6408,0,32,6.11
9.628019,6412,6408,0,32,6.11
9.728019,6412,6408,0,32,6.11
9.828018,6412,6408,0,32,6.11
9.928022,6412,6408,0,32,6.1
10.028011,6412,6408,0,32,6.1
10.128009,6412,6408,0,32,6.1
10.228014,6412,6408,0,32,6.1
10.328013,6412,6408,0,32,6.1
10.428017,6412,6408,0,32,6.1
10.528009,6412,6408,0,32,6.1
10.628011,6412,6408,0,32,6.1
10.728011,6412,6408,0,32,6.1
