t__s,ACT_RUDDER.Position_CMD,ACT_RUDDER.Position_FB,ACT_RUDDER.Torque_FB,ACT_RUDDER.Temperature_FB__dC,ACT_RUDDER.Voltage_FB__V
0.072016,8384,8388,0,16,6.04
0.172039,8384,8388,0,16,6.04
0.272009,8384,8388,0,16,6.04
0.372039,8384,8388,0,16,6.04
0.472059,8384,8388,0,16,6.04
0.572038,8384,8388,0,16,6.04
0.672044,8384,8388,0,16,6.04
0.772045,8384,8388,0,16,6.04
0.872032,8384,8388,0,16,6.04
0.972036,8384,8388,0,16,6.04
1.072008,8423,8428,46,16,6.04
1.172037,8421,8424,46,16,6.04
1.272008,8422,8424,46,16,7.37
1.372039,8423,8424,0,16,7.37
1.472007,8424,8424,0,16,7.38
1.572029,8424,8424,0,16,7.38
1.67201,8424,8424,0,16,7.38
1.772046,8425,8424,0,16,7.38
1.872008,8425,8424,0,16,7.38
1.972038,8425,8424,0,16,7.38
2.072008,8425,8424,0,16,7.38
2.172039,8425,8424,0,16,7.38
2.272008,8425,8424,0,16,7.38
2.372037,8425,8424,0,16,7.38
2.472007,8425,8424,0,16,7.38
2.572039,8425,8424,0,16,7.38
2.672009,8425,8424,0,16,7.38
2.772041,8425,8424,0,16,7.38
2.872008,8425,8424,0,16,7.38
2.972046,8425,8424,0,16,7.38
3.072009,8425,8424,0,16,7.38
3.172047,8425,8424,0,16,7.38
3.272007,8425,8424,0,16,7.38
3.372037,8425,8424,0,16,7.38
3.472008,8425,8424,0,16,7.38
3.572048,8425,8424,0,16,7.38
3.672006,8425,8424,0,16,7.38
3.772039,8425,8424,0,16,7.38
3.872007,8425,8424,0,16,7.38
3.972037,8425,8424,0,16,7.39
4.072007,8425,8424,0,16,7.39
4.172039,8425,8424,0,16,7.39
4.272008,8426,8424,0,16,7.38
4.372048,8426,8424,0,16,7.38
4.472008,8426,8424,0,16,7.39
4.572037,8426,8424,0,16,7.39
4.672008,8426,8424,0,16,7.38
4.772039,8426,8424,0,16,7.38
4.872008,8414,8420,0,16,7.38
4.972038,8410,8416,0,16,7.38
5.072009,8409,8412,0,16,7.38
5.172039,8406,8412,0,16,7.38
5.27201,6924,8364,0,16,7.33
5.372037,6924,7040,568,16,7.33
5.472017,7250,7092,568,16,7.32
5.572038,7555,7436,568,16,7.32
5.672009,7781,7696,568,16,7.36
5.77204,7949,7884,559,16,7.36
5.872009,8073,8024,559,16,7.36
5.972047,8165,8128,559,16,7.37
6.072008,8233,8208,11,16,7.37
6.17204,8283,8264,11,16,7.37
6.272009,8321,8300,11,16,6.04
6.372047,8348,8332,160,16,6.04
6.472009,8376,8356,160,16,6.04
6.572038,8496,8468,160,16,6.04
6.672009,8491,8492,160,16,6.05
6.772046,8474,8488,131,16,6.05
6.872008,8699,8620,131,16,6.05
6.972015,8677,8700,131,16,6.04
7.072008,8647,8644,0,16,6.04
7.172076,8966,8776,0,16,6.04
7.272007,9149,9044,0,16,6.03
7.372051,9438,9172,300,16,6.03
7.472015,9390,9440,300,16,6.05
7.572039,9203,9308,300,16,6.05
7.672009,9110,9132,300,16,6.03
7.772036,9784,9476,1296,16,6.03
7.872017,9784,9768,1296,16,6.03
7.97204,9652,9768,1296,16,6.03
8.072009,9334,9484,329,16,6.03
8.17204,9098,9200,329,16,6.03
8.272008,8924,8992,329,16,6.03
8.372046,8795,8844,255,16,6.03
8.472009,8699,8736,255,16,6.03
8.572039,8628,8652,255,16,6.03
8.672017,8576,8596,255,16,6.04
8.772039,8537,8552,122,16,6.04
8.872008,8508,8520,122,16,6.04
8.972038,7976,8156,122,16,5.94
9.072015,7912,7988,406,16,5.94
9.172038,7366,7752,406,16,5.94
9.272008,7215,7164,406,16,6.04
9.37204,7445,7312,819,16,6.04
9.47201,7677,7580,819,16,6.02
9.572038,7854,7772,819,16,6.02
9.672008,7999,7936,819,16,6.03
9.772039,8110,8060,214,16,6.03
9.872008,8192,8156,214,16,6.03
9.972039,8253,8224,214,16,6.04
10.072007,8298,8276,11,16,6.04
10.17204,8344,8324,11,16,6.04
10.272008,8375,8360,11,16,5.96
10.372046,8390,8380,105,16,5.96
10.472009,8400,8392,105,16,6.04
10.57204,8406,8396,105,16,6.04
10.672008,8411,8404,105,16,6.04
10.772038,8415,8408,88,16,6.04
10.872008,8419,8412,88,16,6.04
10.972038,8421,8416,88,16,6.04
11.071974,8422,8416,87,16,6.04
