t__s,ACT_TILT_CENTER_REAR.Position_CMD,ACT_TILT_CENTER_REAR.Position_FB,ACT_TILT_CENTER_REAR.Torque_FB,ACT_TILT_CENTER_REAR.Temperature_FB__dC,ACT_TILT_CENTER_REAR.Voltage_FB__V
0.072016,7965,7964,0,23,6.07
0.172039,7965,7964,0,23,6.07
0.272009,7965,7964,0,23,6.07
0.372039,7965,7964,0,23,6.07
0.472059,7965,7964,0,23,6.07
0.572038,7965,7964,0,23,6.07
0.672044,7965,7964,0,23,6.07
0.772045,7965,7964,0,23,6.07
0.872032,7965,7964,0,23,6.07
0.972036,7965,7964,0,23,6.07
1.072008,7146,7628,2264,23,6.07
1.172037,6574,6708,2264,23,6.07
1.272008,6526,6524,2264,23,7.39
1.372039,6526,6520,93,23,7.39
1.472007,6526,6524,93,23,7.4
1.572029,6526,6520,93,23,7.4
1.67201,6526,6520,93,23,7.4
1.772046,6526,6520,0,23,7.4
1.872008,6526,6520,0,23,7.4
1.972038,6526,6520,0,23,7.4
2.072008,6526,6520,93,23,7.4
2.172039,6526,6524,93,23,7.4
2.272008,6526,6524,93,23,7.4
2.372037,6526,6524,0,23,7.4
2.472007,6526,6520,0,23,7.4
2.572039,6526,6520,0,24,7.4
2.672009,6526,6524,0,24,7.4
2.772041,6526,6520,0,24,7.4
2.872008,6526,6524,0,24,7.4
2.972046,6526,6520,0,24,7.4
3.072009,6526,6524,0,24,7.4
3.172047,6526,6524,0,24,7.4
3.272007,6526,6524,0,24,7.4
3.372037,6526,6524,0,24,7.4
3.472008,6526,6524,0,24,7.4
3.572048,6526,6524,0,24,7.4
3.672006,6526,6524,0,24,7.4
3.772039,6526,6524,0,24,7.4
3.872007,6526,6524,0,24,7.4
3.972037,6526,6524,0,24,7.4
4.072007,6526,6524,0,24,7.4
4.172039,6526,6524,0,24,7.4
4.272008,6526,6524,0,24,7.4
4.372048,6526,6524,0,24,7.4
4.472008,6526,6524,0,24,7.4
4.572037,6526,6524,0,24,7.4
4.672008,6526,6524,0,24,7.4
4.772039,6526,6524,0,24,7.4
4.872008,6526,6524,0,24,7.4
4.972038,6526,6524,0,24,7.4
5.072009,6526,6524,0,24,7.4
5.172039,6526,6524,0,24,7.4
5.27201,6526,6524,0,24,7.38
5.372037,6526,6524,0,24,7.38
5.472017,6526,6524,0,24,7.38
5.572038,6526,6524,0,24,7.38
5.672009,6526,6524,0,24,7.4
5.77204,6526,6524,0,24,7.4
5.872009,6526,6524,0,24,7.4
5.972047,6526,6524,0,24,7.39
6.072008,6526,6524,0,24,7.39
6.17204,6526,6524,0,24,7.39
6.272009,6526,6524,0,24,6.08
6.372047,6526,6524,0,24,6.08
6.472009,6526,6524,0,24,6.07
6.572038,6526,6524,0,24,6.07
6.672009,6526,6524,0,24,6.08
6.772046,6526,6524,0,24,6.08
6.872008,6526,6524,0,24,6.08
6.972015,6526,6524,0,24,6.08
7.072008,6526,6524,0,24,6.08
7.172076,6526,6524,0,24,6.08
7.272007,6526,6524,0,24,6.07
7.372051,6526,6524,0,24,6.07
7.472015,6526,6524,0,24,6.08
7.572039,6526,6524,0,24,6.08
7.672009,6526,6524,0,24,6.07
7.772036,6526,6524,0,24,6.07
7.872017,6526,6524,0,24,6.07
7.97204,6526,6524,0,24,6.07
8.072009,6526,6524,0,24,6.07
8.17204,6526,6524,0,24,6.07
8.272008,6526,6524,0,24,6.06
8.372046,6526,6524,0,24,6.06
8.472009,6526,6524,0,24,6.07
8.572039,6526,6524,0,24,6.07
8.672017,6526,6524,0,24,6.07
8.772039,6526,6524,0,24,6.07
8.872008,6526,6524,0,24,6.07
8.972038,6526,6524,0,24,5.98
9.072015,6526,6524,0,24,5.98
9.172038,6526,6524,0,24,5.98
9.272008,6526,6524,0,24,6.07
9.37204,6526,6524,163,24,6.07
9.47201,6526,6524,163,24,6.06
9.572038,6526,6524,163,24,6.06
9.672008,6526,6524,163,24,6.06
9.772039,6526,6524,0,24,6.06
9.872008,6526,6524,0,24,6.06
9.972039,6526,6524,0,24,6.07
10.072007,6526,6524,0,24,6.07
10.17204,6526,6524,0,24,6.07
10.272008,6526,6524,0,24,5.98
10.372046,6526,6524,0,24,5.98
10.472009,6526,6524,0,24,6.07
10.57204,6526,6524,0,24,6.07
10.672008,6526,6524,0,24,6.07
10.772038,6526,6524,0,24,6.07
10.872008,6526,6524,0,24,6.07
10.972038,6526,6524,0,24,6.07
11.071974,6526,6524,0,24,6.07
11.172046,6526,6524,0,24,6.07
11.272002,6526,6524,0,24,6.08
11.372038,6526,6524,0,24,6.08
11.471973,6526,6524,0,24,6.08
11.57204,6526,6524,0,23,6.08
11.671992,6526,6524,0,23,6.08
11.772039,6526,6524,0,23,6.08
11.872024,6526,6524,0,23,6.08
11.972039,6526,6524,0,23,6.02
12.072028,6526,6524,0,23,6.02
12.172038,6526,6524,0,23,6.02
12.272009,6526,6524,0,23,6.08
12.372047,6526,6524,0,23,6.08
12.472009,6526,6524,0,23,6.08
12.572038,6526,6524,0,23,6.08
12.672009,6526,6524,0,23,6.07
12.77204,6526,6524,0,23,6.07
12.872007,6526,6524,0,23,6.07
12.97205,6526,6524,0,23,6.01
13.072006,6526,6524,0,23,6.01
13.172045,6526,6524,0,23,6.01
13.272006,6526,6520,0,23,6.08
13.372039,6526,6524,0,23,6.08
13.472008,6526,6524,0,23,6.08
13.57206,6526,6524,0,23,6.08
13.672008,6526,6524,0,23,6.08
13.772027,6526,6524,0,23,6.08
13.872008,6526,6524,0,23,6.08
13.972078,6526,6524,0,23,6.08
14.072009,6526,6524,0,23,6.08
14.172066,6526,6524,0,23,6.08
14.272008,6526,6524,0,23,6.07
14.372063,6526,6524,0,23,6.07
14.472007,6526,6524,0,23,6.08
14.572039,6526,6524,0,23,6.08
14.672007,6526,6524,0,23,6.07
14.772038,6526,6524,0,23,6.07
14.872008,6526,6524,0,23,6.07
14.972044,6526,6524,0,23,6.08
15.072009,6526,6524,0,23,6.08
15.172047,6526,6524,0,23,6.08
15.272008,6526,6520,0,23,6.07
15.372038,6526,6520,204,23,6.07
15.472016,6526,6524,204,23,6.07
15.572046,6526,6524,204,23,6.07
15.672009,6526,6520,204,23,6.07
15.772039,6526,6524,0,23,6.07
15.872014,6526,6524,0,23,6.07
15.972038,6526,6524,0,23,6.06
16.072009,6526,6524,0,23,6.06
16.172046,6526,6524,0,23,6.06
16.272009,6526,6524,0,23,6.06
16.372039,6526,6520,0,23,6.06
16.472016,6526,6524,0,23,6.05
16.572042,6526,6524,0,23,6.05
16.672009,6526,6524,0,23,6.07
16.772037,6526,6524,0,23,6.07
16.872017,6526,6524,0,23,6.07
16.972039,6526,6524,0,23,6.07
17.072007,6526,6524,0,23,6.07
17.172055,6526,6524,0,23,6.07
17.272017,6526,6524,0,23,6.06
17.37204,6526,6524,0,23,6.06
17.47203,6526,6524,0,23,6.06
17.572039,6526,6520,0,23,6.06
17.67206,6526,6524,0,23,6.06
17.77204,6526,6524,163,23,6.06
17.872032,6526,6524,163,23,6.06
17.97204,6526,6524,163,23,6.07
18.072037,6526,6524,0,23,6.07
18.172039,6526,6524,0,23,6.07
18.272007,6526,6524,0,23,5.96
18.372037,6526,6524,0,23,5.96
18.472007,6526,6524,0,23,6.07
18.572047,6526,6524,0,23,6.07
18.672009,6526,6520,0,23,6.07
18.77204,6526,6524,0,23,6.07
18.872009,6526,6524,0,23,6.07
18.972045,6526,6524,0,23,6.08
19.072008,6526,6524,0,23,6.08
19.17204,6526,6524,0,23,6.08
19.272025,6526,6524,0,23,6.07
19.372037,6526,6524,0,23,6.07
19.472008,6526,6524,0,23,6.07
19.572037,6526,6524,0,23,6.07
19.672014,6526,6524,0,23,6.07
19.772038,6526,6524,0,23,6.07
19.872008,6526,6524,0,23,6.07
19.972039,6526,6524,0,23,6.08
20.072009,6526,6524,0,23,6.08
20.172046,6526,6524,0,23,6.08
20.272008,6526,6524,0,23,6.07
20.372036,6526,6524,204,23,6.07
20.472009,6526,6524,204,23,6.07
20.572029,6526,6524,204,23,6.07
20.672009,6526,6524,204,23,6.07
20.772038,6526,6524,0,23,6.07
20.872011,6526,6524,0,23,6.07
20.97204,6526,6524,0,23,6.07
21.072008,6526,6524,0,23,6.07
21.172038,6526,6524,0,23,6.07
21.272009,6526,6524,0,23,6.07
21.372039,6526,6524,0,23,6.07
21.472008,6526,6524,0,23,6.07
21.572039,6526,6524,0,23,6.07
21.67201,6526,6524,0,23,6.07
21.772045,6526,6524,0,23,6.07
21.87201,6526,6524,0,23,6.07
21.972039,6526,6524,0,23,6.07
22.072017,6526,6524,0,23,6.07
22.172037,6526,6524,0,23,6.07
22.272008,6526,6520,0,23,6.07
22.372039,6526,6524,0,23,6.07
22.472008,6526,6524,0,23,6.07
22.572035,6526,6524,0,23,6.07
22.672009,6526,6524,0,23,6.07
22.772039,6526,6524,0,23,6.07
22.872007,6526,6520,0,23,6.07
22.972039,6526,6524,0,23,6.07
23.072008,6526,6524,163,23,6.07
23.172039,6526,6524,163,23,6.07
23.272008,6526,6520,163,23,6.08
23.372039,6526,6520,0,23,6.08
23.472009,6526,6524,0,23,6.07
23.572041,6526,6524,0,23,6.07
23.672007,6526,6524,0,23,6.06
23.772054,6526,6524,0,23,6.06
23.872007,6526,6524,0,23,6.06
23.972048,6526,6524,0,23,6.07
24.072008,6556,6520,515,23,6.07
24.172047,6674,6588,515,23,6.07
24.272009,6810,6728,515,23,6
24.372047,6947,6876,1434,23,6
24.47201,7085,7000,1434,23,6.03
24.572035,7222,7136,1434,23,6.03
24.67201,7359,7288,1434,23,6.02
24.772041,7496,7432,1100,23,6.02
24.87201,7623,7540,1100,23,6.02
24.972048,7665,7616,1100,23,6.03
25.071985,7668,7636,771,23,6.03
25.172007,7668,7640,771,23,6.03
25.271985,7668,7644,771,23,6.04
25.371973,7668,7648,904,23,6.04
25.471993,7668,7652,904,23,6.04
25.57199,7674,7656,904,23,6.04
25.671985,7764,7688,904,23,6.02
25.772036,7898,7824,1259,23,6.02
25.871992,8035,7968,1259,23,6.02
25.972068,8172,8108,1259,23,6.03
26.071985,8309,8240,1107,23,6.03
26.172038,8446,8364,1107,23,6.03
26.272005,8583,8520,1107,23,6.05
26.372006,8720,8664,1184,23,6.05
26.472014,8857,8808,1184,23,6.05
26.572008,8994,8920,1184,23,6.05
26.67201,9131,9064,1184,23,6.01
26.772008,9268,9212,965,23,6.01
26.871985,9405,9352,965,23,6.01
26.972008,9542,9488,965,23,6.04
27.071992,9679,9600,953,23,6.04
27.172008,9816,9748,953,23,6.04
27.271984,9953,9896,953,23,6.01
27.372007,10090,10032,491,23,6.01
27.471983,10227,10164,491,23,6.05
27.572017,10364,10308,491,23,6.05
27.671985,10501,10460,491,23,6.05
27.772007,10589,10584,474,23,6.05
27.871985,10468,10548,474,23,6.05
27.972008,10402,10428,474,23,6.06
28.071984,10387,10392,78,23,6.06
28.172008,10381,10392,78,23,6.06
28.271992,10377,10392,78,23,6.07
28.372015,10378,10384,93,23,6.07
28.471984,10377,10384,93,23,6.07
28.572009,10376,10380,93,23,6.07
28.671985,10374,10380,93,23,6.07
28.772008,10372,10376,0,23,6.07
28.871985,10369,10380,0,23,6.07
28.972007,10366,10380,0,23,6.08
29.071984,10366,10376,216,23,6.08
29.172035,10363,10372,216,23,6.08
29.271986,10364,10368,216,23,6.07
29.372039,10357,10364,179,23,6.07
29.471984,10357,10368,179,23,6.07
29.572041,10352,10364,179,23,6.07
29.671984,10352,10360,179,23,6.07
29.772014,10348,10360,196,23,6.07
29.871985,10346,10352,196,23,6.07
29.972006,10345,10348,196,23,6.07
30.071985,10346,10356,97,23,6.07
30.172008,10345,10352,97,23,6.07
30.271983,10348,10352,97,23,6.08
30.372008,10349,10352,110,23,6.08
30.471984,10351,10352,110,23,6.08
30.572016,10352,10348,110,23,6.08
30.671985,10352,10352,110,23,6.08
30.772009,10353,10352,0,23,6.08
