t__s,ACT_AILERON_RIGHT.Position_CMD,ACT_AILERON_RIGHT.Position_FB,ACT_AILERON_RIGHT.Torque_FB,ACT_AILERON_RIGHT.Temperature_FB__dC,ACT_AILERON_RIGHT.Voltage_FB__V
0.072016,8784,8772,255,14,5.98
0.172039,8784,8776,255,14,5.98
0.272009,8784,8776,255,14,6.02
0.372039,8784,8776,228,14,6.02
0.472059,8784,8776,228,14,6.03
0.572038,8784,8776,228,14,6.03
0.672044,8784,8776,228,14,6.01
0.772045,8784,8776,238,14,6.01
0.872032,8784,8776,238,14,6.01
0.972036,8784,8776,238,14,6.01
1.072008,8096,8308,1376,14,6.01
1.172037,8098,8100,1376,14,6.01
1.272008,8098,8100,1376,14,7.42
1.372039,8098,8100,0,14,7.42
1.472007,8098,8104,0,14,7.42
1.572029,8098,8108,0,14,7.42
1.67201,8098,8104,0,14,7.42
1.772046,8098,8104,63,14,7.42
1.872008,8098,8104,63,14,7.42
1.972038,8098,8104,63,14,7.42
2.072008,8098,8104,69,14,7.42
2.172039,8098,8104,69,14,7.42
2.272008,8098,8104,69,14,7.43
2.372037,8098,8104,75,14,7.43
2.472007,8098,8104,75,14,7.43
2.572039,8098,8104,75,14,7.43
2.672009,8098,8104,75,14,7.43
2.772041,8098,8104,83,14,7.43
2.872008,8098,8104,83,14,7.43
2.972046,8098,8104,83,14,7.43
3.072009,8098,8104,90,14,7.43
3.172047,8098,8104,90,14,7.43
3.272007,8098,8100,90,14,7.43
3.372037,8098,8104,122,14,7.43
3.472008,8098,8100,122,14,7.43
3.572048,8098,8100,122,14,7.43
3.672006,8098,8100,122,14,7.42
3.772039,8098,8100,0,14,7.42
3.872007,8098,8104,0,14,7.42
3.972037,8098,8100,0,14,7.43
4.072007,8098,8100,0,14,7.43
4.172039,8098,8100,0,14,7.43
4.272008,8098,8100,0,14,7.42
4.372048,8098,8100,0,14,7.42
4.472008,8098,8100,0,14,7.43
4.572037,8098,8100,0,14,7.43
4.672008,8098,8100,0,14,7.43
4.772039,8098,8100,0,14,7.43
4.872008,8106,8104,0,14,7.43
4.972038,8112,8108,0,14,7.43
5.072009,8116,8112,0,14,7.43
5.172039,8121,8112,0,14,7.43
5.27201,9471,8152,0,14,7.42
5.372037,9471,9384,499,14,7.42
5.472017,9471,9460,499,14,7.42
5.572038,9471,9460,499,14,7.42
5.672009,9471,9460,499,14,7.42
5.77204,9471,9460,245,14,7.42
5.872009,9471,9460,245,14,7.42
5.972047,9471,9460,245,14,7.41
6.072008,9471,9460,255,14,7.41
6.17204,9471,9460,255,14,7.41
6.272009,9471,9460,255,14,6.08
6.372047,9471,9460,267,14,6.08
6.472009,9467,9460,267,14,6.08
6.572038,9385,9396,267,14,6.08
6.672009,9375,9368,267,14,6.08
6.772046,9375,9364,93,14,6.08
6.872008,9198,9256,93,14,6.08
6.972015,9159,9160,93,14,6.08
7.072008,9135,9148,107,14,6.08
7.172076,8861,9000,107,14,6.08
