t__s,ACT_RUDDER.Position_CMD,ACT_RUDDER.Position_FB,ACT_RUDDER.Torque_FB,ACT_RUDDER.Temperature_FB__dC,ACT_RUDDER.Voltage_FB__V
0.011994,8428,8428,0,22,6.07
0.112017,8428,8428,0,22,6.07
0.211993,8428,8428,0,22,6.07
0.312016,8428,8428,0,22,6.06
0.411962,8428,8428,0,22,6.06
0.512015,8428,8428,0,22,6.06
0.612002,8428,8428,0,22,6.06
0.712024,8428,8428,0,22,6.06
0.811995,8428,8428,0,22,6.06
0.912017,8428,8428,0,22,6.06
1.020021,8682,8428,0,22,6.06
1.119993,8448,8512,0,22,5.98
1.220027,8455,8460,0,22,5.98
1.319991,8458,8456,0,22,7.42
1.420021,8462,8456,54,22,7.42
1.519992,8465,8460,54,22,7.42
1.619991,8468,8460,54,22,7.42
1.719992,8469,8464,46,22,7.42
1.819992,8471,8464,46,22,7.42
1.919991,8472,8468,46,22,7.42
2.019993,8472,8468,0,22,7.42
2.119991,8473,8468,0,22,7.42
2.219991,8473,8468,0,22,7.42
2.319991,8473,8468,0,22,7.41
2.419995,8474,8468,59,22,7.41
2.51999,8474,8468,59,22,7.41
2.619994,8474,8468,59,22,7.41
2.719992,8474,8468,66,22,7.41
2.819992,8474,8472,66,22,7.41
2.919999,8474,8472,66,22,7.41
3.020001,8474,8472,0,22,7.41
3.120002,8472,8472,0,22,7.42
3.219992,8472,8472,0,22,7.42
3.319991,8473,8472,0,22,7.42
3.41999,8473,8472,0,22,7.42
3.519992,8473,8472,0,22,7.42
3.620043,8474,8472,0,22,7.42
3.71999,8474,8472,0,22,7.42
3.819993,8477,8472,0,22,7.42
3.919992,8482,8476,0,22,7.41
4.020001,8482,8480,0,22,7.41
4.119991,8480,8480,0,22,7.42
4.219995,8478,8480,0,22,7.42
4.319991,8477,8480,0,22,7.42
4.419992,8477,8480,0,22,7.42
4.519992,6948,8096,0,22,7.42
4.619991,7024,6948,0,22,7.4
4.719991,7400,7204,510,22,7.4
4.819997,7678,7536,510,22,7.4
4.919992,7883,7784,510,22,7.39
5.019993,9984,8028,2376,22,7.39
5.119991,9659,9716,2376,22,7.43
5.219993,9352,9512,2376,22,7.43
5.320025,9723,9332,2376,22,7.2
5.419993,9984,9960,30,22,7.2
5.519992,9984,9976,30,22,7.2
5.619993,9692,9908,30,22,7.37
5.719992,7278,9492,2468,22,7.37
5.819991,7684,7724,2468,22,7.37
5.919991,7894,7788,2468,22,7.4
6.019994,8024,7968,124,22,7.4
6.119991,8080,8024,124,22,7.4
6.219992,8177,8124,124,22,7.4
6.319996,8230,8192,124,22,6.06
6.419993,8369,8280,247,22,6.06
6.519992,8403,8384,247,22,6.06
6.619991,8436,8416,247,22,6.06
6.71999,8615,8492,204,22,6.06
6.819992,8622,8636,204,22,6.06
6.919992,8587,8612,204,22,6.06
7.019995,8536,8576,269,22,6.06
7.119992,8350,8436,269,22,5.9
7.219993,8361,8352,269,22,5.9
7.319992,6983,7824,269,22,5.95
7.420026,7004,7000,0,22,5.95
7.519994,7020,7004,0,22,5.95
7.619993,8439,7280,0,22,5.91
7.720012,8448,8428,98,22,5.91
7.819993,8455,8448,98,22,5.91
7.920027,9173,8452,98,22,6.07
8.019995,9942,9312,2886,22,6.07
8.120021,9944,9940,2886,22,6.06
8.219992,9946,9940,2886,22,6.06
8.320008,8470,9408,2886,22,5.95
8.419994,8471,8468,0,22,5.95
8.52001,8472,8468,0,22,5.95
8.619994,8472,8468,0,22,6.06
8.719993,8473,8468,46,22,6.06
8.819994,8473,8468,46,22,6.06
8.919992,8473,8468,46,22,6.08
9.019993,8474,8468,61,22,6.08
9.119992,8474,8468,61,22,6.08
9.219994,8474,8468,61,22,6.08
9.319993,8474,8472,61,22,6.07
9.419993,8474,8472,0,22,6.07
9.519989,8474,8472,0,22,6.07
9.619993,8474,8472,0,22,6.07
9.719993,8474,8472,0,22,6.07
9.819994,8474,8472,0,22,6.07
9.919992,8474,8472,0,22,6.07
10.020022,8474,8472,0,22,6.07
10.119991,8474,8472,0,22,6.07
10.219995,8474,8472,0,22,6.07
10.319992,8474,8472,0,22,6.07
10.419992,8474,8472,0,22,6.07
10.519994,8474,8472,0,22,6.07
10.619992,8474,8472,0,22,6.06
10.719992,8474,8472,0,22,6.06
10.819991,8474,8472,0,22,6.06
10.919992,8474,8472,0,22,6.08
11.020002,8474,8472,0,22,6.08
11.119992,8474,8472,0,22,6.08
11.219994,8474,8472,0,22,6.08
11.319993,8474,8472,0,22,6.07
11.419994,8474,8472,0,22,6.07
11.519991,8474,8472,0,22,6.07
11.619992,8474,8472,0,22,6.07
11.719991,8474,8472,0,22,6.07
11.819993,8474,8472,0,22,6.07
11.92,8474,8472,0,22,6.07
12.020023,8474,8472,0,22,6.07
12.119999,8474,8472,0,22,6.07
12.219995,8474,8472,0,22,6.07
12.319991,8474,8472,0,22,6.07
12.420045,8474,8472,0,22,6.07
12.520043,8474,8472,0,22,6.07
12.620044,8474,8472,0,22,6.06
12.720069,8474,8472,0,22,6.06
12.820045,8474,8472,0,22,6.06
12.920094,8474,8472,0,22,6.08
13.020015,8474,8472,0,22,6.08
13.120088,8474,8472,0,22,6.08
13.220049,8474,8472,0,22,6.08
13.320041,8474,8472,0,22,6.07
13.420051,8474,8472,0,22,6.07
13.52005,8474,8472,0,22,6.07
13.620042,8474,8472,0,22,6.07
13.720042,8474,8472,0,22,6.07
13.820044,8474,8472,0,22,6.07
13.920047,8474,8472,0,22,6.07
14.020048,8474,8472,0,22,6.07
14.120042,8474,8472,0,22,6.06
14.220046,8474,8472,0,22,6.06
14.320047,8474,8472,0,22,6.06
14.420044,8474,8472,0,22,6.06
14.520043,8474,8472,0,22,6.06
14.620041,8474,8472,0,22,6.06
14.720043,8474,8472,0,22,6.06
14.820058,8474,8472,0,22,6.06
14.920042,8474,8472,0,22,6.08
15.020078,8474,8472,0,22,6.08
15.120043,8474,8472,0,22,6.08
15.220081,8474,8472,0,22,6.08
15.320041,8474,8472,0,22,6.07
15.420075,8474,8472,0,22,6.07
15.520042,8474,8472,0,22,6.07
15.62006,8474,8472,0,22,6.07
15.720043,8474,8472,0,22,6.07
15.820043,8474,8472,0,22,6.07
15.920043,8474,8472,0,22,6.07
16.020053,8474,8472,0,22,6.07
16.12004,8474,8472,0,22,6.06
16.220043,8474,8472,0,22,6.06
16.32007,8474,8472,0,22,6.06
16.420044,8474,8472,0,22,6.06
16.520042,8474,8472,0,22,6.06
16.620044,8474,8472,0,22,6.06
16.720048,8474,8472,0,22,6.06
16.820043,8474,8472,0,22,6.06
16.920043,8474,8472,0,22,6.07
17.020043,8474,8472,0,22,6.07
17.120044,8936,8472,0,22,6.07
17.220051,8796,8860,0,22,6.07
17.320041,8622,8728,0,22,6.07
17.420043,8466,8544,557,22,6.07
17.520043,8473,8460,557,22,6.07
17.619993,8507,8492,557,22,6.07
17.71999,8460,8492,194,22,6.07
17.819993,8413,8444,194,22,6.07
17.919991,8422,8412,194,22,6.07
18.019994,8483,8440,134,22,6.07
18.119994,8520,8504,134,22,6.06
18.219994,8486,8512,134,22,6.06
18.319999,8410,8444,134,22,6.06
18.419993,8392,8392,105,22,6.06
18.519992,8442,8408,105,22,6.06
18.619993,8545,8472,105,22,6.07
18.719993,8668,8600,223,22,6.07
18.820006,8693,8688,223,22,6.07
18.919992,8564,8656,223,22,6.07
19.019992,8451,8520,66,22,6.07
19.119992,8412,8428,66,22,6.06
19.219994,8382,8396,66,22,6.06
19.319993,8369,8384,66,22,6.04
19.420011,8447,8396,73,22,6.04
19.51999,8423,8428,73,22,6.04
19.619994,8421,8436,73,22,6.04
19.719991,8380,8416,170,22,6.04
19.819993,8391,8392,170,22,6.04
19.919992,8433,8404,170,22,6.04
20.019995,8475,8440,168,22,6.04
20.119993,8475,8472,168,22,6.04
20.219966,8432,8452,168,22,6.04
20.319964,8422,8432,168,22,6.05
20.419967,8438,8428,35,22,6.05
20.519965,8437,8436,35,22,6.05
20.619975,8448,8444,35,22,6.07
20.719964,8472,8452,66,22,6.07
20.819988,8469,8464,66,22,6.07
20.919969,8443,8464,66,22,6.04
21.020013,8430,8440,0,22,6.04
21.119963,8447,8436,0,22,6.05
21.220012,8463,8452,0,22,6.05
21.319966,8470,8468,0,22,6.05
21.419999,8462,8468,0,22,6.05
21.51997,8454,8464,0,22,6.05
21.619989,8456,8460,0,22,6.05
21.719991,8459,8460,0,22,6.05
21.819965,8460,8460,0,22,6.05
21.919971,8464,8460,0,22,6.06
22.019966,8466,8460,54,22,6.06
22.119966,8468,8464,54,22,6.06
22.219965,8470,8464,54,22,6.06
22.319973,8471,8464,54,22,6.07
22.419966,8472,8468,0,22,6.07
22.519965,8472,8468,0,22,6.07
22.619967,8473,8468,0,22,6.06
22.719965,8473,8468,47,22,6.06
22.819967,8473,8468,47,22,6.06
22.919963,8474,8468,47,22,6.07
23.019966,8474,8468,63,22,6.07
23.119965,8474,8468,63,22,6.08
23.219976,8474,8468,63,22,6.08
23.319965,8474,8468,63,22,6.08
23.419966,8474,8472,0,22,6.08
23.519966,8474,8472,0,22,6.08
23.619975,8474,8472,0,22,6.08
23.719965,8474,8472,0,22,6.08
23.819968,8474,8472,0,22,6.08
23.919966,8474,8472,0,22,6.08
24.019984,8474,8472,0,22,6.08
24.119974,8474,8472,0,22,6.08
24.219967,8474,8472,0,22,6.08
24.319967,8474,8472,0,22,6.08
24.419968,8474,8472,0,22,6.08
24.519966,8474,8472,0,22,6.08
24.619967,8474,8472,0,22,6.07
24.719969,8474,8472,0,22,6.07
24.819969,8474,8472,0,22,6.07
24.919965,8474,8472,0,22,6.08
25.020009,8474,8472,0,22,6.08
25.119966,8474,8472,0,22,6.08
25.219974,8474,8472,0,22,6.08
25.319967,8474,8472,0,22,6.08
25.419967,8474,8472,0,22,6.08
25.519964,8474,8472,0,22,6.08
25.620001,8474,8472,0,22,6.08
25.719965,8474,8472,0,22,6.08
25.820022,8474,8472,0,22,6.08
25.919964,8474,8472,0,22,6.08
26.019966,8474,8472,0,22,6.08
26.119965,8474,8472,0,22,6.07
26.219986,8474,8472,0,22,6.07
26.319964,8474,8472,0,22,6.08
26.420028,8474,8472,0,22,6.08
26.51998,8474,8472,0,22,6.08
26.620018,8474,8472,0,22,6.07
26.719964,8474,8472,0,22,6.07
26.820022,8474,8472,0,22,6.07
26.919964,8474,8472,0,22,6.07
27.020013,8474,8472,0,22,6.07
27.119965,8474,8472,0,22,6.07
27.219966,8474,8472,0,22,6.07
27.319964,8545,8520,0,22,6.03
27.419998,8560,8548,73,22,6.03
27.519963,8601,8580,73,22,6.03
27.619994,8479,8556,73,22,6.05
27.719962,8352,8408,211,22,6.05
27.819966,8391,8368,211,22,6.05
27.919965,8434,8416,211,22,6.07
28.019964,8436,8444,0,22,6.07
28.119963,8428,8428,0,22,6.08
28.219965,8471,8444,0,22,6.08
28.319961,8474,8476,0,22,6.08
28.419964,8473,8472,0,22,6.08
28.519963,8477,8472,0,22,6.08
28.619965,8473,8472,0,22,6.08
28.719962,8455,8460,0,22,6.08
28.819964,8491,8476,0,22,6.08
28.919963,8467,8488,0,22,6.06
29.019964,8453,8464,0,22,6.06
29.119962,8468,8460,0,22,6.06
29.219963,8470,8468,0,22,6.06
29.319961,8522,8480,0,22,6.06
29.419963,8547,8536,81,22,6.06
29.519963,8541,8548,81,22,6.06
29.619964,8494,8528,81,22,6.07
29.719963,8478,8488,90,22,6.07
29.819965,8469,8480,90,22,6.07
29.919961,8436,8448,90,22,6.07
30.019965,8458,8440,92,22,6.07
30.119988,8410,8448,92,22,6.05
30.219962,8406,8408,92,22,6.05
30.320008,8412,8412,92,22,6.05
30.419971,8423,8412,0,22,6.05
30.51998,8432,8412,0,22,6.05
30.619965,8471,8472,0,22,6.06
