t__s,ACT_AILERON_RIGHT.Position_CMD,ACT_AILERON_RIGHT.Position_FB,ACT_AILERON_RIGHT.Torque_FB,ACT_AILERON_RIGHT.Temperature_FB__dC,ACT_AILERON_RIGHT.Voltage_FB__V
0.032013,8804,8796,204,16,6
0.132043,8804,8796,214,16,6
0.232008,8804,8796,214,16,6
0.332008,8804,8796,214,16,6.03
0.432018,8804,8796,223,16,6.03
0.532009,8804,8796,223,16,6.03
0.632007,8804,8796,223,16,6.1
0.732008,8804,8796,73,16,6.1
0.832022,8804,8796,73,16,6.05
0.932009,8804,8796,73,16,6.05
1.040034,8170,8796,73,16,6.08
1.140008,8179,8208,363,16,6.08
1.240007,8179,8180,363,16,6.08
1.340013,8179,8180,363,16,7.46
1.440008,8179,8180,0,16,7.46
1.540007,8179,8180,0,16,7.46
1.640008,8179,8180,0,16,7.46
1.740006,8179,8180,0,16,7.46
1.840008,8179,8180,0,16,7.46
1.940058,8179,8180,0,16,7.46
2.04006,8180,8180,0,16,7.46
2.140056,8179,8180,0,16,7.46
2.240059,8178,8180,0,16,7.46
2.340008,8178,8180,0,16,7.46
2.440006,8178,8184,204,16,7.46
2.540007,8186,8180,204,16,7.46
2.640007,9435,8424,204,16,7.32
2.740009,9435,9408,371,16,7.32
2.840008,9435,9420,371,16,7.44
2.940008,9435,9420,371,16,7.44
3.040014,9435,9420,371,16,7.44
3.140007,9435,9420,281,16,7.44
3.240014,9435,9420,281,16,7.44
3.340008,8361,9336,281,16,7.27
3.440015,8168,8212,307,16,7.27
3.540007,7850,8120,307,16,7.27
3.640006,7850,7864,307,16,7.45
3.740011,7850,7864,131,16,7.45
3.840008,7850,7860,131,16,7.46
3.940028,7850,7860,131,16,7.46
4.040008,7850,7860,131,16,7.45
4.140015,7985,7860,221,16,7.45
4.240007,8176,8128,221,16,7.45
4.340007,8175,8168,221,16,7.46
4.440008,8170,8168,0,16,7.46
4.540009,8166,8168,0,16,7.46
4.640014,8165,8168,0,16,7.46
4.740008,8165,8168,0,16,7.46
4.840007,8165,8168,0,16,7.46
4.940024,8165,8168,0,16,7.46
5.040009,8160,8168,0,16,7.46
5.14004,8173,8168,46,16,7.46
5.240009,8184,8172,46,16,7.46
5.340049,8196,8188,46,16,7.46
5.440015,8293,8248,257,16,7.46
5.540025,8301,8296,257,16,7.46
5.640007,8302,8296,257,16,7.46
5.740016,8302,8296,58,16,7.46
5.840007,8200,8296,58,16,7.46
5.940009,8181,8200,58,15,7.46
