t__s,ACT_RUDDER.Position_CMD,ACT_RUDDER.Position_FB,ACT_RUDDER.Torque_FB,ACT_RUDDER.Temperature_FB__dC,ACT_RUDDER.Voltage_FB__V
0.012039,8396,8400,0,21,6.07
0.112063,8396,8400,0,21,6.07
0.212062,8396,8400,0,21,6.07
0.312003,8396,8400,0,21,6.07
0.412041,8396,8400,0,21,6.07
0.512005,8396,8400,0,21,6.07
0.612094,8396,8400,0,21,6.07
0.712035,8396,8400,0,21,6.06
0.812042,8396,8400,0,21,6.06
0.912012,8396,8400,0,21,6.06
1.02809,8342,8400,0,21,6.06
1.12806,8431,8420,0,21,6.06
1.228059,8433,8424,0,21,7.43
1.328065,8434,8428,56,21,7.43
1.428059,8435,8428,56,21,7.43
1.528066,8436,8428,56,21,7.43
1.62806,8436,8432,0,21,7.43
1.728064,8436,8432,0,21,7.43
1.82806,8437,8432,0,21,7.43
1.928075,8437,8432,0,21,7.43
2.028059,8437,8432,49,21,7.43
2.128061,8437,8432,49,21,7.43
2.228058,8435,8432,49,21,7.43
2.32806,8428,8432,0,21,7.43
2.428059,8420,8428,0,21,7.43
2.528062,8420,8424,0,21,7.43
2.62806,8404,8408,83,21,7.43
2.728077,8399,8404,83,21,7.43
2.82806,8403,8404,83,21,7.43
2.92809,7463,8240,83,21,7.42
3.02806,6916,7528,2526,21,7.42
3.128062,7169,6948,2526,21,7.42
3.22806,7499,7308,2526,21,7.39
3.328062,7743,7604,233,21,7.39
3.428064,7923,7820,233,21,7.39
3.528065,8057,7980,233,21,7.42
3.628061,8156,8100,223,21,7.42
3.728072,8230,8188,223,21,7.43
3.828065,8284,8252,223,21,7.43
3.928065,8325,8300,223,21,7.43
4.02806,8355,8340,0,21,7.43
4.128067,8377,8360,0,21,7.43
4.228063,8393,8380,0,21,7.43
4.32807,8405,8392,81,21,7.43
4.428062,9800,9108,81,21,7.43
4.52806,9638,9800,81,21,7.43
4.628062,9327,9516,378,21,7.43
4.728064,9097,9232,378,21,7.4
4.828062,8926,9024,378,21,7.4
4.928076,8799,8872,378,21,7.42
5.028066,8712,8768,191,21,7.42
5.12809,8662,8688,191,21,7.42
5.228015,9800,8900,191,21,7.4
5.328014,9800,9788,148,21,7.4
5.428011,9571,9768,148,21,7.4
5.528032,9277,9436,148,21,7.4
5.628013,9060,9172,527,21,7.4
5.728011,8899,8976,527,21,7.42
5.828015,8779,8836,527,21,7.42
5.928014,8691,8728,527,21,7.43
6.028014,8625,8656,175,21,7.43
6.12801,8576,8604,175,21,7.43
6.228014,8540,8560,175,21,6.09
6.328012,8514,8528,116,21,6.09
6.428011,8494,8508,116,21,6.09
6.528011,8479,8492,116,21,6.09
6.62801,8469,8480,95,21,6.09
6.72801,6916,8472,95,21,6.09
6.82801,6921,7312,95,21,6.09
6.928012,7312,7072,95,21,6.03
7.02801,7605,7416,337,21,6.03
7.128011,7821,7684,337,21,6.03
7.22801,7979,7880,337,21,6.07
7.32801,8094,8020,249,21,6.07
7.42801,8183,8124,249,21,6.07
7.528015,8248,8204,249,21,6.08
7.628012,8288,8256,218,21,6.08
7.72801,8331,8300,218,21,6.07
7.828011,8360,8340,218,21,6.07
7.928015,8381,8364,218,21,6.08
8.02801,8396,8384,107,21,6.08
8.12801,8407,8396,107,21,6.08
8.228011,8415,8404,107,21,6.09
8.328013,8421,8412,73,21,6.09
8.42801,8425,8416,73,21,6.09
8.528009,8428,8420,73,21,6.09
8.628017,8431,8424,63,21,6.09
8.72801,8433,8424,63,21,6.08
8.828011,8434,8428,63,21,6.08
8.92801,8435,8428,63,21,6.08
9.02802,8436,8428,81,21,6.08
9.128017,8436,8432,81,21,6.08
9.228018,8436,8432,81,21,6.09
9.328021,8437,8432,46,21,6.09
9.428018,8448,8440,46,21,6.09
9.528023,8446,8440,46,21,6.08
9.628019,8444,8440,54,21,6.08
9.728019,8443,8440,54,21,6.09
9.828018,8438,8440,54,21,6.09
9.928022,8419,8436,54,21,6.08
10.028011,8375,8392,78,21,6.08
10.128009,8388,8380,78,21,6.08
10.228014,8401,8388,78,21,6.08
10.328013,8411,8400,69,21,6.08
10.428017,8418,8408,69,21,6.08
10.528009,8423,8416,69,21,6.08
10.628011,8427,8420,153,21,6.08
10.728011,8430,8424,153,21,6.08
10.828018,8432,8424,153,21,6.08
10.92801,8433,8428,153,21,6.08
11.028014,8434,8428,56,21,6.08
11.12801,8435,8428,56,21,6.08
11.22801,8436,8428,56,21,6.08
11.328016,8436,8428,81,21,6.08
11.42802,8437,8428,81,21,6.08
11.528011,8446,8432,81,21,6.08
11.628057,8496,8452,110,21,6.08
11.728015,8484,8484,110,21,6.08
11.828032,8472,8484,110,21,6.08
11.928023,8463,8472,110,21,6.08
12.028011,8457,8464,49,21,6.08
12.128009,8452,8460,49,21,6.08
12.228017,8448,8456,49,21,6.08
12.328017,8446,8452,54,21,6.08
12.428009,8444,8448,54,21,6.08
12.52801,8442,8448,54,21,6.08
12.628011,8441,8448,66,21,6.08
12.728015,8295,8444,66,21,6.08
12.828011,7036,8044,66,21,6.08
12.928046,7035,7056,66,21,6.07
13.028061,7035,7040,122,21,6.07
13.128011,7035,7036,122,21,6.07
13.228025,7035,7036,122,21,6.08
13.328017,7034,7036,145,21,6.08
13.42801,7034,7036,145,21,6.08
13.528018,7034,7040,145,21,6.08
13.628013,7035,7040,122,21,6.08
13.728022,7035,7036,122,21,6.08
13.828011,7035,7036,122,21,6.08
13.928031,7034,7040,122,21,6.08
14.02801,7034,7036,0,21,6.08
14.128024,7034,7036,0,21,6.08
14.228012,7034,7036,0,21,6.08
14.328019,7034,7036,0,21,6.08
14.428015,8438,7036,0,21,6.08
14.52802,8438,8172,0,21,6.05
14.628013,8438,8436,0,21,6.05
14.728025,8438,8436,0,21,6.08
14.828014,8438,8436,0,21,6.08
14.928012,8438,8436,0,21,6.08
15.028012,8438,8436,0,21,6.08
15.128017,8438,8436,0,21,6.08
15.228011,8438,8436,0,21,6.08
