t__s,ACT_ELEVATOR.Position_CMD,ACT_ELEVATOR.Position_FB,ACT_ELEVATOR.Torque_FB,ACT_ELEVATOR.Temperature_FB__dC,ACT_ELEVATOR.Voltage_FB__V
0.012039,8084,8092,168,23,6.08
0.112063,8084,8092,168,23,6.08
0.212062,8084,8092,168,23,6.08
0.312003,8084,8092,177,23,6.08
0.412041,8084,8092,177,23,6.08
0.512005,8084,8092,177,23,6.08
0.612094,8084,8092,184,23,6.08
0.712035,8084,8092,184,23,6.07
0.812042,8084,8092,184,23,6.07
0.912012,8084,8092,184,23,6.07
1.02809,8371,8092,0,23,6.07
1.12806,8370,8360,0,23,6.07
1.228059,8370,8364,0,23,7.44
1.328065,8370,8364,90,23,7.44
1.428059,8370,8364,90,23,7.44
1.528066,8370,8364,90,23,7.44
1.62806,8370,8364,97,23,7.44
1.728064,8370,8364,97,23,7.44
1.82806,8370,8364,97,23,7.44
1.928075,8370,8364,97,23,7.44
2.028059,8370,8364,104,23,7.44
2.128061,8370,8364,104,23,7.44
2.228058,8370,8364,104,23,7.44
2.32806,8370,8364,110,23,7.44
2.428059,8369,8364,110,23,7.44
2.528062,8369,8364,110,23,7.44
2.62806,8369,8364,107,23,7.44
2.728077,8368,8364,107,23,7.44
2.82806,8365,8364,107,23,7.44
2.92809,8360,8364,107,23,7.44
3.02806,8359,8364,46,23,7.44
3.128062,8358,8364,46,23,7.44
3.22806,8358,8364,46,23,7.43
3.328062,8358,8364,61,23,7.43
3.428064,8358,8364,61,23,7.43
3.528065,8358,8364,61,23,7.44
3.628061,8358,8360,0,23,7.44
3.728072,8357,8360,0,23,7.44
3.828065,8357,8360,0,22,7.44
3.928065,8357,8360,0,22,7.44
4.02806,8357,8360,0,22,7.44
4.128067,8357,8360,0,22,7.44
4.228063,8357,8360,0,22,7.44
4.32807,8357,8360,0,22,7.44
4.428062,8363,8360,0,22,7.44
4.52806,8364,8360,0,22,7.44
4.628062,8364,8360,0,22,7.44
4.728064,8364,8360,0,22,7.44
4.828062,8364,8360,0,22,7.44
4.928076,8364,8360,0,22,7.44
5.028066,8363,8360,0,22,7.44
5.12809,8362,8360,0,22,7.44
5.228015,8360,8360,0,22,7.43
5.328014,8359,8360,0,22,7.43
5.428011,8359,8360,0,22,7.43
5.528032,8359,8360,0,22,7.43
5.628013,8359,8360,0,22,7.43
5.728011,8359,8360,0,22,7.44
5.828015,8359,8360,0,22,7.44
5.928014,8359,8360,0,22,7.44
6.028014,8359,8360,0,22,7.44
6.12801,8359,8360,0,22,7.44
6.228014,8359,8360,0,22,6.09
6.328012,8359,8360,0,22,6.09
