t__s,ACT_RUDDER.Position_CMD,ACT_RUDDER.Position_FB,ACT_RUDDER.Torque_FB,ACT_RUDDER.Temperature_FB__dC,ACT_RUDDER.Voltage_FB__V
0,0,8368,0,34,6.03
0.099984,0,8368,0,34,6.03
0.199998,0,8368,0,34,6.03
0.299976,0,8368,0,34,6.03
0.400001,0,8368,0,34,6.03
0.499978,0,8368,0,34,6.03
0.600001,0,8368,0,34,6.03
0.699985,0,8368,0,34,6.03
0.800001,0,8368,0,34,6.03
0.899976,0,8368,0,34,6.03
0.999998,0,8368,0,34,6.03
1.100045,8400,8368,0,34,6.03
1.200045,8394,8392,0,34,5.96
1.300024,8390,8396,0,34,5.96
1.400044,8386,8396,0,34,7.35
1.500053,8377,8392,0,34,7.35
1.600066,8374,8384,0,34,7.34
1.700028,8368,8376,0,34,7.34
1.800068,8370,8368,0,34,7.34
1.90003,8372,8368,0,34,7.35
2.000047,8374,8368,0,34,7.35
2.100034,8375,8368,0,34,7.35
2.200046,8375,8368,0,34,7.34
2.300033,8376,8372,0,34,7.34
2.400045,8376,8372,0,34,7.33
2.500045,8377,8372,0,35,7.33
2.600038,8377,8372,0,35,7.35
2.700032,8377,8372,47,35,7.35
2.800038,8377,8372,47,35,7.35
2.900014,8377,8372,47,35,7.34
3.000085,8377,8372,52,35,7.34
3.100018,8377,8372,52,35,7.34
3.200047,8377,8372,52,35,7.34
3.300017,8377,8372,58,35,7.34
3.400044,8377,8372,58,35,7.34
3.500053,8377,8372,58,35,7.34
3.600053,8377,8372,58,35,7.33
3.70002,8377,8376,0,35,7.33
3.800023,8377,8376,0,35,7.33
3.900014,8376,8376,0,35,7.35
4.000041,8374,8376,0,35,7.35
4.100032,8323,8376,0,35,7.35
4.20005,7309,8364,0,35,7.35
4.300042,6964,7952,2885,35,7.35
4.400067,7306,6964,2885,35,7.33
4.500051,7584,7196,2885,35,7.33
4.600046,7789,7504,2885,35,7.31
4.700072,7942,7732,578,35,7.31
4.800075,8054,7904,578,35,7.31
4.900034,8138,8028,578,35,7.32
5.000041,8200,8120,165,35,7.32
5.100041,8246,8184,165,35,7.32
5.200043,8280,8232,165,35,7.34
5.300039,8305,8268,110,35,7.34
5.400041,8323,8296,110,35,7.34
5.500034,8337,8316,110,35,7.34
5.60003,8348,8332,110,35,7.34
5.700037,8355,8340,73,35,7.34
5.800046,9732,8348,73,35,7.34
5.900056,9732,8452,73,35,7.14
6.000036,9471,9720,145,35,7.14
6.100042,9732,9584,145,35,7.14
6.20003,9732,9600,145,35,7.24
6.300029,9732,9728,0,35,7.24
6.400038,9544,9728,0,35,6.02
6.500028,9242,9668,0,35,6.02
6.600031,9018,9348,0,35,5.98
6.700014,8852,9084,457,35,5.98
6.800041,8729,8904,457,35,5.98
6.900037,8638,8760,457,35,5.99
7.000041,8570,8660,141,35,5.99
7.100014,8520,8588,141,35,5.99
7.200046,8483,8536,141,35,5.99
7.300015,8456,8496,127,35,5.99
7.400058,8435,8464,127,35,6
7.500023,8420,8444,127,35,6
7.600085,6964,8428,127,35,6.01
7.700035,6964,8348,2185,35,6.01
7.800037,7350,7056,2185,35,6.01
7.90001,7620,7192,2185,35,5.97
8.000038,7820,7520,281,35,5.97
8.100032,7973,7748,281,35,5.97
8.200069,8051,7916,281,35,5.99
8.300023,8132,8032,22,35,5.99
8.400039,8165,8100,22,35,6
8.500033,8219,8144,22,35,6
8.6,8214,8200,22,35,6
8.700017,8244,8236,201,35,6
8.799999,8274,8232,201,35,6
8.900019,8301,8264,201,35,6.02
9,8320,8288,122,35,6.02
9.100011,8335,8312,122,35,6.02
9.200025,8346,8324,122,35,6.01
9.300014,8354,8340,54,35,6.01
9.400055,8360,8348,54,35,6.01
9.500048,8365,8352,54,35,6.01
9.600018,8368,8360,54,35,6.01
9.700067,8370,8364,0,35,6.01
9.800001,8372,8364,0,35,6.01
9.900055,8453,8368,0,35,6.01
10.000021,8462,8440,119,35,6.01
10.100056,8445,8468,119,35,6.01
10.200074,8399,8452,119,35,6.01
10.30003,8371,8420,196,35,6.01
10.400028,8390,8384,196,35,6
10.500044,8389,8388,196,35,6
10.600054,8386,8388,196,35,6.01
10.70005,8384,8388,0,35,6.01
10.800068,8382,8388,0,35,6.01
10.900041,8381,8388,0,35,6.01
11.000057,8380,8388,66,35,6.01
11.100035,8369,8384,66,35,6.01
11.200079,8368,8376,66,35,6
11.300035,8442,8372,0,35,6
11.400073,8394,8432,0,35,5.94
11.500035,8389,8408,0,35,5.94
11.600058,8386,8396,0,35,6.02
11.70003,8383,8392,156,35,6.02
11.800045,8382,8388,156,35,6.02
11.900016,8381,8388,156,35,6.01
12.000012,8380,8384,0,35,6.01
12.100005,8379,8384,0,35,6.01
12.200051,8379,8384,0,35,6.01
12.300012,8378,8384,47,35,6.01
12.400045,8378,8384,47,35,6
12.500053,8378,8384,47,35,6
12.600047,7074,8384,47,35,6.02
12.700039,7073,8296,2407,35,6.02
12.800048,7073,7116,2407,35,6.02
12.900026,7073,7072,2407,35,6.02
13.000045,7073,7072,0,35,6.02
13.100037,7073,7072,0,35,6.02
