t__s,ACT_TILT_CENTER_REAR.Position_CMD,ACT_TILT_CENTER_REAR.Position_FB,ACT_TILT_CENTER_REAR.Torque_FB,ACT_TILT_CENTER_REAR.Temperature_FB__dC,ACT_TILT_CENTER_REAR.Voltage_FB__V
0,0,7284,0,38,6.16
0.099984,0,7284,0,38,6.16
0.199998,0,7284,0,38,6.16
0.299976,0,7284,0,38,6.16
0.400001,0,7284,0,38,6.16
0.499978,0,7284,0,38,6.16
0.600001,0,7280,0,38,6.16
0.699985,0,7284,0,38,6.16
0.800001,0,7280,0,38,6.16
0.899976,0,7284,0,38,6.16
0.999998,0,7284,0,38,6.16
1.100045,5940,7284,0,38,6.16
1.200045,5940,6428,0,38,6.05
1.300024,5940,5928,206,38,6.05
1.400044,5940,5920,206,38,7.48
1.500053,5940,5920,206,38,7.48
1.600066,5940,5920,206,38,7.47
1.700028,5940,5920,706,38,7.47
1.800068,5940,5920,706,38,7.47
1.90003,5940,5916,706,38,7.47
2.000047,5940,5920,624,38,7.47
2.100034,5940,5920,624,38,7.47
2.200046,5940,5920,624,38,7.46
2.300033,5940,5920,749,38,7.46
2.400045,5940,5920,749,38,7.45
2.500045,5940,5920,749,38,7.45
2.600038,5940,5920,749,38,7.48
2.700032,5940,5920,399,38,7.48
2.800038,5940,5920,399,38,7.48
2.900014,5940,5920,399,38,7.47
3.000085,5940,5920,522,38,7.47
3.100018,5940,5920,522,38,7.47
3.200047,5940,5920,522,38,7.47
3.300017,5940,5920,644,38,7.47
3.400044,5940,5920,644,38,7.47
3.500053,5940,5920,644,38,7.47
3.600053,5940,5920,644,38,7.46
3.70002,5940,5920,808,38,7.46
3.800023,5940,5920,808,38,7.46
3.900014,5940,5920,808,38,7.48
4.000041,5940,5920,419,38,7.48
4.100032,5940,5920,419,38,7.48
4.20005,5940,5920,419,38,7.47
4.300042,5940,5920,542,38,7.47
4.400067,5940,5920,542,38,7.46
4.500051,5940,5920,542,38,7.46
4.600046,5940,5920,542,38,7.46
4.700072,5940,5920,706,38,7.46
4.800075,5940,5920,706,38,7.46
4.900034,5940,5920,706,38,7.45
5.000041,5940,5920,315,38,7.45
5.100041,5940,5920,315,38,7.45
5.200043,5940,5920,315,38,7.48
5.300039,5940,5920,440,38,7.48
5.400041,5940,5920,440,38,7.47
5.500034,5940,5920,440,39,7.47
5.60003,5940,5920,440,39,7.47
5.700037,5940,5920,602,39,7.47
5.800046,5940,5920,602,39,7.47
5.900056,5940,5920,602,39,7.26
6.000036,5940,5920,725,39,7.26
6.100042,5940,5920,725,39,7.26
6.20003,5940,5920,725,39,7.42
6.300029,5940,5920,336,39,7.42
6.400038,5940,5920,336,39,6.15
6.500028,5940,5920,336,39,6.15
6.600031,5940,5920,336,39,6.12
6.700014,5940,5920,499,39,6.12
6.800041,5940,5920,499,39,6.12
6.900037,5940,5920,499,39,6.13
7.000041,5940,5920,621,39,6.13
7.100014,5940,5920,621,39,6.13
7.200046,5940,5920,621,39,6.12
7.300015,5940,5920,745,39,6.12
7.400058,5940,5920,745,39,6.12
7.500023,5940,5920,745,39,6.12
7.600085,5940,5920,745,39,6.14
7.700035,5940,5920,395,39,6.14
7.800037,5940,5920,395,39,6.14
7.90001,5940,5920,395,39,6.12
8.000038,5940,5920,518,39,6.12
8.100032,5940,5920,518,39,6.12
8.200069,5940,5920,518,39,6.12
8.300023,5940,5920,641,39,6.12
8.400039,5940,5920,641,39,6.12
8.500033,5940,5920,641,38,6.12
8.6,5940,5920,641,38,6.12
8.700017,5940,5920,805,38,6.12
8.799999,5940,5920,805,38,6.12
8.900019,5940,5920,805,38,6.15
9,5940,5920,414,38,6.15
9.100011,5940,5920,414,38,6.15
9.200025,5940,5920,414,38,6.13
9.300014,5940,5920,539,38,6.13
9.400055,5940,5920,539,38,6.13
9.500048,5940,5920,539,38,6.13
9.600018,5940,5920,539,38,6.13
9.700067,5940,5920,702,38,6.13
9.800001,5940,5920,702,38,6.13
9.900055,5940,5920,702,38,6.12
10.000021,5940,5920,824,38,6.12
10.100056,5940,5920,824,38,6.12
10.200074,5940,5920,824,38,6.14
10.30003,5940,5920,435,38,6.14
10.400028,5940,5920,435,38,6.13
10.500044,5940,5920,435,38,6.13
10.600054,5940,5920,435,38,6.13
10.70005,5940,5920,598,38,6.13
10.800068,5940,5920,598,38,6.13
10.900041,5940,5920,598,38,6.12
11.000057,5940,5920,721,38,6.12
11.100035,5940,5920,721,38,6.12
11.200079,5940,5920,721,38,6.11
11.300035,5940,5920,332,38,6.11
11.400073,5940,5920,332,38,6.07
11.500035,5940,5920,332,38,6.07
11.600058,5940,5920,332,38,6.14
11.70003,5940,5920,496,38,6.14
11.800045,5940,5920,496,38,6.14
11.900016,5940,5920,496,38,6.13
12.000012,5940,5920,617,38,6.13
12.100005,5940,5920,617,38,6.13
12.200051,5940,5920,617,38,6.12
12.300012,5940,5920,742,38,6.12
12.400045,5940,5920,742,38,6.12
12.500053,5940,5920,742,38,6.12
12.600047,5940,5920,742,38,6.15
12.700039,5940,5920,392,38,6.15
12.800048,5940,5920,392,38,6.15
12.900026,5940,5920,392,38,6.14
13.000045,5940,5920,515,38,6.14
13.100037,5940,5920,515,38,6.14
13.200031,5940,5920,515,38,6.13
13.30005,5940,5920,638,38,6.13
13.400038,5940,5920,638,38,6.12
13.500059,5940,5920,638,38,6.12
13.600046,5940,5920,638,38,6.12
13.700021,5940,5920,801,38,6.12
13.800059,5940,5920,801,38,6.12
13.900014,5940,5920,801,38,6.15
14.000046,5940,5920,411,38,6.15
14.10004,5940,5920,411,38,6.15
14.200043,5940,5920,411,38,6.13
14.300039,5940,5920,535,38,6.13
14.400052,5940,5920,535,38,6.13
14.500068,5940,5920,535,38,6.13
14.600046,5940,5920,535,38,6.12
14.700015,5940,5920,699,38,6.12
14.80005,5940,5920,699,38,6.12
14.900015,5940,5920,699,38,6.12
15.000044,5940,5920,820,38,6.12
15.100022,5940,5920,820,38,6.12
15.200039,5940,5920,820,38,5.99
15.300039,5940,5920,431,38,5.99
15.400062,5940,5920,431,38,6.14
15.500039,5940,5920,431,38,6.14
15.600039,5940,5920,431,38,6.13
15.700041,5940,5920,595,38,6.13
15.80004,5940,5920,595,38,6.13
15.900049,5940,5920,595,38,6.12
16.000075,5940,5920,718,38,6.12
16.100033,5940,5920,718,38,6.12
16.200033,5940,5920,718,38,6.12
16.300014,5940,5920,329,38,6.12
16.40003,5940,5920,329,38,6.14
16.500044,5940,5920,329,38,6.14
16.600038,5940,5920,329,38,6.14
16.700015,5940,5920,493,38,6.14
16.800038,5940,5920,493,38,6.14
16.900023,5940,5920,493,38,6.13
17.000056,5940,5920,614,38,6.13
17.100022,5940,5920,614,38,6.13
17.200044,5940,5920,614,38,6.12
17.30002,5940,5920,738,38,6.12
17.400039,5940,5920,738,38,6.12
17.50005,5940,5920,738,38,6.12
17.600061,5940,5920,738,38,6.15
17.700016,5940,5920,389,38,6.15
17.800046,5940,5920,389,38,6.15
17.900016,5940,5920,389,38,6.14
18.000036,5940,5920,511,38,6.14
18.100027,5940,5920,511,38,6.14
18.200065,5940,5920,511,38,6.13
18.300022,5940,5920,634,38,6.13
18.400068,5940,5920,634,38,6.12
18.500064,5940,5920,634,38,6.12
18.600048,5940,5920,634,38,6.12
18.700023,5940,5920,798,38,6.12
18.800069,5940,5920,798,38,6.12
18.900045,5940,5916,798,38,6.14
19.000043,5940,5916,481,38,6.14
19.100015,5940,5916,481,38,6.14
19.200049,5940,5920,481,38,6.14
19.300018,5940,5916,619,38,6.14
19.400041,5940,5920,619,38,6.14
19.500049,5940,5920,619,38,6.14
19.600035,5940,5920,619,38,6.13
19.700029,5940,5920,726,38,6.13
19.800035,5940,5924,726,38,6.13
19.900025,5940,5920,726,38,6.13
20.000061,5940,5920,592,38,6.13
20.100029,5940,5924,592,38,6.13
20.200073,5940,5924,592,38,6.15
20.300018,5940,5920,438,38,6.15
20.400074,5940,5920,438,38,6.15
20.500048,5940,5920,438,38,6.15
20.60006,5940,5920,438,38,6.13
20.700014,5940,5920,602,38,6.13
20.800086,5940,5920,602,38,6.13
20.900011,5940,5920,602,38,6.13
21.000078,5940,5920,723,38,6.13
21.100025,5940,5920,723,38,6.13
21.200082,5940,5920,723,38,6.12
21.300043,5940,5920,331,38,6.12
21.400095,5940,5920,331,38,6.15
21.500039,5940,5920,331,38,6.15
21.600065,5940,5920,331,38,6.15
21.700038,5940,5924,592,38,6.15
21.800046,5940,5920,592,38,6.15
21.900034,5940,5920,592,38,6.13
22.000083,5940,5920,612,38,6.13
22.100006,5940,5920,612,38,6.13
22.200107,5940,5920,612,38,6.13
22.300023,5940,5920,735,38,6.13
22.400085,5940,5920,735,38,6.12
22.500094,5940,5920,735,38,6.12
22.600066,5940,5920,735,38,6.15
22.70003,5940,5920,385,38,6.15
22.800034,5940,5920,385,38,6.15
22.900024,5940,5920,385,38,6.15
23.000068,5940,5920,506,38,6.15
23.100039,5940,5920,506,38,6.15
23.200047,5940,5924,506,38,6.14
23.300027,5940,5920,629,38,6.14
23.40006,5940,5920,629,38,6.13
23.500053,5940,5920,629,38,6.13
23.600038,5940,5924,629,38,6.13
23.700035,5940,5920,783,38,6.13
23.80004,5940,5920,783,38,6.13
23.900076,5940,5920,783,38,6.15
24.00004,5940,5920,395,38,6.15
24.100058,5940,5920,395,38,6.15
24.200046,5940,5920,395,38,6.15
24.300018,5940,5920,518,38,6.15
24.400065,5940,5920,518,38,6.14
24.500074,5940,5920,518,38,6.14
24.600059,5940,5920,518,38,6.13
24.700016,5940,5920,682,38,6.13
24.800062,5940,5920,682,38,6.13
24.900048,5940,5920,682,38,6.13
25.000043,5940,5920,805,38,6.13
25.100036,5940,5920,805,38,6.13
25.200032,5940,5920,805,38,6.15
25.300015,5940,5920,416,38,6.15
25.400059,5940,5920,416,38,6.15
25.500049,5940,5920,416,38,6.15
25.600041,5940,5920,416,38,6.14
25.700009,5940,5920,580,38,6.14
25.80004,5940,5920,580,38,6.14
25.900011,5940,5920,580,38,6.13
26.000046,5940,5920,701,38,6.13
26.100011,5940,5920,701,38,6.13
26.200048,5940,5920,701,38,6.12
26.300017,5940,5920,825,38,6.12
26.400045,5940,5920,825,38,6.15
26.500006,5940,5920,825,38,6.15
26.600047,5940,5920,825,38,6.15
26.700021,5940,5920,476,38,6.15
26.800038,5940,5920,476,38,6.15
26.900009,5940,5920,476,38,6.14
27.000065,5940,5920,598,38,6.14
27.100033,5940,5920,598,38,6.14
27.200073,5940,5920,598,38,6.13
27.300035,5940,5920,721,38,6.13
27.40006,5940,5920,721,38,6.13
27.500031,5940,5920,721,38,6.13
27.600066,5940,5920,721,38,6.15
27.700024,5940,5920,371,38,6.15
27.800026,5940,5920,371,38,6.15
27.900024,5940,5920,371,38,6.15
28.000029,5940,5920,494,38,6.15
28.100038,5940,5920,494,38,6.15
28.200045,5940,5920,494,38,6.14
28.300031,5940,5920,617,38,6.14
28.400055,5940,5920,617,38,6.13
28.500014,5940,5920,617,38,6.13
28.600052,5940,5920,617,38,6.13
28.700023,5940,5920,781,38,6.13
28.800039,5940,5920,781,38,6.13
28.900037,5940,5920,781,38,6.15
29.000038,5940,5920,390,38,6.15
29.100035,5940,5920,390,38,6.15
29.200073,5940,5920,390,38,6.15
29.300023,5940,5920,515,38,6.15
29.400062,5940,5920,515,38,6.14
29.50003,5940,5920,515,38,6.14
29.600038,5940,5920,515,38,6.13
29.700023,5940,5920,679,38,6.13
29.80003,5940,5920,679,38,6.13
29.900026,5940,5920,679,38,6.12
30.000032,5940,5920,800,38,6.12
30.100025,5941,5920,800,38,6.12
30.200049,6012,5920,800,38,6.15
30.300012,6142,5920,1595,38,6.15
30.400038,6279,6052,1595,38,6.07
30.500063,6416,6208,1595,38,6.07
30.600038,6553,6312,1595,38,6.05
30.700023,6690,6468,1673,38,6.05
30.800039,6827,6612,1673,38,6.05
30.900022,6964,6732,1673,38,6.1
31.000036,7064,6876,1039,38,6.1
31.100036,7081,7008,1039,38,6.1
31.200001,7082,7044,1039,38,6.09
31.299966,7082,7044,672,38,6.09
31.400017,7082,7044,672,38,6.12
31.499971,7082,7044,672,38,6.12
31.600016,7082,7048,672,38,6.12
31.699967,7113,7052,846,38,6.12
31.800018,7230,7052,846,38,6.12
31.9,7367,7136,846,38,6.09
31.999989,7504,7288,1334,38,6.09
32.099983,7641,7432,1334,38,6.09
32.199997,7778,7576,1334,38,6.09
32.299988,7915,7696,1327,38,6.09
32.399998,8052,7840,1327,38,6.09
32.499967,8189,7984,1327,38,6.09
32.600017,8326,8124,1327,38,6.1
32.699996,8463,8248,1235,38,6.1
32.800004,8600,8392,1235,38,6.1
32.899984,8737,8536,1235,38,6.11
33.000009,8874,8684,1168,38,6.11
33.099979,9011,8796,1168,38,6.11
33.199996,9148,8944,1168,38,6.11
33.299989,9285,9084,750,38,6.11
33.399998,9422,9228,750,38,6.11
33.49998,9559,9348,750,38,6.11
33.599989,9696,9488,750,38,6.11
33.699972,9833,9636,708,38,6.11
33.799996,9969,9776,708,38,6.11
33.899979,9969,9924,708,38,6.13
34.000004,9891,9984,177,38,6.13
34.09998,9891,9924,177,38,6.13
34.200008,9910,9900,177,38,6.15
34.299988,9941,9892,429,38,6.15
34.400019,9955,9916,429,38,6.15
34.500004,9950,9944,429,38,6.15
34.600015,9958,9944,429,38,6.15
34.699992,9963,9944,344,38,6.15
34.799994,9958,9956,344,38,6.15
34.899992,9952,9956,344,38,6.16
34.99998,9950,9956,0,38,6.16
35.099994,9961,9956,0,38,6.16
35.199984,9972,9956,0,38,6.16
35.300013,9977,9956,273,38,6.16
35.400002,9981,9956,273,38,6.15
35.500007,9980,9968,273,38,6.15
35.600008,9973,9968,273,38,6.15
35.700018,9968,9968,225,38,6.15
35.800031,9963,9968,225,38,6.15
35.900004,9957,9968,225,38,6.16
35.999957,9954,9968,185,38,6.16
36.099981,9962,9964,185,38,6.16
36.200016,9975,9960,185,38,6.16
36.299981,9986,9960,250,38,6.16
36.40001,9995,9968,250,38,6.15
36.499981,9999,9968,250,38,6.15
36.599968,9997,9980,250,38,6.15
36.700015,9994,9980,441,38,6.15
36.800008,9986,9988,441,38,6.15
36.900022,9983,9992,441,38,6.16
36.999986,9989,9992,155,38,6.16
37.099983,9992,9988,155,38,6.16
37.199984,9993,9988,155,38,6.16
37.299968,9994,9988,87,38,6.16
37.399983,9995,9988,87,38,6.16
37.499965,9993,9988,87,38,6.16
37.599957,9999,9988,87,38,6.16
37.699994,10015,9988,232,38,6.16
37.800019,10029,9992,232,38,6.16
37.899966,10034,10012,232,38,6.15
37.999957,10030,10020,383,38,6.15
38.099977,10019,10028,383,38,6.15
38.199957,10008,10028,383,38,6.16
38.299974,10013,10020,117,38,6.16
38.400013,10020,10016,117,38,6.16
38.499965,10022,10016,117,38,6.16
38.599958,10026,10016,117,38,6.16
38.699994,10032,10016,160,38,6.16
38.799957,10038,10016,160,38,6.16
38.899973,10048,10020,160,38,6.15
38.999959,10051,10028,419,38,6.15
39.099972,10049,10036,419,38,6.15
39.199966,10042,10040,419,38,6.15
39.299968,10038,10040,0,38,6.15
39.399958,10032,10040,0,38,6.16
39.500011,10028,10040,0,38,6.16
39.599957,10026,10040,0,38,6.15
39.699974,10027,10040,273,38,6.15
39.799959,10031,10040,273,38,6.15
39.899979,10035,10040,273,38,6.15
39.999959,10038,10040,197,38,6.15
40.09998,10040,10040,197,38,6.15
40.199958,10033,10040,197,38,6.16
40.299942,10022,10040,112,38,6.16
40.400005,10015,10040,112,38,6.15
40.499966,10014,10032,112,38,6.15
40.600001,10021,10020,112,38,6.15
40.699996,10030,10024,0,38,6.15
40.800009,10037,10016,0,38,6.15
40.899973,10038,10020,0,38,6.15
40.999959,10035,10028,221,38,6.15
41.099979,10028,10028,221,38,6.15
41.200016,10022,10028,221,38,6.16
41.299987,10012,10028,95,38,6.16
41.399993,10001,10024,95,38,6.15
41.500011,10000,10020,95,38,6.15
41.600031,10001,10004,95,38,6.15
41.699962,9980,10008,110,38,6.15
41.800013,9898,9980,110,38,6.15
41.900001,9826,9956,110,38,6.12
42.000058,9776,9864,808,38,6.12
42.099987,9733,9788,808,38,6.12
42.199982,9709,9756,808,38,6.15
42.299976,9698,9728,556,38,6.15
42.400007,9697,9708,556,38,6.15
42.499995,9710,9700,556,38,6.15
42.599995,9757,9696,556,38,6.16
42.699966,9831,9704,894,38,6.16
42.800017,9888,9768,894,38,6.16
42.899963,9917,9840,894,38,6.11
42.999996,9926,9892,749,38,6.11
43.099973,9922,9916,749,38,6.11
43.199987,9913,9916,749,38,6.14
43.299957,9908,9916,0,38,6.14
43.400007,9905,9912,0,38,6.16
43.499956,9901,9908,0,38,6.16
43.599985,9901,9904,0,38,6.16
43.699963,9909,9904,0,38,6.16
43.799989,9917,9904,0,38,6.16
43.89997,9921,9904,0,38,6.15
43.999981,9929,9904,315,38,6.15
44.100001,9932,9908,315,38,6.15
44.199997,9936,9908,315,38,6.14
44.29998,9938,9920,324,38,6.14
44.400008,9938,9920,324,38,6.14
44.49998,9938,9916,324,38,6.14
44.600004,9937,9920,324,38,6.13
44.699977,9934,9928,460,38,6.13
44.799995,9933,9928,460,38,6.13
44.899972,9931,9928,460,38,6.14
44.999995,9930,9928,0,38,6.14
45.099931,9926,9928,0,38,6.14
45.200007,9924,9928,0,38,6.16
45.299971,9924,9928,163,38,6.16
45.399994,9925,9928,163,38,6.16
45.499965,9924,9928,163,38,6.16
45.599989,9926,9928,163,38,6.16
45.699965,9929,9928,0,38,6.16
45.799998,9930,9928,0,38,6.16
45.899968,9928,9928,0,38,7.49
46.000028,9925,9928,0,38,7.49
46.099985,9918,9928,0,38,7.49
46.199988,9912,9928,0,38,7.48
46.299986,9909,9916,0,38,7.48
46.400027,9910,9912,0,38,7.5
46.49997,9910,9912,0,38,7.5
46.600037,9903,9912,0,38,7.5
46.699965,9843,9912,146,38,7.5
46.799968,9820,9864,146,38,7.5
46.899974,9735,9828,146,38,7.49
46.999975,9602,9780,755,38,7.49
47.099985,9465,9672,755,38,7.49
47.199985,9328,9524,755,38,7.47
47.299967,9191,9380,557,38,7.47
47.400049,9054,9240,557,38,7.46
47.499994,8917,9128,557,39,7.46
47.599984,8780,8984,557,39,7.46
47.699964,8682,8836,711,39,7.46
47.800002,8602,8724,711,39,7.46
47.899973,8514,8644,711,39,7.45
47.999955,8425,8556,663,39,7.45
48.100027,8337,8496,663,39,7.45
48.200009,8248,8404,663,39,7.44
48.299981,8159,8308,1354,39,7.44
48.399987,8071,8216,1354,39,7.42
48.499981,7982,8140,1354,39,7.42
48.600017,7893,8056,1354,39,7.42
48.699974,7805,7956,1303,39,7.42
48.799985,7716,7860,1303,39,7.42
48.899963,7628,7752,1303,39,7.42
48.999996,7539,7680,880,39,7.42
49.099993,7450,7584,880,39,7.42
49.200001,7362,7488,880,39,7.47
49.299972,7273,7372,156,39,7.47
49.400005,7184,7308,156,39,7.48
49.500013,7096,7220,156,39,7.48
49.599966,7067,7128,156,39,7.46
49.699981,7901,7032,491,39,7.46
49.799995,9172,7444,491,39,7.46
49.899982,9953,8728,491,39,7.36
49.999992,9977,9804,450,39,7.36
50.09999,9790,10000,450,39,7.36
50.200015,9586,9912,450,39,7.35
50.29998,9594,9712,2061,39,7.35
50.399987,9779,9560,2061,39,7.49
50.499948,9977,9676,2061,39,7.49
50.600003,10047,9920,2061,39,7.48
50.699952,10051,10064,387,39,7.48
50.799987,10051,10052,387,39,7.48
