t__s,ACT_ELEVATOR.Position_CMD,ACT_ELEVATOR.Position_FB,ACT_ELEVATOR.Torque_FB,ACT_ELEVATOR.Temperature_FB__dC,ACT_ELEVATOR.Voltage_FB__V
0.071958,8284,8288,0,14,6.04
0.171982,8284,8288,0,14,6.04
0.27196,8284,8288,0,14,6.03
0.371961,8284,8288,0,14,6.03
0.47196,8284,8288,0,14,6.03
0.571984,8284,8288,0,14,6.03
0.67196,8284,8288,0,14,6.03
0.771984,8284,8288,0,14,6.03
0.871968,8284,8288,0,14,6.03
0.971985,8284,8288,0,14,6.03
1.083939,8486,8464,177,14,6.03
1.183934,8489,8488,177,14,6.03
1.28394,8489,8488,177,14,7.36
1.383912,8489,8488,0,14,7.36
1.483945,8489,8488,0,14,7.36
1.583937,8489,8488,0,14,7.36
1.683937,8489,8488,0,14,7.36
1.783934,8486,8488,0,14,7.36
1.883939,8498,8476,0,14,7.36
1.983904,8492,8492,0,14,7.32
2.083949,8485,8492,64,14,7.32
2.183926,8486,8488,64,14,7.32
2.283939,8485,8488,64,14,7.35
2.383904,8499,8492,64,14,7.35
2.48395,8491,8492,64,14,7.32
2.583903,8499,8492,64,14,7.32
2.68394,8501,8496,64,14,7.35
2.783903,8501,8496,49,14,7.35
2.883956,8517,8496,49,14,7.35
2.983909,8500,8512,49,14,7.35
3.083976,8486,8504,165,14,7.35
3.183944,8525,8516,165,14,7.35
3.283968,8502,8520,165,14,7.36
3.383913,8489,8504,139,14,7.36
3.48397,8489,8492,139,14,7.35
3.583903,8513,8492,139,14,7.35
3.683968,8483,8488,139,14,7.35
3.783905,8454,8460,59,14,7.35
3.88394,8466,8456,59,14,7.35
3.983903,8448,8456,59,14,7.24
4.083946,8448,8452,0,14,7.24
4.183934,8448,8452,0,14,7.24
4.283948,8511,8500,0,14,7.25
4.383906,8036,8448,73,14,7.25
4.483942,7903,7992,73,14,7.3
4.583903,8441,7976,73,14,7.3
4.683947,9067,8980,73,14,7.34
4.783905,9067,9064,0,14,7.34
4.883941,8836,9064,0,14,7.34
4.983911,8739,8156,0,14,7.34
5.083939,9067,8900,435,14,7.34
5.183931,7903,9060,435,14,7.34
5.283938,7903,7940,435,14,7.35
5.383904,7903,7900,0,14,7.35
5.483947,7903,7900,0,14,7.36
5.583905,9067,7904,0,14,7.36
5.68394,8475,8012,0,14,7.12
5.783903,8475,8472,0,14,7.12
5.883948,8491,8480,0,14,7.12
5.983905,9067,8836,0,14,7.29
6.083946,8579,9064,0,14,7.29
6.183934,8047,8496,0,14,7.29
6.283939,7941,8052,0,14,6.03
6.383938,8485,8380,583,14,6.03
6.483947,8485,8488,583,14,6.03
6.583906,8486,8488,583,14,6.03
6.68394,8486,8488,583,14,6.03
6.783913,8486,8488,0,14,6.03
6.883949,8486,8488,0,14,6.03
6.983911,8486,8488,0,14,6.03
7.08394,8486,8488,0,14,6.03
7.183933,8486,8488,0,14,6.03
7.283941,8486,8488,0,14,6.03
7.383914,8486,8488,0,14,6.03
7.483956,8486,8488,0,14,6.03
7.583906,8486,8488,0,14,6.03
7.683946,8486,8488,0,14,6.04
7.783904,8486,8488,0,14,6.04
7.883948,8486,8488,0,14,6.04
7.983904,8486,8488,0,14,6.04
8.083939,8486,8488,0,14,6.04
8.183931,8486,8488,0,14,6.04
8.283939,8486,8488,0,14,6.04
8.383909,8486,8488,0,14,6.04
8.483943,8486,8488,0,14,6.04
8.583905,8486,8488,0,14,6.04
8.68394,8486,8488,0,14,6.03
8.783902,8486,8488,0,14,6.03
8.883955,8486,8488,0,14,6.03
8.983904,8486,8488,0,14,6.03
9.083969,8486,8488,0,14,6.03
9.18393,8486,8488,0,14,6.03
9.283968,8486,8488,0,14,6.03
9.383917,8486,8488,0,14,6.03
9.483942,8486,8488,0,14,6.04
9.583905,8486,8488,0,14,6.04
9.683957,8486,8488,0,14,6.03
9.783904,8486,8488,0,14,6.03
9.883975,8486,8488,0,14,6.03
9.983903,8486,8488,0,14,6.04
10.083938,8486,8488,0,14,6.04
10.183921,8486,8488,0,14,6.04
10.283939,8486,8488,0,14,6.03
10.383918,8486,8488,0,14,6.03
10.48394,8486,8488,0,14,6.04
10.583903,8486,8488,0,14,6.04
10.683939,8486,8488,0,14,6.04
10.783912,8486,8488,0,14,6.04
10.883941,8486,8488,0,14,6.04
10.983912,8486,8488,0,14,6.03
11.083941,8486,8488,0,14,6.03
11.183906,8486,8488,0,14,6.03
11.283942,8486,8488,0,14,6.03
11.383925,8486,8488,0,14,6.03
11.483939,8486,8488,0,14,6.04
11.583907,8486,8488,0,14,6.04
11.68394,8486,8488,0,14,6.04
11.783904,8486,8488,0,14,6.04
11.883939,8486,8488,0,14,6.04
11.983904,8486,8488,0,14,6.04
12.083948,8486,8488,0,14,6.04
12.183916,8486,8488,0,14,6.04
12.283943,8486,8488,0,14,6.04
12.383904,8486,8488,0,14,6.04
12.483948,8486,8488,0,14,6.04
12.583903,8486,8488,0,14,6.04
12.683939,8486,8488,0,14,6.04
12.783904,8486,8488,0,14,6.04
12.883943,8486,8488,0,14,6.04
12.983904,8486,8488,0,14,6.04
13.083947,8486,8488,0,14,6.04
13.183914,8486,8488,0,14,6.04
13.283943,8486,8488,0,14,6.04
13.383906,8486,8488,0,14,6.04
13.483939,8486,8488,0,14,6.04
13.583933,8486,8488,0,14,6.04
13.683937,8486,8488,0,14,6.04
13.783935,8486,8488,0,14,6.04
13.883938,8486,8488,0,14,6.04
13.983934,8486,8488,0,14,6.03
14.083948,8486,8488,0,14,6.03
14.183934,8486,8488,0,14,6.03
14.283937,8486,8488,0,14,6.03
14.38405,8486,8488,0,14,6.03
14.483939,8486,8488,0,14,6.04
14.583939,8486,8488,0,14,6.04
14.683947,8486,8488,0,14,6.04
14.783934,8486,8488,0,14,6.04
14.883939,8486,8488,0,14,6.04
14.983951,8486,8488,0,14,6.03
15.083941,8486,8488,0,14,6.03
15.183941,8486,8488,0,14,6.03
15.283947,8486,8488,0,14,6.04
15.383936,8486,8488,0,14,6.04
15.483937,8486,8488,0,14,6.04
15.583949,8486,8488,0,14,6.04
15.683948,8486,8488,0,14,6.04
15.783933,8486,8488,0,14,6.04
15.883939,8486,8488,0,14,6.04
15.983942,8486,8488,0,14,6.04
16.083938,8486,8488,0,14,6.04
16.183905,8486,8488,0,14,6.04
16.283939,8486,8488,0,14,6.03
16.383952,8486,8488,0,14,6.03
16.48394,8486,8488,0,14,6.03
16.583952,8486,8488,0,14,6.03
16.68394,8486,8488,0,14,6.03
16.783975,8486,8488,0,14,6.03
16.883948,8486,8488,0,14,6.03
16.983969,8486,8488,0,14,6.04
17.08394,8486,8488,0,14,6.04
17.183961,8486,8488,0,14,6.04
17.283947,8486,8488,0,14,6.03
17.383962,8486,8488,0,14,6.03
17.483938,8486,8488,0,14,6.03
17.58395,8486,8488,0,14,6.03
17.68394,8486,8488,0,14,6.03
17.783934,8486,8488,0,14,6.03
17.883938,8486,8488,0,14,6.03
17.983961,8486,8488,0,14,6.03
18.083938,8486,8488,0,14,6.03
18.183961,8486,8488,0,14,6.03
18.283939,8486,8488,0,14,6.03
18.383937,8486,8488,0,14,6.03
18.483946,8486,8488,0,14,6.03
18.584041,8486,8488,0,14,6.03
18.683939,8486,8488,0,14,6.03
18.784041,8486,8488,0,14,6.03
18.883939,8486,8488,0,14,6.03
18.984041,8486,8488,0,14,6.03
19.083938,8486,8488,0,14,6.03
19.18404,8486,8488,0,14,6.03
19.283949,8486,8488,0,14,6.03
19.38404,8486,8488,0,14,6.03
19.483938,8486,8488,0,14,6.04
19.584048,8486,8488,0,14,6.04
19.683938,8486,8488,0,14,6.04
19.784041,8486,8488,0,14,6.04
19.883938,8486,8488,0,14,6.04
19.983942,8486,8488,0,14,6.04
20.083942,8486,8488,0,14,6.04
20.184048,8486,8488,0,14,6.04
20.283938,8486,8488,0,14,6.04
20.384042,8486,8488,0,14,6.04
20.483937,8486,8488,0,14,6.04
20.583929,8486,8488,0,14,6.04
20.683939,8486,8488,0,14,6.04
20.783928,8486,8488,0,14,6.04
20.883938,8486,8488,0,14,6.04
20.983936,8486,8488,0,14,6.04
21.083939,8486,8488,0,14,6.04
21.184042,8486,8488,0,14,6.04
21.28394,8486,8488,0,14,6.04
21.383931,8486,8488,0,14,6.04
21.483946,8486,8488,0,14,6.04
21.583927,8486,8488,0,14,6.04
21.683938,8486,8488,0,14,6.03
21.784039,8486,8488,0,14,6.03
21.883939,8486,8488,0,14,6.03
21.983941,8486,8488,0,14,6.03
22.08395,8486,8488,0,14,6.03
22.183904,8486,8488,0,14,6.03
22.283937,8486,8488,0,14,6.04
22.383929,8486,8488,0,14,6.04
22.48394,8486,8488,0,14,6.04
22.583929,8486,8488,0,14,6.04
22.683939,8486,8488,0,14,6.04
22.783927,8486,8488,0,14,6.04
22.883941,8486,8488,0,14,6.04
22.983935,8486,8488,0,14,6.04
23.083941,8486,8488,0,14,6.04
23.184041,8486,8488,0,14,6.04
23.283938,8486,8488,0,14,6.04
23.383927,8486,8488,0,14,6.04
23.483939,8486,8488,0,14,6.04
23.584041,8486,8488,0,14,6.04
23.683939,8486,8488,0,14,6.03
23.783936,8486,8488,0,14,6.03
23.883938,8486,8488,0,14,6.03
23.983928,8486,8488,0,14,6.03
24.083939,8486,8488,0,14,6.03
24.184048,8486,8488,0,14,6.03
24.283939,8486,8488,0,14,6.04
24.383934,8486,8488,0,14,6.04
24.483949,8486,8488,0,14,6.04
24.583928,8486,8488,0,14,6.04
24.683948,8486,8488,0,14,6.03
24.783935,8486,8488,0,14,6.03
24.883948,8486,8488,0,14,6.03
24.983929,8486,8488,0,14,6.03
25.083941,8486,8488,0,14,6.03
25.183935,8486,8488,0,14,6.03
25.283939,8486,8488,0,14,6.04
25.38404,8486,8488,0,14,6.04
25.483964,8486,8488,0,14,6.04
25.583927,8486,8488,0,14,6.04
25.683986,8486,8488,0,14,6.04
25.78394,8486,8488,0,14,6.04
25.883963,8486,8488,0,14,6.04
25.983928,8486,8488,0,14,6.04
26.083937,8486,8488,0,14,6.04
26.184041,8486,8488,0,14,6.04
26.283971,8486,8488,0,14,6.04
26.383928,8486,8488,0,14,6.04
26.483966,8486,8488,0,14,6.04
26.584041,8486,8488,0,14,6.04
26.683937,8486,8488,0,14,6.04
26.784041,8486,8488,0,14,6.04
26.883959,8486,8488,0,14,6.04
26.983929,8486,8488,0,14,6.04
27.08394,8486,8488,0,14,6.04
27.184043,8486,8488,0,14,6.04
27.283938,8486,8488,0,14,6.04
27.383927,8486,8488,0,14,6.04
27.483941,8486,8488,0,14,6.04
27.583928,8486,8488,0,14,6.04
27.68394,8486,8488,0,14,6.04
27.784042,8486,8488,0,14,6.04
27.883945,8486,8488,0,14,6.04
27.984041,8486,8488,0,14,6.03
28.083939,8486,8488,0,14,6.03
28.183905,8486,8488,0,14,6.03
28.28394,8486,8488,0,14,6.03
28.383928,8486,8488,0,14,6.03
28.48394,8486,8488,0,14,6.03
28.583928,8486,8488,0,14,6.03
28.68394,8486,8488,0,14,6.04
28.783928,8486,8488,0,14,6.04
28.883947,8486,8488,0,14,6.04
28.98404,8486,8488,0,14,6.03
29.083958,8486,8488,0,14,6.03
29.183933,8486,8488,0,14,6.03
29.283939,8486,8488,0,14,6.03
29.383928,8486,8488,0,14,6.03
29.483982,8486,8488,0,14,6.04
29.583928,8486,8488,0,14,6.04
29.684012,8486,8488,0,14,6.04
29.783927,8486,8488,0,14,6.04
29.883968,8486,8488,0,14,6.04
29.983928,8486,8488,0,14,6.04
30.083941,8486,8488,0,14,6.04
30.184045,8486,8488,0,14,6.04
30.283938,8486,8488,0,14,6.04
30.383912,8486,8488,0,14,6.04
30.48394,8486,8488,0,14,6.04
30.583928,8486,8488,0,14,6.04
30.683939,8486,8488,0,14,6.04
30.784039,8486,8488,0,14,6.04
30.883957,8486,8488,0,14,6.04
30.983928,8486,8488,0,14,6.04
31.083938,8491,8488,0,14,6.04
31.183934,8491,8488,0,14,6.04
31.283937,8491,8488,0,14,6.02
31.383928,8491,8488,0,14,6.02
31.483946,8491,8488,0,14,6.02
31.583925,8491,8488,0,14,6.02
31.683938,8491,8488,0,14,6.02
31.783928,8491,8488,0,14,6.02
31.883937,8491,8488,0,14,6.02
31.983929,8491,8488,0,14,6.03
32.083939,8491,8488,0,14,6.03
32.183933,8491,8488,0,14,6.03
32.283939,8491,8488,0,14,6.03
32.383927,8491,8488,0,14,6.03
32.483947,8491,8488,0,14,6.03
32.584042,8491,8488,0,14,6.03
32.683938,8491,8488,0,14,6.04
32.783936,8491,8488,0,14,6.04
32.88394,8491,8488,0,14,6.04
32.983927,8491,8488,0,14,6.03
33.083946,8491,8488,0,14,6.03
33.183931,8491,8488,0,14,6.03
33.28394,8491,8488,0,14,6
33.383937,8491,8488,0,14,6
33.483939,8491,8488,0,14,5.99
33.58393,8491,8488,0,14,5.99
33.68394,8491,8488,0,14,5.99
33.783929,8491,8488,0,14,5.99
33.883939,8491,8488,0,14,5.99
