t__s,ACT_AILERON_LEFT.Position_CMD,ACT_AILERON_LEFT.Position_FB,ACT_AILERON_LEFT.Torque_FB,ACT_AILERON_LEFT.Temperature_FB__dC,ACT_AILERON_LEFT.Voltage_FB__V
0.04,8720,8736,286,7,6.04
0.140001,8720,8736,286,7,6.04
0.24,8720,8736,286,7,6.03
0.340001,8720,8736,303,7,6.03
0.44,8720,8736,303,7,6.04
0.540001,8720,8736,303,7,6.04
0.64,8720,8736,303,7,6.02
0.740001,8720,8736,155,7,6.02
0.84,8720,8736,155,7,6.02
0.940046,8720,8736,155,7,6.05
1.04045,9476,8736,170,7,6.05
1.140357,9476,8976,170,7,6.05
1.240249,9476,9472,170,7,6.13
1.340152,9476,9472,0,7,6.13
1.440054,9476,9472,0,7,7.28
1.540001,9476,9472,0,7,7.28
1.64,9476,9472,0,7,7.42
1.740001,9476,9472,0,7,7.42
1.84,9476,9472,0,7,7.42
1.940001,9476,9472,0,7,7.41
2.040005,9476,9472,0,7,7.41
2.140006,9476,9472,0,7,7.41
2.240008,9476,9472,0,7,7.41
2.340001,9476,9472,0,7,7.41
2.44,9476,9472,0,7,7.41
2.540001,9476,9472,0,6,7.41
2.64,9476,9472,0,6,7.41
2.740001,9476,9472,0,6,7.41
2.84,9476,9472,0,6,7.41
2.940001,9476,9472,0,6,7.42
3.040013,9476,9472,0,6,7.42
3.140544,9476,9472,0,6,7.42
3.240402,9476,9472,0,6,7.42
3.340356,9476,9472,0,6,7.42
3.440198,9476,9472,0,6,7.42
3.540174,9476,9472,0,8,7.42
3.640004,9476,9472,0,8,7.42
3.740001,9476,9472,0,8,7.42
3.84,9476,9472,0,8,7.42
3.940001,9476,9472,0,8,7.41
4.04,9476,9472,0,8,7.41
4.140001,9476,9472,0,8,7.41
4.24,9476,9472,0,8,7.41
4.340001,9476,9472,0,8,7.41
4.44,9476,9472,0,8,7.42
4.540001,9476,9472,0,8,7.42
4.64,9476,9472,0,8,7.42
4.740003,9476,9472,0,8,7.42
4.84,9476,9472,0,8,7.42
4.940001,9476,9472,0,8,7.42
5.040001,9476,9472,0,8,7.42
5.140001,9476,9472,0,8,7.42
5.240319,9476,9472,0,8,7.42
5.340215,9476,9472,0,8,7.42
5.440116,9476,9472,0,8,7.41
5.54002,9476,9472,0,8,7.41
5.64,9476,9472,0,8,7.41
5.740001,9476,9472,0,8,7.41
5.84,9476,9472,0,8,7.41
5.940001,9476,9472,0,8,7.41
6.04,9476,9472,0,8,7.41
6.140001,9476,9472,0,8,7.41
6.24,9476,9472,0,8,7.41
6.340001,9476,9472,0,8,7.41
6.44,9476,9472,0,8,6.11
6.540001,9476,9472,0,8,6.11
6.64,9476,9472,0,8,6.11
6.740001,9476,9472,0,8,6.11
6.84,9476,9472,0,8,6.11
6.940001,9476,9472,0,8,6.11
7.04,9476,9472,0,8,6.11
7.140028,9476,9472,0,8,6.11
7.240352,9476,9472,0,8,6.1
7.340245,9476,9472,0,8,6.1
7.440148,9476,9472,0,8,6.11
7.540051,9476,9472,0,8,6.11
7.64,9476,9472,0,8,6.11
7.740001,9476,9472,0,8,6.11
7.84,9476,9472,0,8,6.11
7.940001,9476,9472,0,8,6.11
8.04,9476,9472,0,8,6.11
8.140001,9476,9472,0,8,6.11
8.24,9476,9472,0,8,6.11
8.340001,9476,9472,0,8,6.11
8.440005,9476,9472,0,8,6.11
8.540011,9476,9472,0,8,6.11
8.64,9476,9472,0,8,6.1
8.740001,9115,9472,0,8,6.1
8.84,7964,9324,0,8,6.1
8.940001,7964,8608,0,8,5.97
9.04,7964,7996,295,8,5.97
9.140001,7964,7996,295,8,5.97
9.24,7964,7996,295,8,6.09
9.340374,7964,7996,329,8,6.09
9.440268,7964,7996,329,8,6.08
9.540172,7964,7996,329,8,6.08
9.640074,7964,7996,329,8,6.08
9.740001,7964,7996,371,8,6.08
9.84,7964,7996,371,8,6.08
9.940001,7964,7996,371,8,6.08
10.04,7964,7996,404,8,6.08
10.140001,9479,7996,404,8,6.08
10.24,9481,8536,404,8,6
10.340001,9481,9476,199,8,6
10.44,9481,9480,199,8,6.1
10.540001,9481,9476,199,8,6.1
10.64,9483,9480,199,8,6.11
10.740001,9511,9480,153,8,6.11
10.84,9819,9484,153,8,6.11
10.940001,9819,9752,153,8,6.06
11.04,9819,9804,182,8,6.06
11.140001,9819,9804,182,8,6.06
11.240043,9819,9804,182,8,6.1
11.340391,9819,9804,197,8,6.1
11.440287,9819,9804,197,8,6.09
11.540191,9819,9804,197,8,6.09
11.640093,9819,9804,197,8,6.1
11.740001,9819,9804,218,8,6.1
11.840001,9819,9804,218,8,6.1
11.940001,9481,9804,218,8,6.09
12.04,9480,9504,153,8,6.09
12.140001,9479,9492,153,8,6.09
12.24,9479,9492,153,8,6.1
12.340001,9471,9488,35,8,6.1
12.44,9470,9484,35,8,6.11
12.540001,9467,9480,35,8,6.11
12.64,9465,9476,35,8,6.1
12.740001,9464,9472,30,8,6.1
12.84,9450,9472,30,8,6.1
12.940001,9437,9464,30,8,6.1
13.04,9437,9444,40,8,6.1
13.140001,9436,9444,40,8,6.1
13.24,9436,9444,40,8,6.11
13.34001,9436,9448,58,8,6.11
13.440446,9436,9444,58,8,6.11
13.540349,9436,9444,58,8,6.11
13.640243,9436,9444,58,8,6.11
13.740147,9436,9440,0,8,6.11
13.84005,9476,9440,0,8,6.11
13.940001,9478,9460,0,8,6.09
14.04,9478,9472,56,8,6.09
14.140001,9478,9472,56,8,6.09
14.24,9478,9472,56,8,6.1
14.340001,9488,9472,61,8,6.1
14.440001,9497,9476,61,8,6.1
14.540001,9501,9488,61,8,6.1
14.64,9502,9496,61,8,6.1
14.740001,9502,9496,56,8,6.1
14.84,9502,9496,56,8,6.1
14.940001,9502,9496,56,8,6.1
15.04,9502,9496,63,8,6.1
15.140001,9480,9496,63,8,6.1
15.24,9477,9492,63,8,6.09
15.340001,9477,9484,64,8,6.09
15.44,9477,9480,64,8,6.11
15.540305,9477,9480,64,8,6.11
15.640199,9477,9480,64,8,6.11
15.740103,9477,9480,0,8,6.11
15.840006,9477,9480,0,8,6.11
15.940001,9477,9480,0,8,6.11
16.04,9477,9480,0,8,6.11
16.140001,9477,9480,0,8,6.11
16.24,9477,9480,0,8,6.1
16.340001,9477,9480,0,8,6.1
16.44,9477,9480,0,8,6.11
16.540001,9477,9480,0,8,6.11
16.64,9477,9480,0,8,6.1
16.740001,9477,9480,0,8,6.1
16.84,9477,9480,0,8,6.1
16.940001,9477,9480,0,8,6.1
17.04,9477,9480,0,8,6.1
17.140001,9477,9480,0,8,6.1
17.24,9477,9480,0,8,6.11
17.340001,9477,9480,0,8,6.11
17.440035,9477,9480,0,8,6.1
17.540443,9477,9480,0,8,6.1
17.640357,9477,9480,0,8,6.11
17.740241,9477,9480,0,8,6.11
17.840157,9477,9480,0,8,6.11
17.940048,9477,9480,0,8,6.11
18.040001,9477,9480,0,8,6.11
18.140001,9477,9480,0,8,6.11
18.24,9477,9480,0,8,6.11
18.340001,9477,9480,0,8,6.11
18.44,9477,9480,0,8,6.11
18.540001,9477,9480,0,8,6.11
18.64,9477,9480,0,8,6.11
18.740001,9477,9480,0,8,6.11
18.84,9477,9480,0,8,6.11
18.940001,9477,9480,0,8,6.1
19.04,9477,9480,0,8,6.1
19.140001,9477,9480,0,8,6.1
19.24,9477,9480,0,8,6.1
19.340001,9477,9480,0,8,6.1
19.44,9477,9480,0,8,6.11
19.540002,9477,9480,0,8,6.11
19.640388,9477,9480,0,8,6.1
19.740274,9477,9480,0,8,6.1
19.840178,9477,9480,0,8,6.1
19.940081,9477,9480,0,8,6.11
20.040001,9477,9480,0,8,6.11
20.140001,9477,9480,0,8,6.11
20.24,9477,9480,0,8,6.11
20.340001,9477,9480,0,8,6.11
20.44,9477,9480,0,8,6.11
20.540001,9477,9480,0,8,6.11
20.64,9477,9480,0,8,6.1
20.740001,9477,9480,0,8,6.1
20.84,9477,9480,0,8,6.1
20.940001,9477,9480,0,8,6.11
21.04,9477,9480,0,8,6.11
21.140001,9477,9480,0,8,6.11
21.24,9477,9480,0,8,6.1
21.340001,9477,9480,0,8,6.1
21.44,9480,9480,0,8,6.11
21.540001,9479,9480,0,8,6.11
21.640453,9480,9480,0,8,6.01
21.740363,9480,9480,0,8,6.01
21.840258,9477,9480,0,8,6.01
21.940161,9477,9480,0,8,5.98
22.040063,9479,9480,0,8,5.98
22.140001,9478,9480,0,8,5.98
22.24,9477,9480,0,8,6
22.340001,9477,9480,0,8,6
22.44,9477,9480,0,8,6.05
22.540013,9477,9480,0,8,6.05
22.64,9477,9480,0,8,6.08
22.740001,9478,9480,0,8,6.08
22.84,9478,9480,0,8,6.08
22.940001,9477,9476,0,8,6.05
23.040001,9477,9476,259,8,6.05
23.140001,9476,9476,259,8,6.05
23.240001,9476,9476,259,8,5.99
23.340001,9477,9476,0,8,5.99
