t__s,ACT_RUDDER.Position_CMD,ACT_RUDDER.Position_FB,ACT_RUDDER.Torque_FB,ACT_RUDDER.Temperature_FB__dC,ACT_RUDDER.Voltage_FB__V
0.04,8264,8268,0,7,6.06
0.140001,8264,8268,0,7,6.06
0.24,8264,8268,0,7,6.05
0.340001,8264,8268,0,7,6.05
0.44,8264,8268,0,7,6.06
0.540001,8264,8268,0,7,6.06
0.64,8264,8268,0,7,6.06
0.740001,8264,8268,0,7,6.06
0.84,8264,8268,0,7,6.06
0.940046,8264,8268,0,7,6.06
1.04045,8309,8268,0,7,6.06
1.140357,8309,8288,0,7,6.06
1.240249,8309,8304,0,7,6.02
1.340152,8308,8304,49,7,6.02
1.440054,8308,8304,49,7,7.35
1.540001,8308,8304,49,7,7.35
1.64,8308,8304,49,7,7.39
1.740001,8308,8304,0,7,7.39
1.84,8308,8304,0,7,7.39
1.940001,8308,8304,0,7,7.39
2.040005,8308,8304,0,7,7.39
2.140006,8308,8304,0,7,7.39
2.240008,8308,8304,0,7,7.39
2.340001,8308,8304,0,7,7.39
2.44,8308,8304,0,7,7.39
2.540001,8308,8304,0,7,7.39
2.64,8308,8304,0,7,7.39
2.740001,8308,8304,0,7,7.39
2.84,8308,8304,0,7,7.39
2.940001,8308,8304,0,7,7.39
3.040013,8308,8304,0,7,7.39
3.140544,8308,8304,0,7,7.39
3.240402,8308,8304,0,7,7.39
3.340356,8308,8304,0,7,7.39
3.440198,8308,8304,0,7,7.39
3.540174,8308,8304,0,7,7.39
3.640004,8308,8304,0,7,7.38
3.740001,8308,8304,0,7,7.38
3.84,8308,8304,0,7,7.38
3.940001,8308,8304,0,7,7.38
4.04,8308,8304,0,7,7.38
4.140001,8308,8304,0,7,7.38
4.24,8308,8304,0,7,7.38
4.340001,8308,8304,0,7,7.38
4.44,8308,8304,0,7,7.39
4.540001,8308,8304,0,7,7.39
4.64,8308,8304,0,7,7.39
4.740003,8308,8304,0,7,7.39
4.84,8308,8304,0,7,7.39
4.940001,8308,8304,0,7,7.38
5.040001,8308,8304,0,7,7.38
5.140001,8308,8304,0,7,7.38
5.240319,8308,8304,0,7,7.39
5.340215,8308,8304,0,7,7.39
5.440116,8308,8304,0,7,7.38
5.54002,8308,8304,0,7,7.38
5.64,8308,8304,0,7,7.38
5.740001,8308,8304,0,7,7.38
5.84,8308,8304,0,7,7.38
5.940001,8308,8304,0,7,7.39
6.04,8308,8304,0,7,7.39
6.140001,8308,8304,0,7,7.39
6.24,8308,8304,0,7,7.2
6.340001,8308,8304,0,7,7.2
6.44,8308,8304,0,7,6.08
6.540001,8308,8304,0,7,6.08
6.64,8308,8304,0,7,6.08
6.740001,8308,8304,0,7,6.08
6.84,8308,8304,0,7,6.08
6.940001,8308,8304,0,7,6.08
7.04,8308,8304,0,7,6.08
7.140028,8308,8304,0,7,6.08
7.240352,8308,8304,0,7,6.08
7.340245,8308,8304,0,7,6.08
7.440148,8308,8304,0,7,6.08
7.540051,8308,8304,0,7,6.08
7.64,8308,8304,0,7,6.08
7.740001,8308,8304,0,7,6.08
7.84,8308,8304,0,7,6.08
7.940001,8308,8304,0,7,6.08
8.04,8308,8304,0,7,6.08
8.140001,8308,8304,0,7,6.08
8.24,8308,8304,0,7,6.08
8.340001,8308,8304,0,7,6.08
8.440005,8308,8304,0,7,6.08
8.540011,8308,8304,0,7,6.08
8.64,8308,8304,0,7,6.08
8.740001,8779,8304,0,7,6.08
8.84,9744,8508,0,7,6.08
8.940001,9606,9300,0,7,5.95
9.04,9270,9728,539,7,5.95
9.140001,9021,9408,539,7,5.95
9.24,8836,9116,539,7,6.06
9.340374,8699,8908,646,7,6.06
9.440268,8598,8752,646,7,6.07
9.540172,8523,8636,646,7,6.07
9.640074,8467,8552,646,7,6.07
9.740001,8426,8488,49,7,6.07
9.84,8395,8440,49,7,6.07
9.940001,8373,8408,49,7,6.08
10.04,8356,8384,107,7,6.08
10.140001,6668,8364,107,7,6.08
10.24,6837,7840,107,7,5.95
10.340001,7219,6724,435,7,5.95
10.44,7502,7076,435,7,6.05
10.540001,7712,7404,435,7,6.05
10.64,7854,7644,435,7,6.06
10.740001,7788,7824,206,7,6.06
10.84,6668,7880,206,7,6.06
10.940001,6723,6996,206,7,6.03
11.04,7135,6672,266,7,6.03
11.140001,7440,6988,266,7,6.03
11.240043,7666,7340,266,7,6.06
11.340391,7833,7596,496,7,6.06
11.440287,7957,7788,496,7,6.07
