t__s,ACT_AILERON_LEFT.Position_CMD,ACT_AILERON_LEFT.Position_FB,ACT_AILERON_LEFT.Torque_FB,ACT_AILERON_LEFT.Temperature_FB__dC,ACT_AILERON_LEFT.Voltage_FB__V
0.011929,7448,7460,242,12,6.02
0.111929,7448,7456,242,12,6.01
0.211931,7448,7456,83,12,6.01
0.311929,7448,7456,83,12,6.01
0.411929,7448,7456,83,12,6.01
0.51193,7448,7456,92,12,6.01
0.61193,7448,7456,92,12,6.01
0.71193,7448,7456,92,12,6.01
0.811929,7448,7456,100,12,6.01
0.911931,7448,7456,100,12,6.02
1.024014,8165,7456,100,12,6.02
1.123988,8162,8124,100,12,6.03
1.223991,8162,8160,0,12,6.03
1.323985,8162,8160,0,12,6.03
1.424014,8162,8160,0,12,7.46
1.523987,8162,8160,0,12,7.46
1.623986,8163,8160,0,12,7.46
1.723986,8164,8160,0,12,7.44
1.824024,8163,8160,0,12,7.44
1.924005,8162,8160,0,12,7.46
2.023986,8162,8160,0,12,7.46
2.124027,8162,8160,0,12,7.46
2.223985,8162,8160,0,12,7.46
2.324028,8162,8160,0,12,7.46
2.423986,8162,8160,0,12,7.46
2.523999,8162,8160,0,12,7.46
2.623986,8162,8160,0,12,7.46
2.724004,8162,8160,0,12,7.46
2.823987,8162,8160,0,12,7.46
2.923987,8162,8160,0,12,7.46
3.023988,8162,8160,0,12,7.46
3.123991,8162,8160,0,12,7.46
3.223994,8162,8160,0,12,7.46
3.323986,8162,8160,0,12,7.46
3.423987,8162,8160,0,12,7.46
3.523988,8162,8160,0,12,7.46
3.623985,8162,8160,0,12,7.46
3.723988,8162,8160,0,12,7.46
3.823988,8162,8160,0,12,7.46
3.923988,8162,8160,0,12,7.46
4.023991,8162,8160,0,12,7.46
4.123988,8162,8160,0,12,7.46
4.223995,8162,8160,0,12,7.46
4.323986,8163,8160,0,12,7.46
4.424008,8163,8160,0,12,7.46
4.523998,8164,8160,0,12,7.46
4.624001,8163,8160,0,12,7.46
4.723988,8164,8160,0,12,7.46
4.824014,8164,8160,0,12,7.46
4.923987,8164,8160,0,12,7.46
5.024016,8164,8160,0,12,7.46
5.123988,8164,8160,0,12,7.46
5.224005,8164,8160,0,12,7.46
5.323997,8163,8160,0,12,7.46
5.423987,8163,8160,0,12,7.46
5.523987,8163,8160,0,12,7.46
5.623986,8163,8160,0,12,7.46
5.723987,8163,8160,0,12,7.46
5.823985,8163,8160,0,12,7.46
5.923987,8163,8160,0,12,7.46
6.023985,8163,8160,0,12,7.46
6.123987,8164,8160,0,12,7.46
6.223986,8164,8160,0,12,7.46
6.323986,8164,8160,0,12,7.46
6.423987,8164,8160,0,12,6.11
6.523991,8164,8160,0,12,6.11
6.623986,8164,8160,0,12,6.11
6.723988,8164,8160,0,12,6.11
6.823985,8164,8160,0,12,6.11
6.923986,8164,8160,0,12,6.11
7.023987,8164,8160,0,12,6.11
7.123987,8164,8160,0,12,6.11
7.223985,8164,8160,0,12,6.11
7.323989,8164,8160,0,12,6.11
7.423987,8164,8160,0,12,6.11
7.523987,8164,8160,0,12,6.11
7.623988,8163,8160,0,12,6.11
7.723987,8163,8160,0,12,6.11
7.823986,8163,8160,0,12,6.11
7.923988,8163,8160,0,12,6.11
8.023988,8163,8160,0,12,6.11
8.123996,8163,8160,0,12,6.11
8.223986,8163,8160,0,12,6.11
8.323987,8163,8160,0,12,6.11
8.423995,8163,8160,0,12,6.11
8.52399,8163,8160,0,12,6.11
8.623985,8163,8160,0,12,6.11
8.724006,8163,8160,0,12,6.11
8.823995,8163,8160,0,12,6.11
8.923986,8163,8160,0,12,6.11
9.023987,8163,8160,0,12,6.11
9.123991,8163,8160,0,12,6.11
9.223988,8163,8160,0,12,6.11
9.323987,8163,8160,0,12,6.11
9.423987,8163,8160,0,12,6.11
9.523991,8163,8160,0,12,6.11
9.623986,8163,8160,0,12,6.11
9.72399,8163,8160,0,12,6.11
9.823988,8163,8160,0,12,6.11
9.923987,8163,8160,0,12,6.11
10.023986,8163,8160,0,12,6.11
10.123987,8163,8160,0,12,6.11
10.223988,8163,8160,0,12,6.11
10.324001,8163,8160,0,12,6.11
10.423993,8163,8160,0,12,6.11
10.523988,8163,8160,0,12,6.11
10.623989,8163,8160,0,12,6.11
10.72399,8163,8160,0,12,6.11
10.823988,8164,8160,0,12,6.11
10.923989,8178,8160,0,12,6.11
11.023988,8492,8204,0,12,6.11
11.123985,8492,8476,0,12,6.1
11.223988,8492,8480,153,12,6.1
11.323986,8492,8480,153,12,6.1
11.423986,8492,8480,153,12,6.1
11.523988,8492,8480,167,12,6.1
11.624014,8492,8480,167,12,6.1
11.723987,8492,8480,167,12,6.1
11.824032,8492,8480,179,12,6.1
11.923993,8492,8480,179,12,6.1
12.024028,8492,8480,179,12,6.1
12.123984,8492,8480,179,12,6.1
12.224006,8144,8280,742,12,6.1
12.323994,8151,8160,742,12,6.1
